"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Aaron's Academy of Beauty","11690 Doolittle Drive, Waldorf, Maryland 20602","www.aaronsacademyofbeauty.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Midsize","No","17","17","59%","NA","2013-14","$18,989","Cosmetology/Cosmetologist, General","161615","03064900"
"Aesthetics Institute of Cosmetology","701 Russell Ave, Space H103/H110, Gaithersburg, Maryland 20877","www.aiclakeforest.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","61","61","57%","43%","2013-14","$12,823","Cosmetology/Cosmetologist, General","161651","03097200"
"Allegany College of Maryland","12401 Willowbrook Rd SE, Cumberland, Maryland 21502-2596","www.allegany.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","Yes","2930","2930","19%","20%","Fall 2013","$9,804","-","161688","00205700"
"All-State Career-Baltimore","2200 Broening Hwy Ste 160, Baltimore, Maryland 21224","www.allstatecareer.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","558","558","60%","NA","2013-14","$17,728","Truck and Bus Driver/Commercial Vehicle Operator and Instructor","373784","03493300"
"Anne Arundel Community College","101 College Pky, Arnold, Maryland 21012-1895","www.aacc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","13904","13904","21%","26%","Fall 2013","$13,963","-","161767","00205800"
"Aspen Beauty Academy of Laurel","3535 Fort Meade Road, Laurel, Maryland 20724","www.aspenlaurel.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","53","53","41%","NA","2013-14","$9,122","Cosmetology/Cosmetologist, General","480994","04204000"
"Aveda Institute-Maryland","227 Archer St, Bel Air, Maryland 21014-3639","thecolorlabacademy.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Midsize","No","40","40","50%","NA","2013-14","$11,774","Cosmetology/Cosmetologist, General","162830","02269700"
"Award Beauty School","26 E Antietam St, Hagerstown, Maryland 21740-5610","www.AwardBeautySchool.com","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","191","191","58%","1%","2013-14","$15,096","Cosmetology/Cosmetologist, General","161800","00826300"
"Bais HaMedrash and Mesivta of Baltimore","6823 Old Pimlico Road, Baltimore, Maryland 21209-1613","www.bhmb.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","60","60","0%","100%","Fall 2010","$11,545","-","476601","04188400"
"Baltimore City Community College","2901 Liberty Heights Avenue, Baltimore, Maryland 21215-7893","www.bccc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","4409","4409","12%","15%","Fall 2013","$6,382","-","161864","00206100"
"Baltimore School of Massage-Linthicum","517 Progress Drive      Suite A - J, Linthicum, Maryland 21090","www.steinered.com","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","444","444","82%","NA","2013-14","$19,296","Massage Therapy/Therapeutic Massage","434308","03296300"
"Baltimore Studio of Hair Design","318 N Howard St, Baltimore, Maryland 21201-3444","www.baltimorestudio.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","60","60","75%","NA","2013-14","$15,702","Cosmetology/Cosmetologist, General","161855","02494700"
"Blades School of Hair Design","22576-316 MacArthur Blvd, California, Maryland 20619","BladesSchool.com","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","89","89","53%","3%","2013-14","$14,570","Cosmetology/Cosmetologist, General","366438","03027200"
"Bowie State University","14000 Jericho Park Rd, Bowie, Maryland 20715-9465","www.bowiestate.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Suburb: Large","Yes","5669","4711","37%","26%","Fall 2010","$13,200","-","162007","00206200"
"Brightwood College-Baltimore","1520 South Caton Ave, Baltimore, Maryland 21227-1063","www.brightwood.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","250","250","53%","NA","Fall 2013","$20,337","Medical/Clinical Assistant","163736","00749100"
"Brightwood College-Beltsville","4600 Powder Mill Rd, Beltsville, Maryland 20705","www.brightwood.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","286","286","58%","NA","Fall 2013","$20,604","Medical/Clinical Assistant","164058","02083600"
"Brightwood College-Towson","803 Glen Eagles Ct, Towson, Maryland 21286-2201","www.brightwood.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Small","No","212","212","51%","NA","Fall 2013","$20,181","Medical/Clinical Assistant","161776","01041000"
"Capitol Technology University","11301 Springfield Rd, Laurel, Maryland 20708","www.captechu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","769","432","51%","NA","Fall 2010","$20,571","-","162061","00143600"
"Carroll Community College","1601 Washington Rd, Westminster, Maryland 21157","www.carrollcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","3354","3354","32%","18%","Fall 2013","$4,563","-","405872","03100700"
"Cecil College","One Seahawk Drive, North East, Maryland 21901-1999","www.cecil.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","2612","2612","19%","6%","Fall 2013","$7,102","-","162104","00830800"
"Chesapeake College","1000 College Circle, Wye Mills, Maryland 21679-0008","www.chesapeake.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Distant","No","2123","2123","14%","28%","Fall 2013","$5,584","-","162168","00465000"
"College of Southern Maryland","8730 Mitchell Rd, La Plata, Maryland 20646-0910","www.csmd.edu/","2-year, Public","One but less than two years certificate|Associate's degree","Rural: Fringe","No","7679","7679","21%","23%","Fall 2013","$7,675","-","162122","00206400"
"Columbia Institute","12125 Veirs Mill Rd., Silver Spring, Maryland 20906-4503","www.ccdc.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","70","70","61%","4%","2013-14","$9,696","English Language and Literature, General","480693","04127302"
"Community College of Baltimore County","7201 Rossville Blvd., Baltimore, Maryland 21237","www.ccbcmd.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","21193","21193","10%","18%","Fall 2013","$8,393","-","434672","00206300"
"Coppin State University","2500 West North Avenue, Baltimore, Maryland 21216-3698","www.coppin.edu","4-year, Public","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","2939","2507","17%","23%","Fall 2010","$8,786","-","162283","00206800"
"Delmarva Beauty Academy","111 Milford St, Salisbury, Maryland 21804-6952","www.delmarvabeautyacademy.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","50","50","87%","NA","2013-14","$21,400","Cosmetology/Cosmetologist, General","162335","00744700"
"Denver Seminary - Washington DC","3600 Brightseat Road, Landover, Maryland 20785-2414","www.denverseminary.edu/dc/","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","Suburb: Large","","","","NA","NA","Fall 2010","NA","-","12697901","00135201"
"Empire Beauty School-Glen Burnie","6320 Ritchie Hwy, Suite F, Glen Burnie, Maryland 21061","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","134","134","53%","NA","2013-14","$13,709","Cosmetology/Cosmetologist, General","480310","00966402"
