"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Evans Hairstyling College-Cedar City","169 N 100 W, Cedar City, Utah 84720","evanscollege.com","2-year, Private for-profit","Two but less than 4 years certificate","Town: Remote","No","59","59","74%","NA","Fall 2013","$6,743","Cosmetology/Cosmetologist, General","230199","02573100"
"Evans Hairstyling College-St George","1028 E Tabernacle, Saint George, Utah 84770","evanscollege.com","2-year, Private for-profit","Two but less than 4 years certificate","City: Small","No","36","36","83%","NA","Fall 2013","$7,069","Cosmetology/Cosmetologist, General","230205","02572700"
"Fortis College-Salt Lake City","3949 S 700 E Ste 150, Salt Lake City, Utah 84107","www.fortiscollege.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","392","392","55%","NA","Fall 2013","$20,263","-","456454","00941202"
"Francois D College of Hair Skin and Nails","3869 W 5400 S, Taylorsville, Utah 84129","francoisdcollege.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","","","NA","NA","Fall 2013","NA","Cosmetology/Cosmetologist, General","420200",""
"Hairitage Hair Academy","1487 S Silicon Way Ste #A3, Saint George, Utah 84770-0000","hairitagehairacademy.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Rural: Fringe","No","58","58","96%","2%","Fall 2013","$5,706","Cosmetology/Cosmetologist, General","421610","03110400"
"Healing Mountain Massage School","363 South 500 East, Suite 210, Salt Lake City, Utah 84102-4002","www.healingmountain.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","84","84","62%","NA","2013-14","$14,565","Massage Therapy/Therapeutic Massage","441830","03617300"
"Ibero American College","3448 South 3200 West, West Valley City, Utah 84119","www.coleholland.edu","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","","","85%","NA","2013-14","$21,720","Medical/Clinical Assistant","486220","04215700"
"Independence University","4021 S 700 E Ste 400, Salt Lake City, Utah 84107","www.independence.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","6389","6047","37%","1%","Fall 2010","$26,240","-","465812","00367409"
"LDS Business College","95 North 300 West, Salt Lake City, Utah 84101-3500","www.ldsbc.edu","2-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","2119","2119","33%","32%","Fall 2013","$9,171","-","230418","00367200"
"Mandalyn Academy","648 East State Road, Unit B, American Fork, Utah 84003-2161","www.mandalynacademy.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","63","63","80%","NA","2013-14","$10,308","Master Aesthetician/Esthetician","461272","04161900"
"Medspa Academies","10714 South River Front Parkway, South Jordan, Utah 84095-3519","www.nima.edu/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","147","147","87%","NA","2013-14","$11,838","Aesthetician/Esthetician and Skin Care Specialist","476993","04210300"
"Midwives College of Utah","1174 East Graystone Way, Suite #2, Salt Lake City, Utah 84106","www.midwifery.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","241","235","NA","NA","Fall 2010","$22,808","-","480985","04218300"
"Mountainland Technical College","2301 West Ashton Blvd., Lehi, Utah 84043","https://mtec.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","2425","2425","79%","NA","Fall 2013","NA","Nursing Assistant/Aide and Patient Care Assistant/Aide","448248","03413300"
"Myotherapy College of Utah","336 W Bugatti Drive, Salt Lake City, Utah 84115","myotherapycollege.com","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","76","76","94%","6%","2013-14","$15,534","Massage Therapy/Therapeutic Massage","406486","03082100"
"Neumont College of Computer Science","143 South Main Street, Salt Lake City, Utah 84111-1917","www.neumont.edu","4-year, Private for-profit","Bachelor's degree|Master's degree","City: Midsize","Yes","442","442","54%","NA","Fall 2010","$25,113","-","445692","01009800"
"Nightingale College","4155 Harrison Blvd. #100, Ogden, Utah 84403","www.nightingale.edu","4-year, primarily associate's, Private for-profit","Associate's degree|Bachelor's degree","City: Small","No","246","246","38%","NA","Fall 2010","$34,415","Registered Nursing/Registered Nurse","444787","03838300"
"Ogden-Weber Technical College","200 N Washington Blvd, Ogden, Utah 84404-4089","www.owatc.edu","< 2-year, Public","Less than one year certificate|One but less than two years certificate","City: Small","No","2506","2506","56%","4%","2013-14","$3,201","Cosmetology/Cosmetologist, General","230490","02346500"
"Paul Mitchell the School-Logan","255 South Main Suite 200, Logan, Utah 84321","paulmitchell.edu/logan","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","76","76","87%","3%","Fall 2013","$15,675","Cosmetology/Cosmetologist, General","448220","03909300"
"Paul Mitchell the School-Ogden","2285 Grant Avenue, Ogden, Utah 84401","paulmitchell.edu/ogden","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","149","149","54%","2%","2013-14","$17,556","Cosmetology/Cosmetologist, General","476294","02556802"
"Paul Mitchell the School-Provo","480 N 900 E, Provo, Utah 84606","paulmitchell.edu/provo","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","129","129","69%","NA","2013-14","$16,055","Cosmetology/Cosmetologist, General","380456","02531800"
"Paul Mitchell the School-Salt Lake City","1969 East Murray Holladay Road, Holladay, Utah 84117","paulmitchell.edu/saltlakecity","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","259","259","70%","1%","2013-14","$17,818","Cosmetology/Cosmetologist, General","230214","02556800"
"Provo College","1450 W 820 N, Provo, Utah 84601","www.provocollege.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","507","507","76%","NA","Fall 2010","$17,461","-","380438","02360800"
"Renaissance Academie","1460 N. Moonriver Drive, Provo, Utah 84604","www.hairschoolonline.com","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","59","59","74%","NA","2013-14","$14,787","Cosmetology/Cosmetologist, General","458104","04153000"
"Rocky Mountain University of Health Professions","122 East 1700 South, Provo, Utah 84606","https://www.rmuohp.edu","4-year, Private for-profit","Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Midsize","No","661","","NA","NA","Fall 2010","NA","-","475495","04193200"
"Salt Lake Community College","4600 S Redwood Rd, Salt Lake City, Utah 84123","www.slcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","29901","29901","21%","17%","Fall 2013","$8,212","-","230746","00522000"
"Sherman Kendall Academy-Salt Lake City","2230 S 700 E, Salt Lake City, Utah 84106","www.shermankendall.com","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","50","50","96%","NA","2013-14","$8,461","Cosmetology/Cosmetologist, General","230135","00943300"
"Skin Science Institute","421 S 400 E, Salt Lake City, Utah 84111","skinscienceinstitute.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","110","110","100%","NA","2013-14","$17,042","Aesthetician/Esthetician and Skin Care Specialist","455381","04145500"
"Skinworks School of Advanced Skincare","2121 South 230 East, Salt Lake City, Utah 84115","www.skinworks.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","58","58","87%","NA","2013-14","$15,689","Master Aesthetician/Esthetician","444857","03829500"
"Snow College","150 E College Ave, Ephraim, Utah 84627","https://www.snow.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Town: Remote","Yes","5350","5350","47%","34%","Fall 2010","$9,658","-","230597","00367900"
"Snow College-Richfield Campus","800 W 200 S, Richfield, Utah 84701","www.scr.snow.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","No","","","NA","NA","Fall 2013","NA","-","23059701","00367901"
"Southern Utah University","351 West University Blvd, Cedar City, Utah 84720","https://www.suu.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Town: Remote","Yes","9299","8407","49%","NA","Fall 2010","$14,024","-","230603","00367800"
"Southwest Technical College","757 West 800 South, Cedar City, Utah 84720","https://stech.edu/","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Town: Remote","No","493","493","67%","NA","2013-14","NA","Nursing Assistant/Aide and Patient Care Assistant/Aide","449816","04054300"
"Stevens-Henager College","755 S Main St, Logan, Utah 84321","www.stevenshenager.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Small","No","82","82","27%","2%","Fall 2010","$23,587","-","446677","00367405"
"Stevens-Henager College","383 W Vine St, Murray, Utah 84123-5671","www.stevenshenager.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","944","790","18%","NA","Fall 2010","$26,230","-","438151","00367403"
"Stevens-Henager College","1476 Sandhill Road, Orem, Utah 84058","www.stevenshenager.edu/locations/st-george","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Small","No","166","166","30%","NA","Fall 2010","$18,726","-","230630","00367401"
"Stevens-Henager College","720 South River Road, St. George, Utah 84790-2111","www.stevenshenager.edu/locations/st-george","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Small","No","128","128","NA","NA","Fall 2010","$23,824","-","477950","00367411"
"Stevens-Henager College","1350 W. 1890 S., West Haven, Utah 84401","www.stevenshenager.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","Suburb: Large","No","235","235","26%","2%","Fall 2010","$26,630","-","230621","00367400"
"Taylor Andrews Academy of Hair Design-West Jordan","9052 South 1510 West, West Jordan, Utah 84088-6577","www.taylorandrew.com/","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","188","188","58%","NA","2013-14","$9,646","Cosmetology/Cosmetologist, General","461494","04173200"
"Taylor Andrews Academy-Orem","539 West University Parkway, Orem, Utah 84058-1872","www.taylorandrew.com","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","157","157","80%","NA","2013-14","$12,127","Cosmetology/Cosmetologist, General","484394","04173201"
"Taylor Andrews Academy-St George","42 South River Road, Suite 2, St. George, Utah 84790-2139","www.taylorandrewstgeorge.com","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","138","138","65%","30%","2013-14","$9,473","Cosmetology and Related Personal Grooming Arts, Other","461926","04184200"
"The Art Institute of Salt Lake City","121 W Election Rd, Draper, Utah 84020","www.artinstitutes.edu/salt-lake-city","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","70","70","20%","NA","Fall 2010","NA","-","450049","04051305"
"The Barber School","16 West 7200 South, Midvale, Utah 84047-3723","www.thebarberschool.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","139","139","63%","NA","2013-14","$15,500","Barbering/Barber","476708","04192700"
"Tooele Technical College","88 South Tooele Blvd., Tooele, Utah 84074-2093","www.tooeletech.edu","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Rural: Fringe","No","444","444","41%","2%","2013-14","$5,548","Cosmetology/Cosmetologist, General","475723","04191500"
"Top Nails & Hair Beauty School","1735 West 5400 South, Taylorsville, Utah 84118-0000","www.topbeautyschoolutah.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","24","24","93%","NA","2013-14","$5,669","Cosmetology/Cosmetologist, General","481100","04183000"
"Uintah Basin Technical College","1100 E Lagoon St    124-5, Roosevelt, Utah 84066","www.ubtech.edu/","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Town: Remote","No","1274","1274","87%","NA","2013-14","$5,154","Business Administration and Management, General","230676","01116500"
"University of Phoenix-Utah","5373 S. Green Street, Salt Lake City, Utah 84123-4642","www.phoenix.edu","4-year, Private for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Suburb: Large","No","531","245","28%","NA","Fall 2010","$17,687","-","380465","42098884"
"University of Utah","201 Presidents Circle, ROOM 201, Salt Lake City, Utah 84112-9008","www.utah.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","31860","23789","65%","NA","Fall 2010","$11,322","-","230764","00367500"
"Utah College of Massage Therapy-Salt Lake City","25 South  300 East, Salt Lake City, Utah 84111","www.steinered.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","247","247","72%","NA","2013-14","$20,862","Massage Therapy/Therapeutic Massage","380474","03030600"
"Utah College of Massage Therapy-Utah Valley","141 North State Street, Orem, Utah 84057","www.steinered.com","< 2-year, Private for-profit","Less than one year certificate","City: Small","No","137","137","NA","NA","2013-14","NA","Massage Therapy/Therapeutic Massage","436270","03030601"
"Utah County Campus","360 South State Street, Suite 144, Orem, Utah 84058-0000","","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","","","NA","NA","2013-14","NA","Aesthetician/Esthetician and Skin Care Specialist","45538101","04145501"
"Utah State University","Old Main Hill, Logan, Utah 84322-1400","www.usu.edu","4-year, Public","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","28118","24838","47%","NA","Fall 2010","$13,037","-","230728","00367700"
"Utah Valley University","800 W University Parkway, Orem, Utah 84058-5999","www.uvu.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","No","34978","34706","29%","24%","Fall 2010","$6,738","-","230737","00402700"
"Weber State University","3850 Dixon Parkway Dr. Dept. 1031, Ogden, Utah 84408-1031","www.weber.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Small","Yes","26809","26112","32%","16%","Fall 2010","$9,321","-","230782","00368000"
"Western Governors University","4001 South 700 East Suite 700, Salt Lake City, Utah 84107","www.wgu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","No","84289","63961","26%","28%","Fall 2010","$9,115","-","433387","03339400"
"Westminster College","1840 South 1300 East, Salt Lake City, Utah 84105","www.westminstercollege.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","2694","2127","62%","NA","Fall 2010","$24,606","-","230807","00368100"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2015-2016 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
