"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Allan Hancock College","800 South College Drive, Santa Maria, California 93454-6399","www.hancockcollege.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Midsize","No","12012","12012","28%","4%","Fall 2013","$5,387","-","108807","00111100"
"American River College","4700 College Oak Dr, Sacramento, California 95841-4286","www.arc.losrios.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Large","No","30519","30519","25%","9%","Fall 2013","$8,829","-","109208","00123200"
"Antelope Valley College","3041 West  Ave K, Lancaster, California 93536-5426","www.avc.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","14105","14105","29%","14%","Fall 2010","$4,646","-","109350","00111300"
"ATEP at IVC","15445 Lansdowne Road, Tustin, California 92782-0223","www.atep.us/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","","","NA","NA","Fall 2013","NA","-","11643901","02539501"
"Bakersfield College","1801 Panorama Dr, Bakersfield, California 93305-1299","www.bakersfieldcollege.edu/","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","22710","22710","17%","11%","Fall 2010","$4,409","-","109819","00111800"
"Baldwin Park Adult & Community Education","4640 N. Maine Ave, Baldwin Park, California 91706-4221","www.bpusd.net","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","386","386","83%","NA","2013-14","$3,616","Electrician","417105","03067400"
"Barstow Community College","2700 Barstow Road, Barstow, California 92311","www.barstow.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","No","3285","3285","14%","16%","Fall 2013","$9,312","-","109907","00111900"
"Beaumont Adult School","1575 Cherry Ave, Beaumont, California 92223","bas-beaumont-ca.schoolloop.com/","< 2-year, Public","One but less than two years certificate","Suburb: Large","No","67","67","64%","NA","2013-14","$16,886","Licensed Practical/Vocational Nurse Training","449357","03999300"
"Berkeley City College","2050 Center Sreet, Berkeley, California 94704","www.berkeleycitycollege.edu/wp/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Midsize","No","6811","6811","22%","17%","Fall 2013","$8,908","-","125170","02242700"
"Butte College","3536 Butte Campus Drive, Oroville, California 95965-8399","www.butte.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Rural: Distant","No","11300","11300","30%","7%","Fall 2013","$5,921","-","110246","00807300"
"Butte County Regional Occupational Program","2491 Carmichael Drive Ste 500, Chico, California 95928-7191","ctec.bcoe.org","< 2-year, Public","Less than one year certificate|One but less than two years certificate","City: Small","No","74","74","91%","NA","2013-14","$9,418","Dental Assisting/Assistant","487773","04220500"
"Cabrillo College","6500 Soquel Dr, Aptos, California 95003","www.cabrillo.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Midsize","No","11978","11978","26%","11%","Fall 2013","$10,228","-","110334","00112400"
"California Polytechnic State University-San Luis Obispo","1 Grand Ave., San Luis Obispo, California 93407","calpoly.edu","4-year, Public","Bachelor's degree|Master's degree","Suburb: Small","Yes","21306","20426","80%","2%","Fall 2010","$18,530","-","110422","00114300"
"California State Polytechnic University-Pomona","3801 West Temple Avenue, Pomona, California 91768","www.cpp.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree","Suburb: Large","Yes","25326","23733","69%","3%","Fall 2010","$12,598","-","110529","00114400"
"California State University Maritime Academy","200 Maritime Academy Dr, Vallejo, California 94590","https://www.csum.edu","4-year, Public","Bachelor's degree|Master's degree","City: Midsize","Yes","1107","1107","62%","4%","Fall 2010","$14,606","-","111188","00113400"
"California State University-Bakersfield","9001 Stockdale Hwy, Bakersfield, California 93311-1099","www.csub.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree","City: Large","Yes","9341","8179","43%","3%","Fall 2010","$6,143","-","110486","00799300"
"California State University-Channel Islands","One University Dr, Camarillo, California 93012","www.csuci.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Midsize","Yes","6611","6355","58%","7%","Fall 2010","$14,461","-","441937","03980300"
"California State University-Chico","First and Normal Sts, Chico, California 95929-0150","www.csuchico.edu","4-year, Public","Bachelor's degree|Master's degree","City: Small","Yes","17557","16471","69%","4%","Fall 2010","$13,645","-","110538","00114600"
"California State University-Dominguez Hills","1000 E Victoria St, Carson, California 90747-0005","www.csudh.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Small","Yes","14731","12685","42%","4%","Fall 2010","$3,297","-","110547","00114100"
"California State University-East Bay","25800 Carlos Bee Blvd, Hayward, California 94542","www.csueastbay.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree","City: Midsize","Yes","15855","13407","48%","4%","Fall 2010","$10,758","-","110574","00113800"
"California State University-Fresno","5241 N Maple Ave, Fresno, California 93740","www.csufresno.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","24405","21530","57%","2%","Fall 2010","$6,177","-","110556","00114700"
"California State University-Fullerton","800 N State College Blvd, Fullerton, California 92831-3599","www.fullerton.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree - professional practice|Doctor's degree - other","Suburb: Large","Yes","40235","34576","62%","3%","Fall 2010","$8,170","-","110565","00113700"
"California State University-Long Beach","1250 Bellflower Blvd, Long Beach, California 90840-0115","www.csulb.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","37776","32345","69%","2%","Fall 2010","$9,867","-","110583","00113900"
"California State University-Los Angeles","5151 State University Dr, Los Angeles, California 90032-8506","www.calstatela.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - other","City: Large","Yes","27827","24074","46%","3%","Fall 2010","$3,933","-","110592","00114000"
"California State University-Monterey Bay","100 Campus Center, Seaside, California 93955-8001","www.csumb.edu","4-year, Public","Bachelor's degree|Master's degree","Suburb: Midsize","Yes","7274","6758","55%","7%","Fall 2010","$11,390","-","409698","03260300"
"California State University-Northridge","18111 Nordhoff St, Northridge, California 91330","https://www.csun.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","39916","35756","50%","9%","Fall 2010","$6,574","-","110608","00115300"
"California State University-Sacramento","6000 J St, Sacramento, California 95819-2694","www.csus.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","30510","27951","49%","4%","Fall 2010","$9,127","-","110617","00115000"
"California State University-San Bernardino","5500 University Parkway, San Bernardino, California 92407-2397","www.csusb.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree","City: Midsize","Yes","20767","18476","55%","2%","Fall 2010","$6,444","-","110510","00114200"
"California State University-San Marcos","333 S Twin Oaks Valley Rd, San Marcos, California 92096-0001","www.csusm.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree","Suburb: Large","Yes","13144","12567","52%","4%","Fall 2010","$8,985","-","366711","03011300"
"California State University-Stanislaus","One University Circle, Turlock, California 95382-0299","https://www.csustan.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree","Suburb: Small","Yes","9762","8620","57%","5%","Fall 2010","$7,557","-","110495","00115700"
"Canada College","4200 Farm Hill Blvd., Redwood City, California 94061-1099","canadacollege.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Large","No","6513","6513","26%","6%","Fall 2013","$5,441","-","111434","00697300"
"Cerritos College","11110 Alondra Blvd, Norwalk, California 90650-6298","www.cerritos.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Large","No","20979","20979","26%","12%","Fall 2013","$10,579","-","111887","00116100"
"Cerro Coso Community College","3000 College Heights Blvd, Ridgecrest, California 93555-9571","cerrocoso.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","5136","5136","24%","11%","Fall 2013","$6,661","-","111896","01011100"
"Chabot College","25555 Hesperian Blvd, Hayward, California 94545","www.chabotcollege.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","13742","13742","28%","12%","Fall 2013","$6,877","-","111920","00116200"
"Chaffey College","5885 Haven Ave, Rancho Cucamonga, California 91737-3002","www.chaffey.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Large","No","22002","22002","24%","14%","Fall 2013","$10,306","-","111939","00116300"
"Charles A Jones Career and Education Center","5451 Lemon Hill Ave, Sacramento, California 95824-1529","www.caj.scusd.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","335","335","75%","NA","Fall 2013","$8,330","Pharmacy Technician/Assistant","123493","00950900"
