"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Bellarmine University","2001 Newburg Rd, Louisville, Kentucky 40205-0671","www.bellarmine.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","3973","2647","64%","NA","Fall 2010","$24,742","-","156286","00195400"
"Bellarmine University - Bullitt County","Main Administration Building, Shepherdsville, Kentucky 40165-6122","","4-year, Private not-for-profit","Master's degree","Suburb: Large","","","","NA","NA","Fall 2010","NA","-","15628601","00195403"
"Bellarmine University - Oldham County","Main Administration Building, Crestwood, Kentucky 40014-9531","","4-year, Private not-for-profit","Master's degree","Suburb: Large","","","","NA","NA","Fall 2010","NA","-","15628602","00195404"
"Bellefonte Academy of Beauty","420 Belfont St, Russell, Kentucky 41169","www.bellefonteacademy.com/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Midsize","No","","","NA","NA","Fall 2013","NA","Cosmetology/Cosmetologist, General","444422",""
"Berea College","101 Chestnut Street, Berea, Kentucky 40404-2182","https://www.berea.edu","4-year, Private not-for-profit","Bachelor's degree","Town: Distant","Yes","1665","1665","63%","NA","Fall 2010","$2,862","-","156295","00195500"
"Big Sandy Community and Technical College","1 Bert Combs Dr, Prestonsburg, Kentucky 41653","www.bigsandy.kctcs.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","No","5057","5057","19%","16%","Fall 2013","$5,233","-","157553","00199600"
"Bluegrass Community and Technical College","470 Cooper Drive, Lexington, Kentucky 40506","https://www.bluegrass.kctcs.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","9940","9940","19%","18%","Fall 2013","$7,739","-","156392","00524400"
"Brescia University","717 Frederica St, Owensboro, Kentucky 42301-3023","www.brescia.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","Yes","1009","977","27%","NA","Fall 2010","$12,181","-","156356","00195800"
"Brighton Center's Center for Employment Training","601 Washington Ave., Suite 140, Newport, Kentucky 41071-1968","www.brightoncenter.com","< 2-year, Private not-for-profit","One but less than two years certificate","Suburb: Large","No","149","149","42%","NA","2013-14","$10,813","Medical/Clinical Assistant","442976","03611300"
"Brown Mackie College-Louisville","3605 Fern Valley Road, Louisville, Kentucky 40219","www.brownmackie.edu/locations/louisville","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","405","405","21%","NA","Fall 2010","NA","-","157599","04051319"
"Campbellsville University","1 University Dr, Campbellsville, Kentucky 42718-2799","www.campbellsville.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate","Town: Distant","Yes","3675","2732","36%","NA","Fall 2010","$15,520","-","156365","00195900"
"Centre College","625 W Walnut St, Danville, Kentucky 40422-1394","www.centre.edu","4-year, Private not-for-profit","Bachelor's degree","Town: Distant","Yes","1430","1430","86%","NA","Fall 2010","$25,519","-","156408","00196100"
"Clear Creek Baptist Bible College","300 Clear Creek Rd, Pineville, Kentucky 40977-9752","www.ccbbc.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree","Rural: Distant","Yes","128","128","56%","NA","Fall 2010","$5,764","-","156417","02535600"
"Daymar College-Bellevue","119 Fairfield Avenue, Bellevue, Kentucky 41073","www.daymarcollege.edu/","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","10","10","35%","7%","Fall 2010","NA","-","447476","00931305"
"Daymar College-Bowling Green","2421 Fitzgerald Industrial Dr., Bowling Green, Kentucky 42101","www.daymarcollege.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","306","306","54%","NA","Fall 2010","$23,762","-","363439","00493402"
"Daymar College-Louisville"," , Louisville, Kentucky 40245","www.daymarcollege.edu/","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","","","3%","3%","Fall 2010","NA","-","460473",""
"Daymar College-Louisville","4112 Fern Valley Road, Louisville, Kentucky 40219","www.daymarcollege.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","","","29%","2%","Fall 2010","NA","-","406219",""
"Daymar College-Madisonville","1105 National Mine Drive, Madisonville, Kentucky 42431","www.daymarcollege.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Town: Distant","No","16","16","43%","NA","Fall 2013","$23,144","-","449302","00931310"
"Daymar College-Online","4112 Fern Valley, Louisville, Kentucky 40219","www.daymarcollege.edu/","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","","","13%","8%","Fall 2010","$22,182","-","458557",""
"Daymar College-Owensboro","3361 Buckland Sq, Owensboro, Kentucky 42301","www.daymarcollege.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","71","71","44%","4%","Fall 2010","$21,128","-","157465","00931300"
"Eastern Kentucky University","521 Lancaster Ave, Richmond, Kentucky 40475-3102","www.eku.edu","4-year, Public","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","Town: Distant","Yes","16881","14293","41%","NA","Fall 2010","$12,255","-","156620","00196300"
"Elizabethtown Community and Technical College","600 College Street Rd, Elizabethtown, Kentucky 42701-3081","https://www.elizabethtown.kctcs.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","6868","6868","30%","11%","Fall 2013","$7,499","-","156648","00199100"
"Empire Beauty School-Chenoweth","151 Chenoweth Ln, Louisville, Kentucky 40207","www.empire.edu","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","102","102","45%","NA","Fall 2013","$11,755","Cosmetology/Cosmetologist, General","157614","01054210"
"Empire Beauty School-Dixie","5120 Dixie Highway, Louisville, Kentucky 40216","www.empire.edu","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","92","92","27%","NA","Fall 2013","$12,138","Cosmetology/Cosmetologist, General","157669","00757305"
"Empire Beauty School-Elizabethtown","554 Westport Road, Elizabethtown, Kentucky 42701","www.empire.edu","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","121","121","39%","NA","Fall 2013","$11,901","Cosmetology/Cosmetologist, General","157650","02173203"
"Empire Beauty School-Florence","7285 Turfway Rd, Florence, Kentucky 41042","www.empire.edu","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","94","94","38%","NA","Fall 2013","$10,789","Cosmetology/Cosmetologist, General","157678","00945913"
"Empire Beauty School-Hurstborne","5314 Bardstown Rd, Louisville, Kentucky 40291","www.empire.edu","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","75","75","39%","NA","Fall 2013","$13,108","Cosmetology/Cosmetologist, General","248305","00757303"
"Employment Solutions-College for Technical Education","1165 Centre Parkway Suite #120, Lexington, Kentucky 40517","cte.edu","2-year, Private not-for-profit","One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","148","148","42%","NA","Fall 2013","$13,816","Cosmetology/Cosmetologist, General","446242","03885300"
"Frontier Nursing University","195 School Street, Hyden, Kentucky 41749","www.frontier.edu/","4-year, Private not-for-profit","Master's degree|Post-master's certificate|Doctor's degree - professional practice","Rural: Distant","No","1784","","NA","NA","Fall 2010","NA","-","156727","03007000"
"Galen College of Nursing-Louisville","1031 Zorn Avenue , Suite 400, Louisville, Kentucky 40207","www.galencollege.edu/louisville","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","1334","1334","61%","NA","Fall 2010","$23,863","Registered Nursing/Registered Nurse","156471","03083700"
"Gateway Community and Technical College","500 Technology Way, Florence, Kentucky 41042","www.gateway.kctcs.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","4449","4449","36%","11%","Fall 2013","$8,968","-","157438","00527300"
"Georgetown College","400 East College Street, Georgetown, Kentucky 40324-1696","www.georgetowncollege.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Fringe","Yes","1526","986","57%","40%","Fall 2010","$18,330","-","156745","00196400"
"Hazard Community and Technical College","One Community College Drive, Hazard, Kentucky 41701-2402","hazard.kctcs.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","No","3275","3275","27%","9%","Fall 2013","$5,473","-","156790","00696200"
"Henderson Community College","2660 S Green St, Henderson, Kentucky 42420-4699","https://henderson.kctcs.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","1330","1330","21%","15%","Fall 2013","$7,501","-","156851","00199300"
"Hopkinsville Community College","720 North Dr., Hopkinsville, Kentucky 42240","hopkinsville.kctcs.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","No","2882","2882","33%","15%","Fall 2013","$7,221","-","156860","00199400"
"Ideal Beauty Academy","10213 Linn Station Rd, Louisville, Kentucky 40223","idealbeautyacademy.net","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","18","18","43%","NA","Fall 2013","$10,195","Aesthetician/Esthetician and Skin Care Specialist","480161","04038701"
"Interactive College of Technology-Newport","76 Carothers Road, Newport, Kentucky 41071","www.ict.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","73","73","27%","9%","Fall 2013","$11,570","-","367103","02284306"
"Jefferson Community and Technical College","109 E Broadway, Louisville, Kentucky 40202-2005","www.jefferson.kctcs.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","11902","11902","11%","22%","Fall 2013","$8,265","-","156921","00696100"
"Jenny Lea Academy of Cosmetology","74  Parkway Plaza Loop, Whitesburg, Kentucky 41858","www.jennyleaacademy.com","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","Rural: Remote","No","23","23","100%","NA","Fall 2013","$6,456","Cosmetology/Cosmetologist, General","248192","02526100"
"Kentucky Christian University","100 Academic Pkwy, Grayson, Kentucky 41143-1199","www.kcu.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Distant","Yes","556","479","29%","NA","Fall 2010","$20,290","-","157100","00196500"
"Kentucky Horseshoeing School","3612 Lexington Road, Richmond, Kentucky 40475-1810","www.kentuckyhorseshoeingschool.com","< 2-year, Private for-profit","One but less than two years certificate","Rural: Distant","Yes","19","19","86%","3%","2013-14","$20,567","Horse Husbandry/Equine Science and Management","487904","04239600"
"Kentucky Mountain Bible College","855 Hwy 541, Jackson, Kentucky 41339","www.kmbc.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","Rural: Distant","Yes","85","85","21%","14%","Fall 2010","$11,876","-","157030","03002100"
"Kentucky State University","400 East Main Street, Frankfort, Kentucky 40601-2355","www.kysu.edu","4-year, Public","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - professional practice","Town: Distant","Yes","1736","1568","20%","45%","Fall 2010","$6,503","-","157058","00196800"
"Kentucky Wesleyan College","3000 Frederica Street, Owensboro, Kentucky 42301","https://kwc.edu/","4-year, Private not-for-profit","Bachelor's degree","City: Small","Yes","785","785","38%","NA","Fall 2010","$18,265","-","157076","00196900"
"Lexington Healing Arts Academy","272 Southland Drive, Lexington, Kentucky 40503","www.lexingtonhealingarts.com","< 2-year, Private for-profit","Less than one year certificate","City: Large","No","146","146","NA","NA","2013-14","NA","Massage Therapy/Therapeutic Massage","450632","04123900"
"Lexington Theological Seminary","230 Lexington Green Circle, Suite 300, Lexington, Kentucky 40503","www.lextheo.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","No","77","","NA","NA","Fall 2010","NA","-","157207","00197100"
"Lindsey Institute of Cosmetology","1059 Shive Lane, Bowling Green, Kentucky 42103-8036","www.lindseyinstitute.com","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","48","48","27%","NA","Fall 2013","$9,145","Cosmetology/Cosmetologist, General","461722","04177600"
"Lindsey Wilson College","210 Lindsey Wilson St, Columbia, Kentucky 42728-1223","www.lindsey.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Town: Remote","Yes","2588","2143","34%","NA","Fall 2010","$15,467","-","157216","00197200"
"Louisville Presbyterian Theological Seminary","1044 Alta Vista Rd, Louisville, Kentucky 40205-1798","www.lpts.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","Yes","152","","NA","NA","Fall 2010","NA","-","157298","00197400"
"Madisonville Community College","2000 College Drive, Madisonville, Kentucky 42431","www.madisonville.kctcs.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","3344","3344","45%","8%","Fall 2013","$7,284","-","157304","00901000"
"Maysville Community and Technical College","1755 U.S. Hwy 68, Maysville, Kentucky 41056","maysville.kctcs.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","3521","3521","29%","10%","Fall 2013","$5,766","-","157331","00696000"
"Medical Career & Technical College","630 Eastern Bypass, Richmond, Kentucky 40475-2614","www.medicalcareerandtechnicalcollege.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Distant","No","107","107","63%","NA","2013-14","$28,399","Medical/Clinical Assistant","488217","04249000"
"MedQuest College","10400 Linn Station Road, Suite 120, Louisville, Kentucky 40223-1882","medquestcollege.edu","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","173","173","78%","NA","2013-14","$19,035","Dental Assisting/Assistant","484066","04229300"
"Midway University","512 E. Stephens St, Midway, Kentucky 40347-1120","www.midway.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Rural: Distant","Yes","1194","1005","65%","23%","Fall 2010","$23,802","-","157377","00197500"
"Morehead State University","University Blvd, Morehead, Kentucky 40351","www.moreheadstate.edu","4-year, Public","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree","Town: Remote","Yes","10746","9752","45%","NA","Fall 2010","$11,296","-","157386","00197600"
"Murray State University","218 Wells Hall, Murray, Kentucky 42071-3318","www.murraystate.edu","4-year, Public","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice|Doctor's degree - other","Town: Remote","Yes","10486","8877","49%","NA","Fall 2010","$10,529","-","157401","00197700"
"Northern Kentucky University","Nunn Drive, Highland Heights, Kentucky 41099","www.nku.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","14542","12380","38%","NA","Fall 2010","$8,910","-","157447","00927500"
"Owensboro Community and Technical College","4800 New Hartford Rd, Owensboro, Kentucky 42303","https://owensboro.kctcs.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","3995","3995","30%","8%","Fall 2013","$7,144","-","247940","03034500"
"Paul Mitchell the School-Lexington","3644 Boston Road, Lexington, Kentucky 40514","paulmitchell.edu/lexington","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","232","232","56%","NA","Fall 2013","$10,677","Cosmetology/Cosmetologist, General","156426","02340800"
"Paul Mitchell the School-Louisville","156 North Hurstbourne Parkway, Louisville, Kentucky 40222","louisville.paulmitchell.edu","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","184","184","63%","NA","Fall 2013","$8,856","Cosmetology/Cosmetologist, General","156842","02351700"
"PJ's College of Cosmetology- Louisville","2911 S. Hurstbourne Parkway, Louisville, Kentucky 40233-3120","https://www.gotopjs.com","2-year, Private for-profit","Less than one year certificate|Two but less than 4 years certificate","City: Large","No","","","NA","NA","Fall 2013","NA","Cosmetology/Cosmetologist, General","15631005","02337208"
"PJ's College of Cosmetology-Bowling Green","1901 Russellville Road, Bowling Green, Kentucky 42101","GOTOPJS.COM","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","201","201","96%","NA","Fall 2013","$8,340","Cosmetology/Cosmetologist, General","156310","02337200"
"PJ's College of Cosmetology-Crestwood","6539 West Highway 22, Crestwood, Kentucky 40014-9323","https://www.gotopjs.com","2-year, Private for-profit","Less than one year certificate|Two but less than 4 years certificate","Suburb: Large","No","","","NA","NA","Fall 2013","NA","Cosmetology/Cosmetologist, General","15085302","02241702"
"PJ's College of Cosmetology-Glasgow","920 Happy Valley Road, Glasgow, Kentucky 42141","GOTOPJS.COM","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Town: Distant","No","40","40","71%","NA","Fall 2013","$9,574","Cosmetology/Cosmetologist, General","156754","02551100"
"Regina Webb Academy","2425 Scottsville Road, Bowling Green, Kentucky 42104-4457","reginawebbacademy.com","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","44","44","NA","NA","Fall 2013","$15,046","Cosmetology/Cosmetologist, General","488183","04247700"
"Ross College-Hopkinsville","4001 Fort Campbell Boulevard, Hopkinsville, Kentucky 42240-4948","www.rosseducation.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Town: Distant","No","92","92","20%","3%","Fall 2013","$19,692","-","421513",""
"Ross Medical Education Center-Bowling Green","1751 Scottsville Rd Ste 1, Bowling Green, Kentucky 42104","www.rosseducation.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Small","No","106","106","73%","NA","Fall 2013","$19,094","Medical/Clinical Assistant","480550","02099706"
"Ross Medical Education Center-Erlanger","600 Rodeo Drive, Ste. 2, Erlanger, Kentucky 41018-1279","www.rosseducation.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","52","52","80%","NA","2013-14","$15,977","Medical/Clinical Assistant","481890","02339705"
"Ross Medical Education Center-Owensboro","410 Southtown Boulevard, Owensboro, Kentucky 42303-7757","www.rosseducation.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","64","64","NA","NA","2013-14","$19,702","Medical/Clinical Assistant","484330","02180110"
"Simmons College of Kentucky","1018 South 7th Street, Louisville, Kentucky 40203-3322","www.simmonscollegeky.edu","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","203","203","NA","NA","Fall 2010","$9,390","-","461759","04178000"
"Somerset Community College","808 Monticello Street, Somerset, Kentucky 42501-2973","www.somerset.kctcs.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","No","6621","6621","25%","9%","Fall 2013","$5,783","-","157711","00199700"
"Southcentral Kentucky Community and Technical College","1845 Loop Dr, Bowling Green, Kentucky 42101-3601","southcentral.kctcs.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","4251","4251","30%","7%","Fall 2013","$7,106","-","156338","00527100"
"Southeast Kentucky Community and Technical College","700 College Rd, Cumberland, Kentucky 40823","www.southeast.kctcs.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","No","3135","3135","34%","9%","Fall 2013","$5,544","-","157739","00199800"
"Spalding University","901 S Fourth Street, Louisville, Kentucky 40203-2188","https://www.spalding.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","2322","1316","47%","NA","Fall 2010","$20,859","-","157757","00196000"
"Spencerian College-Lexington","2355 Harrodsburg Rd, Lexington, Kentucky 40504","spencerian.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Large","Yes","74","74","64%","NA","Fall 2013","$19,751","-","433563","00461802"
"Spencerian College-Louisville","4627 Dixie Hwy, Louisville, Kentucky 40216","www.spencerian.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","Suburb: Large","Yes","416","416","30%","2%","Fall 2010","$23,621","-","157766","00461800"
"Sullivan College of Technology and Design","3901 Atkinson Square Dr, Louisville, Kentucky 40218","www.sctd.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree","Suburb: Large","Yes","376","376","29%","NA","Fall 2010","$23,301","-","157270","01208800"
"Sullivan University","3101 Bardstown Rd, Louisville, Kentucky 40205-3013","www.sullivan.edu","4-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","3462","2419","50%","NA","Fall 2010","$23,262","-","157793","00461900"
"Summit Salon Academy-Lexington","1300 New Circle Rd Ste 110, Lexington, Kentucky 40505","www.summitsalonacademy.org/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","72","72","45%","NA","Fall 2013","$9,953","Cosmetology/Cosmetologist, General","156967","01042400"
"The Southern Baptist Theological Seminary","2825 Lexington Rd, Louisville, Kentucky 40280-0001","www.sbts.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - other","City: Large","Yes","3929","1073","33%","NA","Fall 2010","$22,863","-","157748","00198200"
"Thomas More College","333 Thomas More Parkway, Crestview Hills, Kentucky 41017-3495","www.thomasmore.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","1964","1826","51%","37%","Fall 2010","$19,339","-","157809","00200100"
"Transylvania University","300 N Broadway, Lexington, Kentucky 40508-1797","www.transy.edu","4-year, Private not-for-profit","Bachelor's degree","City: Large","Yes","963","963","75%","NA","Fall 2010","$23,685","-","157818","00198700"
"Trend Setters' Academy of Beauty Culture-Elizabethtown","622 B Westport Rd, Elizabethtown, Kentucky 42701","www.trendsettersabc.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","19","19","56%","NA","Fall 2013","$11,072","Cosmetology/Cosmetologist, General","245069","02251502"
"Trend Setters' Academy of Beauty Culture-Louisville","8111 Preston Highway, Louisville, Kentucky 40219-3805","www.trendsettersabc.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","79","79","72%","NA","Fall 2013","$9,512","Cosmetology/Cosmetologist, General","468705","02251504"
"Trend Setters' Academy of Beauty Culture-Louisville","7283 Dixie Hwy, Louisville, Kentucky 40258","www.trendsettersabc.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","54","54","63%","NA","Fall 2013","$12,761","Cosmetology/Cosmetologist, General","157827","02251500"
"Tri-State Barber College","2132 Winchester Avenue, Ashland, Kentucky 41101-7746","www.tri-statebarbercollege.com","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","21","21","47%","NA","2013-14","$4,786","Barbering/Barber","487913","04240600"
"Tri-State Institute of Hair Design","195 Commercial Drive, Suite 100, London, Kentucky 40744","tristatehairschool.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Remote","No","41","41","57%","3%","2013-14","$13,870","Barbering/Barber","476531","04177700"
"Union College","310 College St, Barbourville, Kentucky 40906-1499","www.unionky.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Town: Remote","Yes","1203","976","27%","NA","Fall 2010","$18,583","-","157863","00198800"
"University of Kentucky","South Limestone, Lexington, Kentucky 40506-0032","www.uky.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","29781","22621","64%","NA","Fall 2010","$17,850","-","157085","00198900"
