"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Adult and Community Education-Hudson","2323 Lexington Avenue, Columbus, Ohio 43211","www.ccsoh.us/ACE.aspx","< 2-year, Public","Less than one year certificate|One but less than two years certificate","City: Large","No","113","113","80%","6%","2013-14","$13,828","Licensed Practical/Vocational Nurse Training","203030","00812900"
"Advertising Art Educational Services DBA School of Advertising Art","1725 E David Rd, Kettering, Ohio 45440","www.saa.edu","2-year, Private for-profit","Associate's degree","Suburb: Large","No","194","194","67%","5%","Fall 2013","$28,199","-","205391","02553000"
"Air Force Institute of Technology-Graduate School of Engineering & Management","2950 Hobson Way, Wright-Patterson AFB, Ohio 45433-7765","www.afit.edu","4-year, Public","Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","No","966","","NA","NA","Fall 2010","NA","-","200697","00300900"
"Akron School of Practical Nursing","630 Mull Avenue, Akron, Ohio 44313","www.akronschools.com\nursing","< 2-year, Public","Less than one year certificate|One but less than two years certificate","City: Midsize","No","61","61","66%","10%","2013-14","$20,299","Licensed Practical/Vocational Nurse Training","200828","00819400"
"Allegheny Wesleyan College","2161 Woodsdale Rd, Salem, Ohio 44460-9598","awc.edu","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree","Rural: Fringe","Yes","79","79","18%","27%","Fall 2010","$5,247","-","200873","03457300"
"Allstate Hairstyling & Barber College","2546 Lorain Avenue, Cleveland, Ohio 44113-3413","www.allstatehairstyling.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","31","31","100%","NA","Fall 2013","$3,176","Barbering/Barber","461111","02324400"
"Altierus Career College-Columbus","825 Tech Center Dr, Gahanna, Ohio 43230-6653","https://www.altierus.org/campus/columbus","< 2-year, Private not-for-profit","One but less than two years certificate","Suburb: Large","No","138","138","56%","NA","2013-14","$21,138","Medical/Clinical Assistant","447209","00982805"
"American Institute of Alternative Medicine","6685 Doubletree Ave, Columbus, Ohio 43229","www.aiam.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Large","No","384","384","45%","NA","Fall 2013","$24,377","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other","441636","03534400"
"American National University-Canton","4736 Dressler Rd NW, Canton, Ohio 44718","https://www.an.edu/locations/stark-county-oh/","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","8","8","29%","NA","Fall 2013","NA","-","480480","00372614"
"American National University-Cincinnati","6871 Steger Dr, Cincinnati, Ohio 45237","https://www.an.edu/locations/cincinnati-oh/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","38","38","17%","8%","Fall 2013","NA","-","453473","00372610"
