"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Center for Advanced Studies On Puerto Rico and the Caribbean","Calle Del Cristo #52, San Juan, Puerto Rico 00901","ceaprc.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree","City: Large","No","513","","NA","NA","Fall 2010","NA","-","241793","02166000"
"Centro de Estudios Multidisciplinarios-Bayamon","25 Degetau St, Bayamón, Puerto Rico 00961","www.cempr.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","385","385","65%","NA","Fall 2010","$6,834","-","451741","02189103"
"Centro de Estudios Multidisciplinarios-Humacao","8 Dr Vidal St, Humacao, Puerto Rico 00791-4210","www.cempr.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","575","575","52%","NA","Fall 2010","$5,586","-","376224","02189101"
"Centro de Estudios Multidisciplinarios-Mayaguez","Calle Cristy #56, Mayaguez, Puerto Rico 00680-0000","cempr.edu/","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","252","252","NA","NA","Fall 2010","$6,083","-","484835","02189106"
"Centro de Estudios Multidisciplinarios-San Juan","1206  13th. Street  Ext San Agustin, San Juan, Puerto Rico 00926-1931","www.cempr.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","681","681","55%","NA","Fall 2010","$7,000","-","241517","02189100"
"Century College","1316 Ponce De Leon Avenue, San Juan, Puerto Rico 00907","www.centurycollege.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","204","204","77%","NA","2013-14","$5,136","-","436553","03336300"
"Charlie's Guard-Detective Bureau and Academy Inc","Road 107 Km 3.1 Bo. Borinquen, Aguadilla, Puerto Rico 00603","www.charliesacademy.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","85","85","66%","NA","2013-14","$3,885","Cosmetology/Cosmetologist, General","443951","03735400"
"Colegio de Cinematografía Artes y Television","Dr. Veve #51 Esq. Degetau, Bayamon, Puerto Rico 00961","www.ccat.edu/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","866","866","45%","8%","Fall 2013","$2,743","-","430935","03157600"
"Colegio Educativo Tecnologico Industrial Inc","#68 Calle Puro Girau, Arecibo, Puerto Rico 00612","www.ceticollege.com","< 2-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","180","180","82%","NA","2013-14","$9,047","Licensed Practical/Vocational Nurse Training","443100","03452300"
"Colegio Mayor de Tecnologia Inc","151, Morse Street, Arroyo, Puerto Rico 00714-0270","www.cmtarroyo.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Small","No","119","119","72%","NA","2013-14","$5,922","Welding Technology/Welder","376242","02552300"
"Colegio Tecnico de Electricidad Galloza","Carr 4416 Km 2.5 Int. Bo Laguna, Aguada, Puerto Rico 00602","www.ctegpr.com/CTEG_Web/","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","44","44","88%","NA","2013-14","$4,508","Electrician","445498","03800300"
"Colegio Tecnologico y Comercial de Puerto Rico","Calle Paz 165 Altos, Aguada, Puerto Rico 00602-0960","ctcpr.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","78","78","54%","NA","2013-14","$5,546","Pharmacy Technician/Assistant","418755","03061900"
"Colegio Universitario de San Juan","180 Jose Oliver St Tres Monjitas  Ind. Park, San Juan, Puerto Rico 00918","www.cunisanjuan.edu","4-year, primarily associate's, Public","Less than one year certificate|Associate's degree|Bachelor's degree","City: Large","No","1528","1528","34%","5%","Fall 2010","$837","-","241720","01056700"
"Columbia Central University-Caguas","Carr 183 Km 1.7, Caguas, Puerto Rico 00726","www.columbiacentral.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Small","No","1540","1382","47%","NA","Fall 2010","$4,358","-","241304","00890200"
"Columbia Central University-Yauco","3 Betances St, Yauco, Puerto Rico 00698","www.columbiacentral.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Small","No","360","360","39%","1%","Fall 2010","$6,602","-","404806","00890201"
"Dewey University-Bayamon","Industrial Park Corujo 2446 Rd #2, Bayamon, Puerto Rico 00959-0000","dewey.edu","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","242","242","60%","NA","Fall 2013","$5,689","-","436465","03112102"
"Dewey University-Carolina","Road 3 Compound 11 Lot 7 Carolina Industrial Park, Carolina, Puerto Rico 00986","dewey.edu","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","464","464","64%","1%","Fall 2010","$5,547","-","434900","03112101"
"Dewey University-Fajardo","267 Valero St, Fajardo, Puerto Rico 00910","dewey.edu","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","Suburb: Small","No","162","162","64%","NA","Fall 2013","$5,133","-","449144","03112105"
"Dewey University-Hato Rey","427 Barbosa Ave. Third Floor, Hato Rey, Puerto Rico 00910-9538","dewey.edu","< 2-year, Private not-for-profit","One but less than two years certificate","City: Large","No","19","19","64%","2%","2013-14","$4,443","-","431309","03112100"
"Dewey University-Hato Rey","Barbosa Ave #427 3rd Floor - Malco Bldg, Hato Rey, Puerto Rico 00910","dewey.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","No","828","706","63%","NA","Fall 2010","$4,853","-","443562","03112100"
"Dewey University-Juana Díaz","Bo. Lomas, Road 149, Km. 67.02, Juana Diaz, Puerto Rico 00910","dewey.edu","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Small","No","275","256","67%","NA","Fall 2010","$5,651","-","449135","03112107"
"Dewey University-Manati","Road 604, Km. 49.1, Barrio Tierras Nuevas Saliente, Manati, Puerto Rico 00674-0000","dewey.edu","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","534","534","NA","NA","Fall 2010","$4,800","-","469416","03112109"
"Dewey University-Mayaguez","Road #64 Km 6.6 Barrio Algarrobo, Mayaguez, Puerto Rico 00682-0000","dewey.edu","2-year, Private not-for-profit","Associate's degree","City: Small","No","214","214","NA","NA","Fall 2013","$3,297","-","485421","03112110"
"D'Mart Institute","Carr 156 Km 17.1 Bo Honduras Ste 215 Centro Comercial, Barranquitas, Puerto Rico 00794","www.dmartpr.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","689","689","87%","NA","2013-14","$10,413","Barbering/Barber","418773","03070500"
"EDIC College","ANGORA INDUSTRIAL PARK BUILDING G ANGORA AVENUE, Caguas, Puerto Rico 00725-0000","www.ediccollege.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","1124","1124","42%","NA","Fall 2010","$4,024","-","376321","03021900"
"EDP University of Puerto Rico Inc-San Juan","560 Ponce de Leon Ave.  Cr. Arroyo St., San Juan, Puerto Rico 00919-2303","www.edpuniversity.edu","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","1690","1574","30%","9%","Fall 2010","$7,459","-","243832","02165100"
"EDP University of Puerto Rico Inc-San Sebastian","Betances # 49, San Sebastian, Puerto Rico 00685","www.edpuniversity.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","1085","1049","23%","NA","Fall 2010","$7,972","-","241836","02165101"
"Educational Technical College-Recinto de Coamo","Calle Ramón Power #5, Coamo, Puerto Rico 00769","www.edutecpr.com","< 2-year, Private for-profit","One but less than two years certificate","Town: Fringe","No","220","220","65%","NA","2013-14","$12,807","Nursing Education","448707","02570402"
"Educational Technical College-Recinto de san Sebastian","Calle Hosto #20, San Sebastian, Puerto Rico 00769","www.edutecpr.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","190","190","79%","NA","2013-14","$17,112","Cosmetology/Cosmetologist, General","448716","02570403"
"Emma's Beauty Academy-Juana Diaz","101 Carr 592, Juana Diaz, Puerto Rico 00795","www.ebajuanadiaz.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Small","No","426","426","73%","NA","2013-14","$5,522","Cosmetology/Cosmetologist, General","404684","03075600"
"Emma's Beauty Academy-Mayaguez","Calle Munoz Rivera 9 Oeste, Mayaguez, Puerto Rico 00680","www.emmasbeautyacademy.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","339","339","76%","NA","2013-14","$4,941","Cosmetology/Cosmetologist, General","241906","02189300"
"Escuela de Artes Plasticas y Diseno de Puerto Rico","Barrio Ballaja Campo Del Morro, San Juan, Puerto Rico 00902-1112","www.eap.edu","4-year, Public","Bachelor's degree","City: Large","No","555","555","31%","32%","Fall 2010","$2,048","-","241951","02569400"
"Escuela de Peritos Electricistas de Isabela Inc","Ave. Agustin Ramos Calero Calle Surinam 1059  P.R. 112 Norte, Isabela, Puerto Rico 00662","www.epei.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","97","97","68%","3%","2013-14","$4,027","Electrician","420255","03106900"
"Escuela De Troqueleria Y Herramentaje","150 Rd 174 Urb Industrial Minillas, Bayamon, Puerto Rico 00959","escuelatroqueleria.jimdo.com","2-year, Public","Two but less than 4 years certificate","Suburb: Large","No","88","88","75%","NA","Fall 2013","$762","-","452106","02241909"
"Escuela Hotelera de San Juan","229 Guayama St, Hato Rey, Puerto Rico 00917","www.escuelahotelera.com","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","979","979","84%","NA","2013-14","$16,675","-","444583","03751300"
"Escuela Tecnica de Electricidad","Villa Street #190, Ponce, Puerto Rico 00730-4875","www.etepr.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","375","375","83%","NA","2013-14","$6,386","-","431123","02576100"
"Global Institute","Ave Luis Munoz Marin Esq Georgetti Angora Park Plaza, Caguas, Puerto Rico 00725-6485","globalcaguas.com","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","31","31","91%","NA","2013-14","$5,768","-","475644","04164300"
"Huertas College","#41 Hector R Bunker  St, Caguas, Puerto Rico 00725","www.huertas.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","City: Small","No","902","902","42%","NA","Fall 2010","$7,180","-","242112","02260800"
"Humacao Community College","Georgetti St. #69, Humacao, Puerto Rico 00792","www.hccpr.edu","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","517","517","62%","25%","Fall 2010","$3,698","-","242121","02340600"
"ICPR Junior College-Arecibo","20 San Patricio, Arecibo, Puerto Rico 00614-0067","www.icprjc.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Small","No","443","443","35%","NA","Fall 2013","$8,126","-","242130","01194001"
"ICPR Junior College-General Institutional","558 Munoz Rivera Avenue, Hato Rey, Puerto Rico 00919-0304","www.icprjc.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Large","No","728","728","32%","4%","Fall 2013","$8,509","-","243841","01194000"
"ICPR Junior College-Manati","Carretera #2 K.M. 49.9 Puerta del Norte Mall 4to. Piso Suite 17, Manatí, Puerto Rico 00674","www.icprjc.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","503","503","31%","NA","Fall 2013","$8,906","-","460677","01194004"
"ICPR Junior College-Mayaguez","80 West McKinley St, Mayaguez, Puerto Rico 00681-1108","www.icprjc.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Small","No","500","500","34%","3%","Fall 2013","$7,125","-","242149","01194002"
"Industrial Technical College","Francisco Vega No. 15, Humacao, Puerto Rico 00791","www.industrialtechnicalcollege.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","190","190","71%","NA","2013-14","$3,779","-","444671","03781400"
"Industrial Technical College - Naguabo","44 Baldoriotty Street 2nd Floor, Naguabo, Puerto Rico 00718-0000","","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Small","No","","","NA","NA","2013-14","NA","-","44467101","03781401"
"Institucion Chaviano de Mayaguez","Calle Ramos Antonini #116 Este, Mayaguez, Puerto Rico 00680","www.mayaguezinstituteoftechnology.com","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","86","86","57%","NA","2013-14","$13,750","Apparel and Textile Manufacture","376288","02504500"
"Institute of Beauty Careers","199 Llorens Torres Ave Corner To Coll y Toste St, Arecibo, Puerto Rico 00613","www.ibcbelleza.com","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","211","211","51%","NA","2013-14","$6,551","Cosmetology/Cosmetologist, General","240879","02343600"
"Institute of Beauty Occupation and Technology Course","Carr #3 antiguo Parache  km 27.6, Rio Grande, Puerto Rico 00745","www.ibotechnology.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","36","36","71%","NA","2013-14","$8,281","Cosmetology/Cosmetologist, General","444680","03800400"
"Institute of Beauty Occupations and Technology Course-San Sebastian","carr 111 km 18.0 int bo bahomamey, San Sebastian, Puerto Rico 00685-9998","www.ibotechnology.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","75","75","NA","NA","2013-14","$6,232","-","489414","03800402"
"Instituto de Banca y Comercio Inc","56 Carretera 20 Km 2.3, Guaynabo, Puerto Rico 00966-2309","www.ibanca.net","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","11280","11280","56%","NA","Fall 2013","$5,582","Cooking and Related Culinary Arts, General","242422","02166400"
"Instituto de Educacion Tecnica Ocupacional La Reine-Manati","Avenida Colon A 8, Manati, Puerto Rico 00674-0000","www.lareine.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","236","236","56%","NA","2013-14","$4,184","Cosmetology/Cosmetologist, General","242316","02170300"
"Instituto Educativo Premier","CALLE Villa #123, Ponce, Puerto Rico 00730","premierponce.net/","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","151","151","58%","NA","2013-14","$12,826","Cosmetology/Cosmetologist, General","451501","04117200"
"Instituto Tecnologico de Puerto Rico-Recinto de Guayama","Urb. Vives, Final Calle Paseo #2, Guayama, Puerto Rico 00784-0000","www.de.gobierno.pr/","2-year, Public","Associate's degree","City: Small","No","736","736","24%","24%","Fall 2013","$2,090","-","242556","02241904"
"Instituto Tecnologico de Puerto Rico-Recinto de Manati","State Road 2  Km.47.3, Manati, Puerto Rico 00674-1091","itec.pr/ITPR-Joomla/","2-year, Public","Associate's degree","Suburb: Large","No","655","655","77%","NA","Fall 2013","$3,090","-","242042","02241910"
"Instituto Tecnologico de Puerto Rico-Recinto de Ponce","4820 Candido Hoyos Urb. Perla Del Sur, Ponce, Puerto Rico 00717-0306","itec.dde.pr","2-year, Public","Associate's degree","City: Midsize","No","693","693","31%","NA","Fall 2013","NA","-","242565","02241908"
"Instituto Tecnologico de Puerto Rico-Recinto de San Juan","Calle Alegria Final Urb las Virtudes, San Juan, Puerto Rico 00924","itec.pr/ITPR-Joomla/index.php?option=com_content&view=article&id=97&Itemid=112","2-year, Public","Associate's degree","City: Large","No","759","759","65%","NA","Fall 2013","NA","-","242583","02241907"
"Inter American University of Puerto Rico-Aguadilla","Carr. 459 Int. 463, Barrio Corrales Sector Calero, Aguadilla, Puerto Rico 00603","www.aguadilla.inter.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","No","4205","3964","33%","1%","Fall 2010","$5,754","-","242626","00393900"
"Inter American University of Puerto Rico-Arecibo","Hwy 2 Km 80.4, Bo San Daniel Sector Las Canelas, Arecibo, Puerto Rico 00614","www.arecibo.inter.edu/portal/default.htm","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate","City: Small","No","4340","3876","32%","4%","Fall 2010","$7,328","-","242635","00502600"
"Inter American University of Puerto Rico-Barranquitas","Bo Helechal Highway 156 Intersection 719, Barranquitas, Puerto Rico 00794","www.br.uipr.edu/inter/index.php/inicio.html","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","1976","1902","41%","4%","Fall 2010","$5,239","-","242644","00502700"
"Inter American University of Puerto Rico-Bayamon","500 Carr. Dr. John Will Harris, Bayamon, Puerto Rico 00957-6257","bayamonweb.azurewebsites.net/","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","4450","4328","30%","4%","Fall 2010","$5,356","-","242705","00502800"
"Inter American University of Puerto Rico-Fajardo","Calle Union-Batey Central Highway 195, Fajardo, Puerto Rico 00738-7003","www.fajardo.inter.edu/","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Small","No","2150","1982","24%","4%","Fall 2010","$5,905","-","242680","02282800"
"Inter American University of Puerto Rico-Guayama","Bo Machete Highway 744 Km 1.2, Guayama, Puerto Rico 00784","guayama.inter.edu/","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Small","No","1930","1815","33%","2%","Fall 2010","$7,532","-","242699","02282700"
"Inter American University of Puerto Rico-Metro","Highway #1 Km 16 3 Corner Francisco Sein St, San Juan, Puerto Rico 00919","www.metro.inter.edu/index.asp","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","No","8844","6314","36%","1%","Fall 2010","$10,424","-","242653","00394000"
"Inter American University of Puerto Rico-Ponce","104 Turpeaux Industrial Park Rd1, Mercedita, Puerto Rico 00715-1602","www.ponce.inter.edu/","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Midsize","No","5292","4871","30%","1%","Fall 2010","$6,416","-","242662","00502900"
"Inter American University of Puerto Rico-San German","Rd. 102 Km. 30.6, San German, Puerto Rico 00683","www.sg.inter.edu/","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Small","Yes","4722","4031","34%","3%","Fall 2010","$7,608","-","242617","04254200"
"Inter American University of Puerto Rico-School of Law","Calle Federico Costa 170 Urb Ind Tres Monjitas, San Juan, Puerto Rico 00928","www.derecho.inter.edu/inter/","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice|Doctor's degree - other","City: Large","No","813","","NA","NA","Fall 2010","NA","-","242723","04250900"
"Inter American University of Puerto Rico-School of Optometry","500 John Will Harris Avenue, Bayamon, Puerto Rico 00957","www.optonet.inter.edu/","4-year, Private not-for-profit","Doctor's degree - professional practice","Suburb: Large","Yes","231","","NA","NA","Fall 2010","NA","-","404222","04251000"
"International Technical College","104 Loaiza Cordero St, San Juan, Puerto Rico 00918-3325","intecpr.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","106","106","63%","NA","2013-14","$6,662","Medical Insurance Specialist/Medical Biller","242750","02562500"
"IVAEM College","14 Calle Intendente Ramirez, Caguas, Puerto Rico 00725-0000","www.ivaempr.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","142","142","67%","2%","2013-14","$7,094","Culinary Arts/Chef Training","438984","03469300"
"Leston College","Calle Dr Veve #52, Bayamon, Puerto Rico 00961","www.lestoncollege.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","153","153","19%","NA","2013-14","$3,471","Cosmetology/Cosmetologist, General","444732","03552300"
"Liberty Technical College","Carr. 735 Km 0.5, Cayey, Puerto Rico 00737","www.libertytc.org","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","301","301","84%","2%","Fall 2013","$4,731","Emergency Medical Technology/Technician (EMT Paramedic)","455956","04131600"
"Liceo de Arte y Tecnologia","405 Ponce de Leon Ave., San Juan, Puerto Rico 00917","www.liceo.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","1231","1231","62%","NA","2013-14","$11,158","Electrician","242820","02195800"
"Liceo de Arte-Dise-O y Comercio","42-49 Acosta St, Caguas, Puerto Rico 00725","www.liceocaguas.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","211","211","80%","NA","2013-14","$5,571","-","376330","03025900"
"Mech-Tech College","Num 39-40 B St W Industrial Pk, Caguas, Puerto Rico 00725-0000","https://www.mechtech.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Small","No","2707","2707","65%","NA","Fall 2013","$11,257","-","414461","03025500"
