"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies","487 Michigan Ave, NE, Washington, District of Columbia 20017-1585","www.dhs.edu/","4-year, Private not-for-profit","Master's degree|Other degree","City: Large","No","90","","NA","NA","Fall 2010","NA","-","131405","01280300"
"Pontifical John Paul II Institute for Studies on Marriage and Family","620 Michigan Ave NE - McGivney Hall, Washington, District of Columbia 20064","www.johnpaulii.edu","4-year, Private not-for-profit","Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","No","62","","NA","NA","Fall 2010","NA","-","455813","04142700"
"Strayer University-District of Columbia","1133 15th St NW, Washington, District of Columbia 20005","www.strayer.edu/district-columbia/washington","4-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","1127","803","43%","NA","Fall 2010","$25,167","-","131803","00145900"
"Strayer University-Global Region","1133 15th St NW, Suite 200, Washington, District of Columbia 20005","www.strayer.edu","4-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","7650","4797","0%","NA","Fall 2010","$24,990","-","459994","00145900"
"Strayer University-Takoma Park Campus","6830 Laurel St NW, Washington, District of Columbia 20012","www.strayer.edu/district-columbia/takoma-park","4-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","","","NA","NA","Fall 2010","NA","-","13180301","00145904"
"Technical Learning Centers Inc","1720 I St NW Suite 200, Washington, District of Columbia 20006-5540","prospectcollege.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","192","192","71%","3%","2013-14","$22,790","Health Services/Allied Health/Health Sciences, General","444893","03750300"
"The Chicago School of Professional Psychology at Washington DC","901 15th St NW, Washington, District of Columbia 20005","www.thechicagoschool.edu","4-year, Private not-for-profit","Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","386","","NA","NA","Fall 2010","NA","-","459745","02155306"
"Trinity Washington University","125 Michigan Ave NE, Washington, District of Columbia 20017-1094","www.trinitydc.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","Yes","2068","1563","40%","13%","Fall 2010","$16,113","-","131876","00146000"
"University of Phoenix-Washington DC","25 Massachusetts Ave NW, Washington, District of Columbia 20001-1431","www.phoenix.edu","4-year, Private for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","119","118","3%","NA","Fall 2010","NA","-","450483","32098812"
"University of the District of Columbia","4200 Connecticut Ave NW, Washington, District of Columbia 20008","www.udc.edu","4-year, Public","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","4318","3950","13%","30%","Fall 2010","$15,153","-","131399","00144100"
"University of the District of Columbia-David A Clarke School of Law","4340 Connecticut Ave NW, Washington, District of Columbia 20008","www.law.udc.edu","4-year, Public","Doctor's degree - professional practice","City: Large","No","269","","NA","NA","Fall 2010","NA","-","363721","00144102"
"University of the Potomac-Washington DC Campus","1401 H Street NW, Washington, District of Columbia 20005","www.potomac.edu","4-year, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","No","140","120","26%","NA","Fall 2010","$21,053","-","384412","03218300"
"Wesley Theological Seminary","4500 Massachusetts Ave., NW, Washington, District of Columbia 20016-5690","www.wesleyseminary.edu/","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","Yes","576","","NA","NA","Fall 2010","NA","-","131973","00146400"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2015-2016 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
