"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Bancroft School of Massage Therapy","333 Shrewsbury St, Worcester, Massachusetts 01604","https://www.bancroftsmt.com","< 2-year, Private for-profit","Less than one year certificate","City: Midsize","No","65","65","NA","NA","2013-14","NA","Massage Therapy/Therapeutic Massage","164599","02337400"
"Bard College at Simon's Rock","84 Alford Road, Great Barrington, Massachusetts 01230-9702","www.simons-rock.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","Rural: Fringe","Yes","372","372","74%","7%","Fall 2010","$37,660","-","167792","00964500"
"Bay Path University","588 Longmeadow Street, Longmeadow, Massachusetts 01106","www.baypath.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Suburb: Large","Yes","3225","1893","61%","29%","Fall 2010","$22,012","-","164632","00212200"
"Bay State College","122 Commonwealth Avenue, Boston, Massachusetts 02116","www.baystate.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","Yes","889","889","27%","NA","Fall 2010","$31,057","-","164641","00396500"
"Bay State School of Technology","225 Turnpike St, Canton, Massachusetts 02021-2358","www.baystatetech.org","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","126","126","69%","NA","2013-14","$23,483","Energy Management and Systems Technology/Technician","164678","02338200"
"BCI","320 Washington Street, Brookline, Massachusetts 02445-0000","bostoncareer.org","< 2-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","502","502","89%","NA","2013-14","$7,384","Dental Services and Allied Professions, Other","487782","04221500"
"BCI - Malden","422 Main Street, Malden, Massachusetts 02148-0000","bostoncareer.org","< 2-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","","","NA","NA","2013-14","NA","Dental Services and Allied Professions, Other","48778201","04221501"
"Becker College","61 Sever St, Worcester, Massachusetts 01609-2165","www.becker.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Midsize","Yes","2189","2178","35%","NA","Fall 2010","$30,485","-","164720","00212300"
"Benjamin Franklin Institute of Technology","41 Berkeley St, Boston, Massachusetts 02116","www.bfit.edu/","4-year, primarily associate's, Public","Less than one year certificate|Associate's degree|Bachelor's degree","City: Large","Yes","573","573","44%","19%","Fall 2010","$16,994","-","165884","00215100"
"Bentley University","175 Forest St, Waltham, Massachusetts 02452-4705","www.bentley.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Small","Yes","5506","4222","89%","3%","Fall 2010","$35,579","-","164739","00212400"
"Berklee College of Music","1140 Boylston St, Boston, Massachusetts 02215","www.berklee.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","Yes","6405","5972","61%","NA","Fall 2010","$41,296","-","164748","00212600"
"Berkshire Community College","1350 West Street, Pittsfield, Massachusetts 01201-5786","www.berkshirecc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","1959","1959","20%","17%","Fall 2013","$8,578","-","164775","00216700"
"Blackstone Valley Vocational Regional School District","65 Pleasant St, Upton, Massachusetts 01568","www.valleytech.k12.ma.us","< 2-year, Public","One but less than two years certificate","Suburb: Large","No","49","49","NA","NA","2013-14","NA","Licensed Practical/Vocational Nurse Training","457615","01218700"
"Blue Hills Regional Technical School","800 Randolph St, Canton, Massachusetts 02021","www.bluehills.org/postgraduate-practical-nursing-program/","< 2-year, Public","One but less than two years certificate","Suburb: Large","No","56","56","80%","NA","2013-14","$16,325","Licensed Practical/Vocational Nurse Training","243799","00552300"
"Boston Architectural College","320 Newbury Street, Boston, Massachusetts 02115-2703","www.the-bac.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Master's degree","City: Large","No","737","365","17%","NA","Fall 2010","$33,112","-","164872","00396600"
"Boston Baptist College","950 Metropolitan Ave, Boston, Massachusetts 02136-4030","Boston.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","Yes","77","77","38%","10%","Fall 2010","$18,318","-","164614","03248300"
"Boston College","140 Commonwealth Avenue, Chestnut Hill, Massachusetts 02467","www.bc.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","14466","9870","93%","5%","Fall 2010","$27,167","-","164924","00212800"
"Boston Graduate School of Psychoanalysis Inc","1581 Beacon Street, Brookline, Massachusetts 02446","www.bgsp.edu/","4-year, Private not-for-profit","Master's degree|Post-master's certificate|Doctor's degree - professional practice|Doctor's degree - other","Suburb: Large","No","146","","NA","NA","Fall 2010","NA","-","164915","03194300"
"Boston University","One Silber Way, Boston, Massachusetts 02215","www.bu.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","32695","17944","87%","NA","Fall 2010","$31,539","-","164988","00213000"
"Brandeis University","415 South St, Waltham, Massachusetts 02454-9110","www.brandeis.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Small","Yes","5729","3608","90%","7%","Fall 2010","$32,148","-","165015","00213300"
"Branford Hall Career Institute-Springfield Campus","189 Brookdale Drive, Springfield, Massachusetts 01104","www.branfordhall.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","378","378","60%","NA","2013-14","$18,840","Medical/Clinical Assistant","438805","02074003"
"Bridgewater State University","131 Summer Street, Bridgewater, Massachusetts 02325","www.bridgew.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Suburb: Large","Yes","10998","9562","59%","NA","Fall 2010","$15,737","-","165024","00218300"
"Bristol Community College","777 Elsbree St, Fall River, Massachusetts 02720-7395","www.bristolcc.edu","2-year, Public","Less than one year certificate|Associate's degree","Suburb: Large","No","8476","8476","21%","14%","Fall 2013","$6,251","-","165033","00217600"
"Bunker Hill Community College","250 New Rutherford Ave, Boston, Massachusetts 02129-2925","www.bhcc.mass.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","13253","13253","11%","20%","Fall 2013","$6,710","-","165112","01121000"
"Cambridge College","500 Rutherford Avenue, Boston, Massachusetts 02129","www.cambridgecollege.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Midsize","No","2430","850","0%","49%","Fall 2010","$20,346","-","165167","02182900"
"Cape Cod Community College","2240 Iyannough Rd, West Barnstable, Massachusetts 02668-1599","www.capecod.edu","2-year, Public","Less than one year certificate|Associate's degree","City: Small","No","3319","3319","22%","23%","Fall 2013","$8,841","-","165194","00216800"
"Catherine Hinds Institute of Esthetics","300 Wildwood Avenue, Woburn, Massachusetts 01801-6819","www.catherinehinds.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","181","181","85%","NA","2013-14","$14,756","Master Aesthetician/Esthetician","165255","02220400"
"Charles H McCann Technical School","70 Hodges Cross Rd, North Adams, Massachusetts 01247-3999","www.mccanntech.org","< 2-year, Public","One but less than two years certificate","Rural: Fringe","No","49","49","100%","NA","2013-14","$7,680","Licensed Practical/Vocational Nurse Training","419095","00555700"
"Clark University","950 Main St, Worcester, Massachusetts 01610-1477","www.clarku.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Midsize","Yes","3298","2289","75%","NA","Fall 2010","$26,350","-","165334","00213900"
"College of Our Lady of the Elms","291 Springfield St, Chicopee, Massachusetts 01013","https://www.elms.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","Suburb: Large","Yes","1604","1188","64%","28%","Fall 2010","$23,846","-","167394","00214000"
"College of the Holy Cross","One College Street, Worcester, Massachusetts 01610-2395","www.holycross.edu","4-year, Private not-for-profit","Bachelor's degree","City: Midsize","Yes","2720","2720","92%","6%","Fall 2010","$26,965","-","166124","00214100"
"Conway School of Landscape Design","180 Pleasant Street, Suite 211, Easthampton, Massachusetts 01027","www.csld.edu","4-year, Private not-for-profit","Master's degree","Rural: Fringe","No","14","","NA","NA","Fall 2010","NA","-","165495","02274300"
"Curry College","1071 Blue Hill Ave, Milton, Massachusetts 02186-2395","https://www.curry.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate","Suburb: Large","Yes","2926","2688","47%","NA","Fall 2010","$30,581","-","165529","00214300"
"Dean College","99 Main Street, Franklin, Massachusetts 02038-1941","www.dean.edu","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree","Suburb: Large","Yes","1339","1339","39%","46%","Fall 2010","$28,244","-","165574","00214400"
"DiGrigoli School of Cosmetology","1578 Riverdale St, West Springfield, Massachusetts 01089","www.digrigoli.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","29","29","79%","NA","2013-14","$12,596","Cosmetology/Cosmetologist, General","451255","04116900"
"Diman Regional Technical Institute","251 Stonehaven Rd, Fall River, Massachusetts 02723","www.dimanregional.org","< 2-year, Public","One but less than two years certificate","Suburb: Large","No","68","68","86%","NA","2013-14","$22,584","Licensed Practical/Vocational Nurse Training","165608","00551900"
"Eastern Nazarene College","23 E Elm Ave, Quincy, Massachusetts 02170-2999","www.enc.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","924","784","46%","NA","Fall 2010","$19,349","-","165644","00214500"
"EINE Inc","1501 Main St, Ste 50, Tewksbury, Massachusetts 01876","electrologyinstitute.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","32","32","100%","NA","2013-14","NA","Electrolysis/Electrology and Electrolysis Technician","410964","03859300"
"Elizabeth Grady School of Esthetics and Massage Therapy","222 Boston Avenue, Medford, Massachusetts 02155","elizabethgrady.edu","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","243","243","100%","NA","2013-14","$12,595","Aesthetician/Esthetician and Skin Care Specialist","362782","02523900"
"Emerson College","120 Boylston Street, Boston, Massachusetts 02116-4624","www.emerson.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","4442","3801","80%","NA","Fall 2010","$39,263","-","165662","00214600"
"Emmanuel College","400 The Fenway, Boston, Massachusetts 02115","www.emmanuel.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","Yes","2190","2012","67%","NA","Fall 2010","$31,891","-","165671","00214700"
"Empire Beauty School-Boston","30 West Street, Boston, Massachusetts 02111","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","183","183","58%","NA","2013-14","$14,744","Cosmetology/Cosmetologist, General","164845","00817807"
"Empire Beauty School-Framingham","624 Worcester Rd, Framingham, Massachusetts 01702","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","77","77","79%","NA","2013-14","$16,117","Cosmetology/Cosmetologist, General","443678","02079400"
"Empire Beauty School-Malden","347 Pleasant St, Malden, Massachusetts 02148","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","101","101","82%","NA","2013-14","$13,880","Cosmetology/Cosmetologist, General","407179","01054211"
"Endicott College","376 Hale Street, Beverly, Massachusetts 01915","www.endicott.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","4835","3181","80%","NA","Fall 2010","$34,509","-","165699","00214800"
"Episcopal Divinity School","99 Brattle St, Cambridge, Massachusetts 02138-3494","www.eds.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree","City: Midsize","Yes","48","","NA","NA","Fall 2010","NA","-","165705","00214900"
"FINE Mortuary College","150 Kerry Place, Norwood, Massachusetts 02062","www.FMC.EDU","2-year, Private for-profit","Associate's degree","Suburb: Large","No","91","91","100%","NA","Fall 2013","$36,219","-","436599","03316400"
"Fisher College","118 Beacon Street, Boston, Massachusetts 02116","www.fisher.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","Yes","2030","1996","34%","38%","Fall 2010","$26,224","-","165802","00215000"
"Fitchburg State University","160 Pearl St, Fitchburg, Massachusetts 01420-2697","www.fitchburgstate.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Suburb: Midsize","Yes","6763","4162","54%","10%","Fall 2010","$14,361","-","165820","00218400"
"Framingham State University","100 State Street, Framingham, Massachusetts 01701-9101","www.framingham.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","Yes","5977","4337","55%","33%","Fall 2010","$17,039","-","165866","00218500"
"Franklin W Olin College of Engineering","1000 Olin Way, Needham, Massachusetts 02492-1200","www.olin.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","378","378","86%","2%","Fall 2010","$34,018","-","441982","03946300"
"Gordon College","255 Grapevine Rd, Wenham, Massachusetts 01984","www.gordon.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate","Suburb: Large","Yes","2004","1657","70%","NA","Fall 2010","$29,244","-","165936","00215300"
"Gordon-Conwell Theological Seminary","130 Essex St, South Hamilton, Massachusetts 01982","www.gordonconwell.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree","Suburb: Large","Yes","1762","","NA","NA","Fall 2010","NA","-","165945","00974700"
"Greater Lowell Technical School","250 Pawtucket Blvd, Tyngsboro, Massachusetts 01879","www.gltech.org","< 2-year, Public","One but less than two years certificate","Suburb: Large","No","80","80","86%","NA","2013-14","$13,555","Practical Nursing, Vocational Nursing and Nursing Assistants, Other","382416","00527900"
"Greenfield Community College","One College Dr, Greenfield, Massachusetts 01301-9739","www.gcc.mass.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","No","1957","1957","31%","17%","Fall 2013","$11,271","-","165981","00216900"
"Hampshire College","893 West St, Amherst, Massachusetts 01002-5001","www.hampshire.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","1321","1321","65%","NA","Fall 2010","$34,154","-","166018","00466100"
"Harvard University","Massachusetts Hall, Cambridge, Massachusetts 02138","www.harvard.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","29908","9915","97%","NA","Fall 2010","$16,205","-","166027","00215500"
"Hebrew College","160 Herrick Road, Newton Centre, Massachusetts 02459-2237","www.hebrewcollege.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Small","No","217","45","NA","NA","Fall 2010","NA","-","166045","00215700"
"Hellenic College-Holy Cross Greek Orthodox School of Theology","50 Goddard Ave, Brookline, Massachusetts 02445-7415","www.hchc.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Large","Yes","195","99","69%","31%","Fall 2010","$21,305","-","166054","00215400"
"Holyoke Community College","303 Homestead Ave, Holyoke, Massachusetts 01040","www.hcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","5890","5890","18%","17%","Fall 2013","$7,311","-","166133","00217000"
"Hult International Business School","1 Education Street, Cambridge, Massachusetts 02141-1805","www.hult.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Midsize","Yes","2843","481","NA","NA","Fall 2010","$41,841","-","164368","04143200"
"Jolie Hair and Beauty Academy-Ludlow","44 Sewall Street, Ludlow, Massachusetts 01056","JolieAcademy.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","44","44","68%","NA","2013-14","$15,221","Cosmetology/Cosmetologist, General","431099","03205400"
"Jupiter Beauty Academy","95 Freeport Street, Boston, Massachusetts 02122-2834","www.jba.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","149","149","95%","NA","2013-14","NA","Nail Technician/Specialist and Manicurist","484057","04229200"
"Laboure College","303 Adams Street, Milton, Massachusetts 02186","www.laboure.edu/about-labour-","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","Suburb: Large","No","750","750","17%","50%","Fall 2010","NA","-","165264","00632400"
"Lasell College","1844 Commonwealth Avenue, Newton, Massachusetts 02466","www.lasell.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Small","Yes","2064","1788","51%","42%","Fall 2010","$25,893","-","166391","00215800"
"Lawrence Memorial Hospital School of Nursing","170 Governors Ave, Medford, Massachusetts 02155","www.lmregis.org","2-year, Private not-for-profit","Associate's degree","Suburb: Large","No","262","262","NA","NA","Fall 2013","NA","-","166407","00633100"
"Le Cordon Bleu College of Culinary Arts-Cambridge","215 First St, Cambridge, Massachusetts 02142","www.chefs.edu/boston","2-year, Private for-profit","Less than one year certificate|Associate's degree","City: Midsize","No","126","126","48%","NA","Fall 2013","NA","-","452054","02616704"
"Lesley University","29 Everett St, Cambridge, Massachusetts 02138-2790","www.lesley.edu","4-year, Private not-for-profit","Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Midsize","Yes","4865","1968","55%","30%","Fall 2010","$29,276","-","166452","00216000"
"Lincoln Technical Institute-Brockton","365 Westgate Drive, Brockton, Massachusetts 02301-1818","www.lincolnedu.com/campus/brockton-ma","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","289","289","72%","NA","2013-14","$16,426","Medical/Clinical Assistant","425889","01246108"
"Lincoln Technical Institute-Lowell","211 Plain St, Lowell, Massachusetts 01852","www.lincolnedu.com/campus/lowell-ma","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","238","238","63%","NA","2013-14","$16,162","Medical/Clinical Assistant","440952","01246114"
"Lincoln Technical Institute-Somerville","5 Middlesex Ave, Somerville, Massachusetts 02145","www.lincolnedu.com/campus/somerville-ma","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","309","309","68%","NA","2013-14","$14,037","Medical/Clinical Assistant","165556","01246115"
"Longy School of Music of Bard College","27 Garden Street, Cambridge, Massachusetts 02138","longy.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Midsize","No","219","47","75%","NA","Fall 2010","$35,445","-","166489","00267104"
"Lowell Academy Hairstyling Institute","136 Central St, Lowell, Massachusetts 01852-1909","www.lowellacademy.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","156","156","66%","NA","2013-14","$17,664","Cosmetology/Cosmetologist, General","166498","00989900"
"Mansfield Beauty Schools-Quincy","200 Parking Way, Quincy, Massachusetts 02169","www.mansfieldbeautyschools.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","35","35","93%","NA","2013-14","$8,281","Cosmetology/Cosmetologist, General","166595","01204200"
"Mansfield Beauty Schools-Springfield","266 Bridge St, Springfield, Massachusetts 01103","mansfieldbeautyschools.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","20","20","80%","NA","2013-14","$17,718","Cosmetology/Cosmetologist, General","166586","01206800"
"Massachusetts Bay Community College","50 Oakland St, Wellesley Hills, Massachusetts 02481-5399","www.massbay.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","4855","4855","20%","26%","Fall 2013","$11,576","-","166647","00217100"
"Massachusetts College of Art and Design","621 Huntington Ave, Boston, Massachusetts 02115-5882","www.massart.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","Yes","1982","1842","72%","NA","Fall 2010","$21,695","-","166674","00218000"
"Massachusetts College of Liberal Arts","375 Church Street, North Adams, Massachusetts 01247-4100","www.mcla.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Town: Fringe","Yes","1644","1444","53%","NA","Fall 2010","$15,035","-","167288","00218700"
"Massachusetts General Hospital Dietetic Internship","Fruit St, Boston, Massachusetts 02114-2696","www.massgeneral.org/dietetic/","4-year, Private not-for-profit","Postbaccalaureate certificate","City: Large","No","22","","NA","NA","Fall 2010","NA","Dietetics/Dietitian","431594","02137200"
"Massachusetts Institute of Technology","77 Massachusetts Avenue, Cambridge, Massachusetts 02139-4307","web.mit.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Midsize","Yes","11376","4524","93%","NA","Fall 2010","$21,576","-","166683","00217800"
"Massachusetts Maritime Academy","101 Academy Dr, Buzzards Bay, Massachusetts 02532-1803","www.maritime.edu","4-year, Public","Bachelor's degree|Master's degree","Suburb: Midsize","Yes","1751","1677","76%","NA","Fall 2010","$14,035","-","166692","00218100"
"Massachusetts School of Barbering","58 Ross Way, Quincy, Massachusetts 02169","massschoolofbarbering.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","67","67","100%","NA","2013-14","$11,672","Barbering/Barber","166805","02092100"
"Massachusetts School of Law","500 Federal St Woodland Park, Andover, Massachusetts 01810","www.mslaw.edu","4-year, Private not-for-profit","Doctor's degree - professional practice","Suburb: Large","No","328","","NA","NA","Fall 2010","NA","-","369002","03235300"
"Massasoit Community College","One Massasoit Boulevard, Brockton, Massachusetts 02302-3996","www.massasoit.mass.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","7471","7471","15%","23%","Fall 2013","$7,639","-","166823","00217700"
"MCPHS University","179 Longwood Ave, Boston, Massachusetts 02115-5896","www.mcphs.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","7095","3843","78%","8%","Fall 2010","$37,422","-","166656","00216500"
"Medical Professional Institute","380-388 Pleasant Street, Malden, Massachusetts 02148-8143","www.mpi.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","86","86","71%","NA","2013-14","NA","Phlebotomy Technician/Phlebotomist","444769","03763300"
"Merrimack College","315 Turnpike St, North Andover, Massachusetts 01845","www.merrimack.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate","Suburb: Large","Yes","4014","3433","73%","NA","Fall 2010","$33,003","-","166850","00212000"
"MGH Institute of Health Professions","36 1st Avenue, Boston, Massachusetts 02129-4557","www.mghihp.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","1167","188","NA","NA","Fall 2010","NA","-","166869","02231600"
"Middlesex Community College","Springs Rd, Bedford, Massachusetts 01730-9124","www.middlesex.mass.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","8617","8617","19%","22%","Fall 2013","$4,288","-","166887","00993600"
"Mildred Elley-Pittsfield Campus","100 West Street, Pittsfield, Massachusetts 01201-5300","www.mildred-elley.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","250","250","40%","NA","2013-14","$19,739","-","425986","02219501"
"Millennium Training Institute","600 West Cummings Park, Suite 2550, Woburn, Massachusetts 01801","www.millennium.edu","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","108","108","60%","NA","2013-14","$13,319","Accounting Technology/Technician and Bookkeeping","451264","04128000"
"Montserrat College of Art","23 Essex Street, Beverly, Massachusetts 01915-4508","https://www.montserrat.edu/","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree","Suburb: Large","Yes","377","377","56%","NA","Fall 2010","$27,908","-","166911","02063000"
