"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Academy for Careers and Technology","2697 E Hwy 76, Mullins, South Carolina 29574-6009","www.mcact.org","< 2-year, Public","One but less than two years certificate","Rural: Fringe","No","49","49","45%","NA","2013-14","$7,960","Licensed Practical/Vocational Nurse Training","457989","04083300"
"Academy of Hair Technology","3715 E North St Ste F, Greenville, South Carolina 29615-2363","www.hairchamps.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","92","92","44%","6%","2013-14","$13,199","Cosmetology/Cosmetologist, General","376446","02552400"
"Aiken School of Cosmetology and Barbering","225 Richland Ave East, Aiken, South Carolina 29801","www.aikenschoolofcosmetology.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","31","31","58%","NA","2013-14","$14,725","Cosmetology/Cosmetologist, General","457998","04158100"
"Aiken Technical College","2276 Jefferson Davis Highway, Graniteville, South Carolina 29829","www.atc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","2459","2459","12%","25%","Fall 2013","$3,411","-","217615","01005600"
"Allen University","1530 Harden Street, Columbia, South Carolina 29204","www.allenuniversity.edu/","4-year, Private not-for-profit","Bachelor's degree","City: Midsize","Yes","600","600","18%","7%","Fall 2010","$14,187","-","217624","00341700"
"Anderson University","316 Boulevard, Anderson, South Carolina 29621-4035","www.andersonuniversity.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Small","Yes","3432","2944","53%","NA","Fall 2010","$20,574","-","217633","00341800"
"Arclabs","2615 Highway 153, B-3, Piedmont, South Carolina 29673-6729","www.arclabs.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","182","182","NA","NA","2013-14","$18,763","Welding Technology/Welder","487791","04222000"
"Barber Tech Academy","1521 Russell Street, Orangeburg, South Carolina 29115-6069","www.barbertechacademy.com","< 2-year, Private for-profit","One but less than two years certificate","Town: Distant","No","41","41","NA","NA","2013-14","$19,784","Barbering/Barber","488022","04243500"
"Benedict College","1600 Harden Street, Columbia, South Carolina 29204-1086","www.benedict.edu","4-year, Private not-for-profit","Bachelor's degree","City: Midsize","Yes","2281","2281","22%","NA","Fall 2010","$16,914","-","217721","00342000"
"Bob Jones University","1700 Wade Hampton Boulavard, Greenville, South Carolina 29614-0001","www.bju.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Small","Yes","2901","2566","63%","20%","Fall 2010","$16,258","-","217749","00342100"
