"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Joseph's College Cosmetology","5801 O Street, Lincoln, Nebraska 68510-2226","josephscollege.edu","2-year, Private for-profit","Two but less than 4 years certificate","City: Large","No","266","266","60%","NA","Fall 2013","$14,355","Cosmetology/Cosmetologist, General","181190","01151900"
"Kaplan University-Lincoln Campus","1821 K St, Lincoln, Nebraska 68508","www.kaplanuniversity.edu/lincoln-nebraska.aspx","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","No","410","375","22%","NA","Fall 2010","$17,681","-","181242","00458609"
"Kaplan University-Omaha Campus","5425 N. 103rd St., Omaha, Nebraska 68134-1002","www.kaplanuniversity.edu/omaha-nebraska.aspx?wid=1","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","No","585","518","37%","NA","Fall 2010","$22,215","-","181400","00458608"
"La'James International College","1660 N Grant, Fremont, Nebraska 68025","www.ljic.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Town: Distant","Yes","20","20","68%","NA","Fall 2013","$11,331","Cosmetology/Cosmetologist, General","180771","00952300"
"Little Priest Tribal College","610 E. College Drive, Winnebago, Nebraska 68071-0270","www.littlepriest.edu","2-year, Private not-for-profit","Associate's degree","Rural: Distant","Yes","132","132","18%","12%","Fall 2013","$7,977","-","434016","03323300"
"Metropolitan Community College Area","30 & Fort Street, Omaha, Nebraska 68111-1610","www.mccneb.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","14788","14788","13%","21%","Fall 2013","$5,997","-","181303","01258600"
"Midland University","900 N. Clarkson, Fremont, Nebraska 68025","www.midlandu.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Distant","Yes","1709","1555","46%","40%","Fall 2010","$23,480","-","181330","00255300"
"Mid-Plains Community College","1101 Halligan Drive, North Platte, Nebraska 69101","www.mpcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","Yes","2276","2276","34%","25%","Fall 2013","$6,587","-","181312","00255700"
"Myotherapy Institute","4001 Pioneer Woods Drive, Lincoln, Nebraska 68506","www.myotherapy.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","41","41","80%","10%","Fall 2013","$24,796","-","434432","03279300"
"National American University-Bellevue","3604 Summit Plaza Drive, Bellevue, Nebraska 68123-1065","www.national.edu/locations/campuses/bellevue/","4-year, primarily associate's, Private for-profit","Associate's degree|Bachelor's degree","Suburb: Large","No","106","106","NA","NA","Fall 2010","NA","-","477996","00405726"
"Nebraska Christian College of Hope International University","12550 S. 114th St., Papillion, Nebraska 68046","www.nechristian.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Rural: Fringe","Yes","124","124","63%","26%","Fall 2010","$21,287","-","181376","00125212"
"Nebraska College of Technical Agriculture","404 East 7th, Curtis, Nebraska 69025-9552","ncta.unl.edu","2-year, Public","One but less than two years certificate|Associate's degree","Rural: Remote","Yes","342","342","43%","1%","Fall 2013","$11,007","-","181765","00256596"
"Nebraska Indian Community College","1111 Hwy 75, Macy, Nebraska 68039-0428","www.thenicc.edu","2-year, Public","Less than one year certificate|Associate's degree","Rural: Distant","No","175","175","6%","3%","Fall 2013","$13,835","-","181419","02550800"
"Nebraska Methodist College of Nursing & Allied Health","720 North 87th Street, Omaha, Nebraska 68114-2852","www.methodistcollege.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree","City: Large","Yes","1088","865","59%","NA","Fall 2010","$18,374","-","181297","00640400"
"Nebraska Wesleyan University","5000 St Paul Ave, Lincoln, Nebraska 68504-2794","www.nebrwesleyan.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","Yes","2059","1816","70%","NA","Fall 2010","$23,540","-","181446","00255500"
"Northeast Community College","801 E Benjamin, Norfolk, Nebraska 68702-0469","www.northeast.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","Yes","5075","5075","53%","13%","Fall 2013","$8,079","-","181491","01166700"
"Omaha School of Massage and Healthcare of Herzing University","9748 Park Dr, Omaha, Nebraska 68127","www.herzing.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","106","106","68%","NA","Fall 2013","$22,239","-","407328","00962109"
"Peru State College","600 Hoyt Street, Peru, Nebraska 68421-0010","www.peru.edu","4-year, Public","Bachelor's degree|Master's degree","Rural: Distant","Yes","2571","2215","35%","40%","Fall 2010","$12,557","-","181534","00255900"
"Regional West Medical Center School of Radiologic Technology","3700 Ave D, Scottsbluff, Nebraska 69361","www.rwhs.org/careers/school-radiologic-technology","2-year, Private not-for-profit","Two but less than 4 years certificate","Town: Remote","Yes","","","NA","NA","Fall 2013","NA","-","181792","00443600"
"Southeast Community College Area","301 South 68th Street Place, Lincoln, Nebraska 68510-2449","www.southeast.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","Yes","9262","9262","31%","18%","Fall 2013","$8,523","-","181640","02508300"
"Summit Christian College","2025 21st Street, Gering, Nebraska 69341","www.summitcc.net","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Town: Remote","Yes","37","37","100%","NA","Fall 2010","$6,906","-","181543","04240800"
"The Creative Center","10850 Emmet Street, Omaha, Nebraska 68164","www.creativecenter.edu","4-year, primarily associate's, Private for-profit","Associate's degree|Bachelor's degree","City: Large","No","60","60","74%","NA","Fall 2010","$34,746","-","430485","03164300"
"Union College","3800 S 48th Street, Lincoln, Nebraska 68506","www.ucollege.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","Yes","895","807","43%","38%","Fall 2010","$20,863","-","181738","00256300"
"Universal College of Healing Arts","8702 North 30th Street, Omaha, Nebraska 68112-1810","www.ucha.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","11","11","100%","NA","Fall 2013","$21,128","-","446598","03821400"
"University of Nebraska at Kearney","905 W 25th St, Kearney, Nebraska 68849-1212","www.unk.edu","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate","Town: Distant","Yes","6788","5056","57%","21%","Fall 2010","$15,520","-","181215","00255100"
"University of Nebraska at Omaha","6001 Dodge St, Omaha, Nebraska 68182-0225","https://www.unomaha.edu","4-year, Public","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","Yes","15627","12536","45%","32%","Fall 2010","$11,223","-","181394","00255400"
"University of Nebraska Medical Center","42nd & Dewey Ave, Omaha, Nebraska 68198-7815","www.unmc.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Large","No","3862","877","NA","NA","Fall 2010","NA","-","181428","00689500"
"University of Nebraska-Lincoln","14th and R St, Lincoln, Nebraska 68588","www.unl.edu/","4-year, Public","Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","25897","20833","67%","8%","Fall 2010","$16,462","-","181464","00256500"
"Wayne State College","1111 Main St, Wayne, Nebraska 68787","https://www.wsc.edu/","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate","Town: Distant","Yes","3357","2837","48%","38%","Fall 2010","$12,139","-","181783","00256600"
"Western Nebraska Community College","1601 East 27th Street, Scottsbluff, Nebraska 69361-1899","www.wncc.edu","2-year, Public","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Town: Remote","Yes","1719","1719","30%","19%","Fall 2013","$6,987","-","181817","00256000"
"Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln","5601 South 59th Street Suite D, Lincoln, Nebraska 68516-2306","lincoln.paulmitchell.edu","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","55","55","100%","NA","Fall 2013","$16,850","Cosmetology/Cosmetologist, General","486859","04132601"
"Xenon International Academy-Omaha","8516 Park Drive, Omaha, Nebraska 68127-3622","www.xenonacademy.net","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","191","191","78%","NA","Fall 2013","$11,536","Cosmetology/Cosmetologist, General","407355","02610500"
"York College","1125 E 8th St, York, Nebraska 68467-2699","www.york.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Town: Remote","Yes","424","405","49%","16%","Fall 2010","$15,351","-","181853","00256700"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2015-2016 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
