"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Academy of Natural Therapy Inc","625 8th Ave, Greeley, Colorado 80631-9441","www.natural-therapy.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","52","52","64%","NA","Fall 2013","$19,665","Massage Therapy/Therapeutic Massage","449454","04093300"
"Adams State University","208 Edgemont Blvd, Alamosa, Colorado 81101","www.adams.edu","4-year, Public","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Town: Remote","Yes","3370","2014","25%","19%","Fall 2010","$13,888","-","126182","00134500"
"Aims Community College","5401 W. 20th St., Greeley, Colorado 80634","www.aims.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","5652","5652","26%","16%","Fall 2013","$6,216","-","126207","00758200"
"Altierus Career College-Colorado Springs","1815 Jet Wing Drive, Colorado Springs, Colorado 80916-2300","https://www.altierus.org/campus/colorado-springs","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","City: Large","No","123","123","56%","NA","Fall 2013","$18,185","-","126401","00450300"
"Altierus Career College-Thornton","9065 Grant St, Thornton, Colorado 80229-4339","https://www.altierus.org/campus/thornton","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","142","142","53%","NA","Fall 2013","$16,632","-","127787","00450700"
"American Sentinel University","2260 South Xanadu Way, Aurora, Colorado 80014-6510","www.americansentinel.edu","4-year, Private for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","No","2598","1207","100%","NA","Fall 2010","NA","-","460738","04127700"
"Arapahoe Community College","5900 S. Santa Fe Dr., Littleton, Colorado 80160-9002","www.arapahoe.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","10261","10261","18%","15%","Fall 2013","$8,620","-","126289","00134600"
"Argosy University-Denver","7600 East Eastman Avenue, Denver, Colorado 80231","www.argosy.edu/denver/","4-year, Private for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","446","234","29%","NA","Fall 2010","NA","-","448734","02179930"
"Aspen University","1660 South Albion Street, Suite 525, Denver, Colorado 80222","www.aspen.edu","4-year, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Large","No","2729","1519","NA","NA","Fall 2010","NA","-","454829","04080300"
"Auguste Escoffier School of Culinary Arts-Boulder","637 S Broadway, Ste H, Boulder, Colorado 80305","www.escoffier.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","698","698","72%","NA","2013-14","$20,264","Culinary Arts/Chef Training","454810","03776300"
"Aveda Institute-Denver","700 16th Street, Denver, Colorado 80202","www.avedainstitutedenver.com/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","391","391","85%","NA","Fall 2013","$11,759","Cosmetology/Cosmetologist, General","459277","04167100"
"Bel-Rea Institute of Animal Technology","1681 S Dayton St, Denver, Colorado 80247","www.bel-rea.com","2-year, Private for-profit","Associate's degree","City: Large","No","411","411","46%","NA","Fall 2013","$23,041","-","126359","01267000"
"Cheeks International Academy of Beauty Culture-Fort Collins","5010 Granite Street, Loveland, Colorado 80538","cheeksUSA.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","32","32","91%","9%","2013-14","$8,847","Cosmetology/Cosmetologist, General","381699","02211901"
"College of International Esthetics Inc","7330 West 52nd Avenue, Suite T, Arvada, Colorado 80002-3754","www.cieskincarecollege.com","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","82","82","95%","NA","2013-14","$14,009","Aesthetician/Esthetician and Skin Care Specialist","476586","04184900"
"CollegeAmerica-Colorado Springs","3645 Citadel Drive South, Colorado Springs, Colorado 80909","www.collegeamerica.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","No","236","236","28%","NA","Fall 2010","$25,403","-","448752","02594302"
"CollegeAmerica-Denver","1385 S Colorado Blvd., 5th Floor, Denver, Colorado 80222","www.collegeamerica.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","No","201","201","24%","NA","Fall 2010","$24,450","-","126872","02594300"
"CollegeAmerica-Fort Collins","4601 South Mason St, Fort Collins, Colorado 80525","www.collegeamerica.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Midsize","No","115","115","29%","6%","Fall 2010","$25,651","-","448761","02594301"
"Colorado Academy of Veterinary Technology","2766 Janitell Road, Colorado Springs, Colorado 80906-4944","www.cavt.edu","2-year, Private for-profit","Less than one year certificate|Associate's degree","City: Large","No","78","78","64%","NA","Fall 2013","$20,544","-","461953","04185000"
"Colorado Christian University","8787 West Alameda Avenue, Lakewood, Colorado 80226","WWW.CCU.EDU","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","7032","6307","53%","NA","Fall 2010","$25,049","-","126669","00940100"
"Colorado College","14. E Cache La Poudre St., Colorado Springs, Colorado 80903","www.coloradocollege.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","Yes","2114","2101","87%","NA","Fall 2010","$23,812","-","126678","00134700"
