"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Academy of Careers and Technology","390 Stanaford Rd, Beckley, West Virginia 25801","www.wvact.net","< 2-year, Public","Less than one year certificate|One but less than two years certificate","City: Small","No","152","152","59%","NA","2013-14","$5,984","Cosmetology/Cosmetologist, General","237729","01290500"
"Alderson Broaddus University","101 College Hill Drive, Philippi, West Virginia 26416-2035","www.ab.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Town: Distant","Yes","1052","981","49%","NA","Fall 2010","$18,233","-","237118","00380600"
"American Public University System","111 W Congress St, Charles Town, West Virginia 25414","www.apus.edu","4-year, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Fringe","No","48623","39662","36%","NA","Fall 2010","$11,470","-","449339","03819300"
"Appalachian Bible College","161 College Drive, Mount Hope, West Virginia 25880-9557","www.abc.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Rural: Fringe","Yes","269","269","45%","NA","Fall 2010","$15,728","-","237136","00754400"
"B M Spurr School of Practical Nursing","800 Wheeling Ave, Glen Dale, West Virginia 26038","www.reynoldsmemorial.com","< 2-year, Private not-for-profit","One but less than two years certificate","Suburb: Small","No","40","40","83%","NA","2013-14","$4,404","Licensed Practical/Vocational Nurse Training","237145","01235900"
"Ben Franklin Career Center","500 28th St, Dunbar, West Virginia 25064","benfranklinctc.weebly.com","< 2-year, Public","One but less than two years certificate","Suburb: Midsize","No","99","99","18%","8%","2013-14","$12,673","-","237172","01274300"
"Bethany College","31 E Campus Dr, Bethany, West Virginia 26032","www.bethanywv.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Rural: Fringe","Yes","680","645","41%","NA","Fall 2010","$23,093","-","237181","00380800"
"Blue Ridge Community and Technical College","13650 Apple Harvest Drive, Martinsburg, West Virginia 25403","www.blueridgectc.edu","2-year, Public","One but less than two years certificate|Associate's degree","Rural: Fringe","No","5598","5598","29%","12%","Fall 2013","$7,336","-","446774","03957300"
"Bluefield State College","219 Rock St, Bluefield, West Virginia 24701","www.bluefieldstate.edu","4-year, Public","Associate's degree|Bachelor's degree","Town: Distant","No","1362","1362","25%","18%","Fall 2010","$8,560","-","237215","00380900"
"BridgeValley Community & Technical College","2001 Union Carbide Dr, South  Charleston, West Virginia 25136","www.bridgevalley.edu/","2-year, Public","One but less than two years certificate|Associate's degree","Suburb: Midsize","No","2164","2164","NA","NA","Fall 2013","$6,836","-","484932","04038600"
"Cabell County Career Technology Center","1035 Norway Ave, Huntington, West Virginia 25705-2827","ctc.cabellschools.com/","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Suburb: Midsize","No","154","154","78%","NA","2013-14","$2,154","-","237242","02275300"
"Carver Career Center","4799 Midland Dr, Charleston, West Virginia 25306-6397","www.carvercareercenter.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Midsize","No","241","241","88%","3%","Fall 2013","$2,873","Cosmetology/Cosmetologist, General","430795","02073400"
"Catholic Distance University","115 West Congress Street, Charles Town, West Virginia 25414","https://www.cdu.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Fringe","No","159","89","NA","NA","Fall 2010","NA","-","475398","04124200"
"Charleston School of Beauty Culture","210 Capitol St, Charleston, West Virginia 25301","charlestonschoolofbeautyculture.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","75","75","43%","3%","Fall 2013","$5,889","Cosmetology/Cosmetologist, General","237303","02178200"
"Clarksburg Beauty Academy and School of Massage Therapy","120 S 3rd St, Clarksburg, West Virginia 26301","clarksburgbeautyacademy.com","2-year, Private for-profit","Less than one year certificate|Two but less than 4 years certificate","Town: Distant","No","57","57","55%","NA","Fall 2013","$10,208","Cosmetology/Cosmetologist, General","237321","00895900"
"Concord University","1000 Vermillion Street, Athens, West Virginia 24712","www.concord.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Master's degree|Post-master's certificate","Town: Distant","Yes","2451","2102","34%","26%","Fall 2010","$7,928","-","237330","00381000"
"Davis & Elkins College","100 Campus Dr, Elkins, West Virginia 26241-3996","www.dewv.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Town: Remote","Yes","805","805","44%","18%","Fall 2010","$18,629","-","237358","00381100"
"Eastern West Virginia Community and Technical College","316 Eastern Drive, Moorefield, West Virginia 26836-0000","www.Easternwv.edu","2-year, Public","One but less than two years certificate|Associate's degree","Rural: Fringe","No","726","726","20%","9%","Fall 2013","$4,129","-","438708","04119000"
