"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Coahoma Community College","3240 Friars Point Rd, Clarksdale, Mississippi 38614","www.coahomacc.edu/","2-year, Public","One but less than two years certificate|Associate's degree","Rural: Fringe","Yes","2064","2064","27%","26%","Fall 2013","$1,806","-","175519","00240100"
"Concorde Career College-Southaven","7900 Airways Blvd, Ste 103, Southaven, Mississippi 38671","www.concorde.edu","2-year, Private for-profit","Less than one year certificate|Associate's degree","Suburb: Large","No","320","320","75%","NA","Fall 2013","$18,533","Medical/Clinical Assistant","487588","02157101"
"Copiah-Lincoln Community College","1001 Co-Lin Lane, Wesson, Mississippi 39191","www.colin.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Rural: Distant","Yes","3006","3006","36%","39%","Fall 2013","$4,550","-","175573","00240200"
"Copiah-Lincoln Community College Simpson County Center","151 Co-Lin Dr., Mendenhall, Mississippi 39114","www.colin.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Rural: Distant","No","","","NA","NA","Fall 2013","NA","-","17557301","00240202"
"Copiah-Lincoln Community College-Natchez Campus","11 Co-Lin Cir, Natchez, Mississippi 39120","www.colin.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Rural: Fringe","No","","","NA","NA","Fall 2013","NA","-","17557302","00240201"
"Corinth Academy of Cosmetology","502 Cruise St, Corinth, Mississippi 38834","corinthacademyofcosmetology.net","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Town: Remote","No","155","155","67%","NA","Fall 2013","$15,949","Cosmetology/Cosmetologist, General","451343","04131300"
"Delta Beauty College","800 HWY 1 S, STE A, Greenville, Mississippi 38703","deltabeautyschool.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Town: Remote","No","29","29","100%","NA","Fall 2013","$11,146","Cosmetology/Cosmetologist, General","175607","02249900"
"Delta State University","1003 W Sunflower Road, Cleveland, Mississippi 38733","www.deltastate.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Town: Remote","Yes","3584","2763","35%","NA","Fall 2010","$12,792","-","175616","00240300"
"Delta Technical College","6550 D Interstate Blvd., Horn Lake, Mississippi 38637","www.deltatechnicalcollege.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","464","464","76%","NA","2013-14","$25,157","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","447023","03368301"
"East Central Community College","15738 Highway 15, Decatur, Mississippi 39327-0129","www.eccc.edu","2-year, Public","One but less than two years certificate|Associate's degree","Rural: Distant","Yes","2336","2336","37%","22%","Fall 2013","$5,268","-","175643","00240400"
"East Mississippi Community College","1512 Kemper Street, Scooba, Mississippi 39358-0158","www.eastms.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Remote","Yes","3905","3905","44%","38%","Fall 2013","$5,626","-","175652","00240500"
"Fosters Cosmetology College","1813 Hwy 15 N, Ripley, Mississippi 38663-0066","www.fosters.edu","< 2-year, Private for-profit","One but less than two years certificate","Rural: Fringe","No","49","49","73%","NA","2013-14","$12,380","Cosmetology/Cosmetologist, General","175698","02251700"
"Healing Touch Career College","4200 Mamie Street, Suite 120, Hattiesburg, Mississippi 39402","healingtouchms.com","< 2-year, Private for-profit","Less than one year certificate","City: Small","No","35","35","91%","7%","2013-14","$18,676","Medical/Clinical Assistant","448017","03963300"
"Healing Touch Career College - Jackson","5360 Interstate 55 North, Suite 150, Jackson, Mississippi 39211-5432","healingtouchms.com","< 2-year, Private for-profit","Less than one year certificate","City: Midsize","No","","","NA","NA","2013-14","NA","Medical/Clinical Assistant","44801701","03963301"
"Hinds Community College","608 Hinds Boulevard, Raymond, Mississippi 39154","www.hindscc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Fringe","Yes","11524","11524","22%","20%","Fall 2013","$4,586","-","175786","00240700"
"Holmes Community College","#1 Hill St, Goodman, Mississippi 39079","www.holmescc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Distant","Yes","5756","5756","29%","25%","Fall 2013","$5,302","-","175810","00240800"
"Itawamba Community College","602 W Hill Street, Fulton, Mississippi 38843-1099","www.iccms.edu","2-year, Public","One but less than two years certificate|Associate's degree","Town: Remote","Yes","5425","5425","40%","16%","Fall 2013","$5,910","-","175829","00240900"
"Jackson State University","1400 J R Lynch Street, Jackson, Mississippi 39217","www.jsums.edu","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - other","City: Midsize","Yes","9811","7492","38%","NA","Fall 2010","$12,873","-","175856","00241000"
"Jones County Junior College","900 South Court Street, Ellisville, Mississippi 39437","www.jcjc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","Yes","4680","4680","31%","23%","Fall 2013","$6,017","-","175883","00241100"
"Jones Hair Design College","305 Hwy 16 West, Carthage, Mississippi 39050-4423","www.joneshairdesigncollege.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Rural: Fringe","No","","","NA","NA","2013-14","NA","Barbering/Barber","245290","02586000"
"KC's School of Hair Design","187 HWY 15N, Pontotoc, Mississippi 38863-0000","www.kcsschoolofhair.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Town: Remote","No","42","42","100%","NA","Fall 2013","$9,465","Cosmetology/Cosmetologist, General","374343","03032400"
"Magnolia College of Cosmetology","4725 I55 N, Jackson, Mississippi 39206","www.mcocjackson.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","150","150","67%","NA","2013-14","$11,806","Cosmetology/Cosmetologist, General","176390","02320800"
"Meridian Community College","910 Hwy 19 N, Meridian, Mississippi 39307-5801","www.meridiancc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Town: Remote","Yes","3598","3598","25%","23%","Fall 2013","$5,592","-","175935","00241300"
"Midwest Technical Institute-Ridgeland","113 Market Ridge Drive, Ridgeland, Mississippi 39157-6027","deltatechnicalcollege.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","410","410","74%","NA","2013-14","$19,381","Allied Health and Medical Assisting Services, Other","475459","03368304"
"Miller-Motte Technical College-Gulfport","12121 Hwy 49 N, Gulfport, Mississippi 39503","www.miller-motte.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","10","10","40%","NA","Fall 2013","$21,560","-","475079","00489809"
"Millsaps College","1701 N State St, Jackson, Mississippi 39210-0001","www.millsaps.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Midsize","Yes","866","802","72%","NA","Fall 2010","$22,834","-","175980","00241400"
"Mississippi College","200 South Capitol Street, Clinton, Mississippi 39058","www.mc.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","5048","3145","59%","34%","Fall 2010","$16,804","-","176053","00241500"
"Mississippi College of Beauty Culture","732 Sawmill Rd, Laurel, Mississippi 39440","hatfieldsinc.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Distant","No","68","68","64%","NA","2013-14","$8,312","Cosmetology/Cosmetologist, General","176062","02302800"
"Mississippi Delta Community College","Hwy 3 and Cherry St, Moorhead, Mississippi 38761","www.msdelta.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","Yes","2321","2321","31%","45%","Fall 2013","$3,486","-","176008","00241600"
"Mississippi Gulf Coast Community College","51 Main Street, Perkinston, Mississippi 39573","https://www.mgccc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Distant","Yes","8956","8956","32%","14%","Fall 2013","$7,789","-","176071","00241700"
"Mississippi Institute of Aesthetics Nails & Cosmetology","507 Springridge Rd Ste G, Clinton, Mississippi 39056","msinstitute.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","77","77","79%","NA","2013-14","$11,884","Cosmetology/Cosmetologist, General","455105","04140200"
"Mississippi State University","Lee Boulevard, Mississippi State, Mississippi 39762","www.msstate.edu","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Remote","Yes","21622","18090","60%","NA","Fall 2010","$15,628","-","176080","00242300"
"Mississippi University for Women","1100 College Street, Columbus, Mississippi 39701","www.muw.edu","4-year, Public","Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - professional practice","Town: Remote","Yes","2956","2745","46%","NA","Fall 2010","$10,018","-","176035","00242200"
"Mississippi Valley State University","14000 Highway 82 West, Itta Bena, Mississippi 38941-1400","www.mvsu.edu","4-year, Public","Bachelor's degree|Master's degree","Town: Remote","Yes","2455","2011","31%","NA","Fall 2010","$11,591","-","176044","00242400"
"Northeast Mississippi Community College","101 Cunningham Blvd, Booneville, Mississippi 38829","www.nemcc.edu","2-year, Public","One but less than two years certificate|Associate's degree","Town: Remote","Yes","3521","3521","33%","14%","Fall 2013","$7,877","-","176169","00242600"
"Northwest Mississippi Community College","4975 Hwy 51 N, Senatobia, Mississippi 38668-1714","www.northwestms.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","Yes","7905","7905","22%","25%","Fall 2013","$5,328","-","176178","00242700"
"Pearl River Community College","101 Hwy 11 N, Poplarville, Mississippi 39470","www.prcc.edu","2-year, Public","One but less than two years certificate|Associate's degree","Rural: Remote","Yes","4281","4281","29%","18%","Fall 2013","$1,964","-","176239","00243000"
"Pearl River Community College-Forrest County Center","5448 Us Hwy 49 S, Hattiesburg, Mississippi 39401","www.prcc.edu","2-year, Public","One but less than two years certificate|Associate's degree","City: Small","No","","","NA","NA","Fall 2013","NA","-","17623901","00243001"
"Rust College","150 Rust Avenue, Holly Springs, Mississippi 38635","www.rustcollege.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Town: Distant","Yes","1005","1005","33%","15%","Fall 2010","$9,360","-","176318","00243300"
"Southeastern Baptist College","4229 Hwy 15 N, Laurel, Mississippi 39440-9989","www.southeasternbaptist.edu","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Town: Distant","Yes","45","45","16%","20%","Fall 2010","$4,034","-","176336","00243500"
"Southwest Mississippi Community College","1156 College Dr, Summit, Mississippi 39666-0000","www.smcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","Yes","1917","1917","42%","23%","Fall 2013","$4,738","-","176354","00243600"
"Strayer University-Mississippi","460 Briarwood Drive, Suite 200, Jackson, Mississippi 39206","www.strayer.edu/mississippi/jackson","4-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","No","322","242","NA","NA","Fall 2010","$27,619","-","458955","00145991"
"The Academy of Hair Design Six","6552 US Hwy 49, Hattiesburg, Mississippi 39401-7569","www.academyofhair.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","66","66","89%","NA","Fall 2013","$16,884","Cosmetology/Cosmetologist, General","438674","02251600"
"Tougaloo College","500 W County Line Rd, Tougaloo, Mississippi 39174","www.tougaloo.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Midsize","Yes","860","843","42%","3%","Fall 2010","$12,453","-","176406","00243900"
"Traxlers School of Hair","2845 Suncrest Dr, Jackson, Mississippi 39212","traxlerschool.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","47","47","80%","NA","2013-14","$10,384","Barbering/Barber","245281","03263300"
"University of Mississippi","Oxford, Mississippi, University, Mississippi 38677-1848","www.olemiss.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Remote","Yes","23610","19213","60%","NA","Fall 2010","$14,678","-","176017","00244000"
"University of Mississippi Medical Center","2500 N State St, Jackson, Mississippi 39216-4505","https://www.umc.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","","","","NA","NA","Fall 2010","NA","-","17601701","00244001"
"University of Southern Mississippi","118 College Drive # 0001, Hattiesburg, Mississippi 39406-0001","www.usm.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Small","Yes","14552","11779","45%","NA","Fall 2010","$11,916","-","176372","00244100"
"Virginia College-Biloxi","920 Cedar Lake Rd-Ste C, Biloxi, Mississippi 39532","www.vc.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","274","274","43%","NA","Fall 2013","$16,599","-","450191","03010610"
"Virginia College-Jackson","5841 Ridgewood Rd, Jackson, Mississippi 39211","www.vc.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","235","235","38%","NA","Fall 2013","$15,865","-","441919","03010603"
"Wesley Biblical Seminary","787 E. Northside Drive, Suite B, Jackson, Mississippi 39206-4945","www.wbs.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree","City: Midsize","No","83","","NA","NA","Fall 2010","NA","-","176451","02516200"
"William Carey University","710 William Carey Parkway, Hattiesburg, Mississippi 39401-5499","www.wmcarey.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","4619","2808","46%","NA","Fall 2010","$14,717","-","176479","00244700"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2015-2016 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
