"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Academy of Cosmetology","2310 W Court St, Janesville, Wisconsin 53548-3307","www.cosmetologycareer.net/","2-year, Private for-profit","Less than one year certificate|Two but less than 4 years certificate","City: Small","No","37","37","58%","NA","Fall 2013","$12,124","Cosmetology/Cosmetologist, General","449852","04118600"
"Advanced College of Cosmetology","25 West Main Street, Waupun, Wisconsin 53963-0000","www.accsuccess.com","< 2-year, Private for-profit","One but less than two years certificate","Town: Distant","No","32","32","74%","NA","2013-14","$10,174","Cosmetology/Cosmetologist, General","461786","04179200"
"Advanced Institute of Hair Design-Glendale","5780 N. Port Washington Rd., Glendale, Wisconsin 53217","www.vicibeautyschool.com","2-year, Private for-profit","Two but less than 4 years certificate","Suburb: Large","No","66","66","65%","NA","Fall 2013","$12,920","Cosmetology/Cosmetologist, General","238166","01148401"
"Alverno College","3400 S 43rd  St, Milwaukee, Wisconsin 53234-3922","www.alverno.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","Yes","2017","1413","42%","NA","Fall 2010","$18,861","-","238193","00383200"
"Aveda Institute-Madison","353 East Campus Mall, Madison, Wisconsin 53715-0000","www.avedainstitutemadison.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Midsize","No","84","84","NA","NA","Fall 2013","$14,115","Cosmetology/Cosmetologist, General","487506","03808301"
"Bella Academy of Cosmetology","338 Pearl Avenue, Oshkosh, Wisconsin 54901-4738","www.bellaacademyoshkosh.com/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","10","10","72%","6%","Fall 2013","$7,388","Cosmetology/Cosmetologist, General","486309","04231400"
"Bellin College","3201 Eaton Road, Green Bay, Wisconsin 54311","https://www.bellincollege.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate","Rural: Fringe","No","430","387","54%","NA","Fall 2010","$26,935","-","238324","00663900"
"Beloit College","700 College St, Beloit, Wisconsin 53511-5595","www.beloit.edu","4-year, Private not-for-profit","Bachelor's degree","City: Small","Yes","1394","1394","73%","NA","Fall 2010","$25,790","-","238333","00383500"
"Blackhawk Technical College","6004 South County Road G, Janesville, Wisconsin 53547-5009","www.blackhawk.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Small","No","2034","2034","31%","NA","Fall 2013","$7,771","-","238397","00539000"
"Bryant & Stratton College-Bayshore","500 Silverspring Rd Ste K340, Glendale, Wisconsin 53217","www.bryantstratton.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","315","315","9%","11%","Fall 2010","$17,319","-","458502","00267815"
"Bryant & Stratton College-Milwaukee","310 W. Wisconsin Avenue Suite 500, Milwaukee, Wisconsin 53203-2608","www.bryantstratton.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","382","382","12%","2%","Fall 2010","$17,633","-","239929","00267813"
"Bryant & Stratton College-Wauwatosa","10950 W Potter Road, Wauwatosa, Wisconsin 53226","www.bryantstratton.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","700","700","15%","2%","Fall 2010","$14,938","-","451750","00267814"
"Cardinal Stritch University","6801 N Yates Rd, Milwaukee, Wisconsin 53217-3985","www.stritch.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Suburb: Large","Yes","2464","1534","46%","29%","Fall 2010","$17,289","-","238430","00383700"
