"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Alaska Bible College","248 E Elmwood, Palmer, Alaska 99645","www.akbible.edu/","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Town: Distant","Yes","50","50","20%","NA","Fall 2010","$13,500","-","102580","00884300"
"Alaska Career College","1415 E Tudor Road, Anchorage, Alaska 99507-1033","www.alaskacareercollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","424","424","71%","NA","Fall 2013","$16,302","Medical/Clinical Assistant","103501","02541000"
"Alaska Christian College","35109 Royal Place, Soldotna, Alaska 99669","www.alaskacc.edu","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","Rural: Fringe","Yes","79","79","14%","NA","Fall 2013","$9,153","-","442523","04138600"
"Alaska Pacific University","4101 University Dr, Anchorage, Alaska 99508","www.alaskapacific.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","541","298","48%","27%","Fall 2010","$18,026","-","102669","00106100"
"AVTEC-Alaska's Institute of Technology","809 Second Avenue, Seward, Alaska 99664-0889","www.avtec.edu/","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Rural: Remote","Yes","1209","1209","94%","NA","2013-14","$6,934","Industrial Electronics Technology/Technician","102711","03160300"
"Ilisagvik College","Narl Facility, Barrow, Alaska 99723","www.ilisagvik.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","Yes","188","188","29%","NA","Fall 2013","$7,610","-","434584","03461300"
"University of Alaska Anchorage","3211 Providence Drive, Anchorage, Alaska 99508","www.uaa.alaska.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","16318","15546","24%","21%","Fall 2010","$11,860","-","102553","01146200"
"University of Alaska Fairbanks","505 South Chandalar Drive, Fairbanks, Alaska 99775-7500","www.uaf.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Small","Yes","8283","7162","25%","22%","Fall 2010","$9,097","-","102614","00106300"
"University of Alaska Southeast","11066 Auke Lake Way, Juneau, Alaska 99801-8697","www.uas.alaska.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Remote","Yes","2563","2250","17%","29%","Fall 2010","$8,719","-","102632","00106500"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2015-2016 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
