"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Buchanan Beauty College of Tullahoma","211 West Coffee Street, Tullahoma, Tennessee 37388-3409","coffeecountybeauty.shutterfly.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Distant","No","13","13","50%","NA","2013-14","$7,198","Cosmetology/Cosmetologist, General","469993","03930301"
"Buchanan Beauty College-Pleasantview","2008 Highway 49 East, Pleasant View, Tennessee 37146-8189","buchananbeautycollege.net/Home.html","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Rural: Fringe","No","11","11","NA","NA","2013-14","$5,340","Cosmetology/Cosmetologist, General","484598","03930302"
"Career Beauty College","113 South Military Avenue, Lawrenceburg, Tennessee 38464","www.cbclburg.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Distant","No","14","14","83%","NA","2013-14","$10,173","Cosmetology/Cosmetologist, General","444468","03841300"
"Carson-Newman University","1646 S Russell Ave, Jefferson City, Tennessee 37760","www.cn.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Suburb: Small","Yes","2659","1812","49%","NA","Fall 2010","$18,110","-","219806","00348100"
"Chattanooga College Medical Dental and Technical Careers","248 Northgate Mall Drive, Chattanooga, Tennessee 37415","www.chattanoogacollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","343","343","64%","NA","Fall 2013","$24,803","-","220118","02204200"
"Chattanooga State Community College","4501 Amnicola Hwy, Chattanooga, Tennessee 37406-1097","www.chattanoogastate.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","8628","8628","13%","23%","Fall 2013","$6,971","-","219824","00399800"
"Christian Brothers University","650 East Parkway South, Memphis, Tennessee 38104","https://www.cbu.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","Yes","2138","1684","51%","NA","Fall 2010","$16,660","-","219833","00348200"
"Cleveland State Community College","3535 Adkisson Drive, Cleveland, Tennessee 37312","www.clevelandstatecc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","3315","3315","22%","7%","Fall 2013","$4,481","-","219879","00399900"
"Columbia State Community College","1665 Hampshire Pike, Columbia, Tennessee 38401","www.columbiastate.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","No","5645","5645","24%","11%","Fall 2013","$6,806","-","219888","00348300"
"Concorde Career College-Memphis","5100 Poplar Avenue, Suite 132, Memphis, Tennessee 38137-0132","www.concorde.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","1448","1448","67%","NA","Fall 2013","$18,174","Medical/Clinical Assistant","219903","02157100"
"Cumberland University","1 Cumberland Square, Lebanon, Tennessee 37087","www.cumberland.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Town: Fringe","Yes","1963","1658","55%","NA","Fall 2010","$20,753","-","219949","00348500"
"Daymar College-Clarksville","2691 Trenton Road, Clarksville, Tennessee 37040","www.daymarinstitute.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","854","854","25%","12%","Fall 2010","$25,973","-","368443","00493401"
"Daymar College-Murfreesboro","415 Golden Bear Court, Murfreesboro, Tennessee 37128","www.daymarinstitute.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","186","186","47%","3%","Fall 2010","$23,182","-","444255","00493404"
"Daymar College-Nashville","560 Royal Parkway, Nashville, Tennessee 37214","www.daymarinstitute.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","221","221","28%","3%","Fall 2010","$22,309","-","220002","00493400"
"DeVry University-Tennessee","3343 Perimeter Hill Dr., Ste. 200, Nashville, Tennessee 37211","https://www.devry.edu","4-year, Private for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","181","121","25%","10%","Fall 2010","$29,031","-","482617","01072784"
"Dyersburg State Community College","1510 Lake Rd, Dyersburg, Tennessee 38024-2411","www.dscc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","No","2816","2816","17%","32%","Fall 2013","$6,018","-","220057","00683500"
"East Tennessee State University","1276 Gilbreath Drive, Johnson City, Tennessee 37614","www.etsu.edu","4-year, Public","One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","14022","11065","40%","18%","Fall 2010","$14,915","-","220075","00348700"
"Elite College of Cosmetology","459 N Main St, Lexington, Tennessee 38351","www.elitecollegeofcosmetology.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Distant","No","75","75","64%","NA","2013-14","$7,833","Cosmetology/Cosmetologist, General","451529","04124100"
"Empire Beauty School-E Memphis","568 Colonial Rd, Memphis, Tennessee 38117","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","112","112","53%","NA","2013-14","$12,053","Cosmetology/Cosmetologist, General","458803","00817810"
"Empire Beauty School-Jackson","1433 Hollywood Dr, Jackson, Tennessee 38301","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","59","59","35%","NA","2013-14","$11,950","Cosmetology/Cosmetologist, General","458821","00757310"
"Empire Beauty School-N Memphis","3250 Coleman Rd, Memphis, Tennessee 38128","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","52","52","33%","NA","2013-14","$12,572","Cosmetology/Cosmetologist, General","459073","01260605"
"Empire Beauty School-Nashville","7106 Moore's Ln, Brentwood, Tennessee 37027","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","61","61","66%","NA","2013-14","$12,656","Cosmetology/Cosmetologist, General","458812","01054213"
"Empire Beauty School-S Memphis","804 S Highland St, Memphis, Tennessee 38111","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","78","78","37%","NA","2013-14","$12,495","Cosmetology/Cosmetologist, General","459000","02079409"
"Fayetteville College of Cosmetology Arts and Sciences","201 West College Street, Fayetteville, Tennessee 37334-0135","www.fayettevillecollegeofcosmetologyartsandsciences.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Distant","No","41","41","82%","18%","2013-14","$14,153","Cosmetology/Cosmetologist, General","220163","02595000"
"Fisk University","1000 17th Ave North, Nashville, Tennessee 37208-4501","www.fisk.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","Yes","761","723","32%","NA","Fall 2010","$17,980","-","220181","00349000"
"Fortis Institute-Cookeville","1025 Highway 111, Cookeville, Tennessee 38501-4305","www.fortis.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","No","221","221","44%","NA","Fall 2013","$23,002","-","418870","02326300"
"Fortis Institute-Nashville","3354 Perimeter Hill Drive, Suite 105, Nashville, Tennessee 37211","www.fortis.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","368","368","55%","NA","Fall 2013","$26,329","-","452124","03480303"
"Fountainhead College of Technology","3203 Tazewell Pike, Knoxville, Tennessee 37918","www.fountainheadcollege.edu","4-year, primarily associate's, Private for-profit","Associate's degree|Bachelor's degree","City: Midsize","No","109","109","92%","NA","Fall 2010","$20,601","-","221795","00743900"
"Franklin Academy","1605 Professional Park Drive NW, Cleveland, Tennessee 37312-3862","www.franklinacademy.edu","< 2-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","19","19","55%","14%","2013-14","$13,322","Cosmetology/Cosmetologist, General","404718","03008800"
"Franklin Hair Academy School of Cosmetology","595 Hillsboro Road, Suite 325, Franklin, Tennessee 37064-2126","franklinhairacademy.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","13","13","NA","NA","2013-14","$8,790","Cosmetology/Cosmetologist, General","483577","04203600"
"Freed-Hardeman University","158 E Main St, Henderson, Tennessee 38340-2399","www.fhu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Town: Distant","Yes","1906","1402","57%","NA","Fall 2010","$16,492","-","220215","00349200"
"Genesis Career College-Cookeville","880-A East 10th Street, Cookeville, Tennessee 38501-1907","www.genesiscareer.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Remote","No","162","162","64%","NA","2013-14","$11,664","Cosmetology/Cosmetologist, General","220765","00865500"
"Genesis Career College-Lebanon","1505 Noah Court, Lebanon, Tennessee 37087","www.genesiscareer.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Fringe","No","128","128","41%","NA","2013-14","$10,746","Cosmetology/Cosmetologist, General","382780","03061100"
"Gould's Academy","1203 Ridgeway Road # 203, Memphis, Tennessee 38119-5317","www.gouldsacademy.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","89","89","88%","NA","2013-14","$14,525","Cosmetology/Cosmetologist, General","486530","04238600"
"Harding School of Theology","1000 Cherry Road, Memphis, Tennessee 38117-5499","hst.edu/","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","City: Large","","","","NA","NA","Fall 2010","NA","-","10704401","00109702"
"Hiwassee College","225 Hiwassee College Drive, Madisonville, Tennessee 37354-4001","www.hiwassee.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","Rural: Fringe","Yes","283","283","22%","NA","Fall 2010","$14,466","-","220312","00349400"
"Huntington College of Health Sciences","117 Legacy View Way, Knoxville, Tennessee 37918-8230","www.hchs.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","No","208","175","NA","NA","Fall 2010","NA","-","488068","04244800"
"Image Maker Beauty Institute","139 Maple Row Boulevard, Suite 208, Hendersonville, Tennessee 37075-4488","www.imagemakerbeauty.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","62","62","89%","11%","2013-14","NA","Cosmetology/Cosmetologist, General","487922","04240700"
"Jackson State Community College","2046 North Pky, Jackson, Tennessee 38301-3797","www.jscc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","4689","4689","10%","12%","Fall 2013","$7,383","-","220400","00493700"
"Jenny Lea Academy of Cosmetology","222 E Unaka Ave, Johnson City, Tennessee 37601","www.jennyleaacademy.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","118","118","55%","NA","2013-14","$16,896","Cosmetology/Cosmetologist, General","451918","02275000"
"John A Gupton College","1616 Church St, Nashville, Tennessee 37203-2954","www.guptoncollege.edu","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","City: Large","Yes","86","86","38%","14%","Fall 2013","$5,831","-","220464","00885900"
"Johnson University","7900 Johnson Dr, Knoxville, Tennessee 37998","www.johnsonu.edu/Home.aspx","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Rural: Fringe","Yes","1140","865","56%","NA","Fall 2010","$16,368","-","220473","00349500"
"King University","1350 King College Rd, Bristol, Tennessee 37620-2699","www.king.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Small","Yes","2804","2343","45%","NA","Fall 2010","$18,918","-","220516","00349600"
"Lane College","545 Lane Ave, Jackson, Tennessee 38301-4598","www.lanecollege.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Small","Yes","1427","1427","20%","61%","Fall 2010","$11,911","-","220598","00349900"
"Le Moyne-Owen College","807 Walker Ave, Memphis, Tennessee 38126-6595","www.loc.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","Yes","959","959","14%","NA","Fall 2010","$8,587","-","220604","00350100"
"L'Ecole Culinaire-Memphis","1245 N. Georgetown Parkway, Cordova, Tennessee 38016","www.vatterott.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","346","346","54%","1%","Fall 2013","$20,770","-","456940","02069303"
"Lee University","1120 N Ocoee St, Cleveland, Tennessee 37311","www.leeuniversity.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate","City: Small","Yes","5302","4821","50%","33%","Fall 2010","$16,789","-","220613","00350000"
"Lincoln College of Technology-Nashville","1524 Gallatin Rd, Nashville, Tennessee 37206","www.lincolnedu.com/campus/nashville-tn","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","Yes","1457","1457","62%","NA","Fall 2013","$19,388","Heavy Equipment Maintenance Technology/Technician","221148","00793803"
"Lincoln Memorial University","6965 Cumberland Gap Pkwy, Harrogate, Tennessee 37752-9900","www.lmunet.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Distant","Yes","4254","1659","64%","NA","Fall 2010","$16,276","-","220631","00350200"
"Lipscomb University","One University Park Drive, Nashville, Tennessee 37204-3951","www.lipscomb.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","4632","2986","58%","NA","Fall 2010","$23,426","-","219976","00348600"
"Love Beauty School Inc","1161 Murfreesboro Hwy, Manchester, Tennessee 37355","www.lovebeautyschool.net","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Distant","No","42","42","80%","7%","2013-14","$8,126","Cosmetology/Cosmetologist, General","458007","04157200"
"Martin Methodist College","433 West Madison Street, Pulaski, Tennessee 38478-2799","www.martinmethodist.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Town: Distant","Yes","1017","1012","43%","6%","Fall 2010","$24,450","-","220701","00350400"
"Maryville College","502 E Lamar Alexander Pky, Maryville, Tennessee 37804-5907","www.maryvillecollege.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","1196","1196","55%","NA","Fall 2010","$15,542","-","220710","00350500"
"Meharry Medical College","1005 DB Todd Blvd., Nashville, Tennessee 37208","www.mmc.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","831","","NA","NA","Fall 2010","NA","-","220792","00350600"
"Memphis College of Art","1930 Poplar Ave, Memphis, Tennessee 38104-2764","www.mca.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree|Master's degree","City: Large","Yes","378","338","57%","NA","Fall 2010","$22,689","-","220808","00350700"
"Memphis Institute of Barbering","1309 Jackson Ave, Memphis, Tennessee 38107","thebarberschool.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","145","145","51%","NA","2013-14","$9,208","Barbering/Barber","451538","03701300"
"Memphis Theological Seminary","168 East Parkway South, Memphis, Tennessee 38104-4395","www.memphisseminary.edu/","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree","City: Large","Yes","167","","NA","NA","Fall 2010","NA","-","220871","01052900"
"Meridian Institute of Surgical Assisting","1507 County Hospital Road, Nashville, Tennessee 37218","www.meridian-institute.edu","2-year, Private for-profit","Less than one year certificate|Associate's degree","City: Large","No","513","513","NA","NA","Fall 2013","NA","Surgical Technology/Technologist","461324","04165000"
"Middle Tennessee School of Anesthesia Inc","315 Hospital Drive, Madison, Tennessee 37115","www.MTSA.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","No","229","","NA","NA","Fall 2010","NA","-","220996","00778300"
"Middle Tennessee State University","1301 East Main Street, Murfreesboro, Tennessee 37132","www.mtsu.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Midsize","Yes","22050","19693","43%","16%","Fall 2010","$11,744","-","220978","00351000"
"Mid-South Christian College","3097 Knight Road, Memphis, Tennessee 38118-3151","www.midsouthchristian.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","Yes","15","15","25%","NA","Fall 2010","$9,722","-","481225","04210200"
"Miller-Motte Technical College-Chattanooga","6397 Lee Highway, Suite 100, Chattanooga, Tennessee 37421","www.miller-motte.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","488","488","56%","NA","Fall 2013","$21,599","-","443650","02614203"
"Miller-Motte Technical College-Clarksville","1820 Business Park Dr, Clarksville, Tennessee 37040","www.miller-motte.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","416","416","40%","NA","Fall 2013","$20,312","-","382771","02614200"
"Miller-Motte Technical College-Madison","1515 Gallatin Pike North, Madison, Tennessee 37115","miller-motte.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","164","164","52%","NA","Fall 2013","$20,807","-","448664","02614204"
"Milligan College","1 Blowers Blvd., Milligan College, Tennessee 37682","www.milligan.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Midsize","Yes","1195","880","63%","31%","Fall 2010","$19,018","-","486901","00351100"
"Mind Body Institute","2416 Music Valley Drive, Suite 119, Nashville, Tennessee 37214-1012","mindbody.edu","< 2-year, Private for-profit","Less than one year certificate","City: Large","No","43","43","87%","NA","2013-14","$14,359","Massage Therapy/Therapeutic Massage","483887","04223900"
"Motlow State Community College","6015 Ledford Mill Road, Tullahoma, Tennessee 37388","www.mscc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","5838","5838","29%","10%","Fall 2013","$7,611","-","221096","00683600"
"Mr Wayne's School of Unisex Hair Design","170 S Willow Ave, Cookeville, Tennessee 38501","www.misterwaynes.com","< 2-year, Private for-profit","One but less than two years certificate","Town: Remote","No","39","39","89%","NA","2013-14","$14,554","Barbering/Barber","376631","02278700"
"Music City Barber College","903 Dickerson Road, Nashville, Tennessee 37207","musiccitybarber.com","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","79","79","NA","NA","2013-14","NA","Barbering/Barber","443359","03683300"
"Nashville Barber and Style Academy","969 Madison Square, Madison, Tennessee 37115","www.nashvillebarberandstyleacademy.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","11","11","12%","NA","2013-14","$14,042","Barbering/Barber","461564","04174600"
"Nashville College of Medical Careers","1556 Crestview Dr, Madison, Tennessee 37115-2120","www.NashvilleCollege.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","122","122","68%","NA","2013-14","$19,788","Medical/Clinical Assistant","221157","02125300"
"Nashville State Community College","120 White Bridge Rd, Nashville, Tennessee 37209-4515","www.nscc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","8914","8914","15%","14%","Fall 2013","$3,400","-","221184","00814500"
"National College-Nashville","1638 Bell Road, Nashville, Tennessee 37211","www.national-college.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","459","459","22%","NA","Fall 2013","$17,868","-","388043","00461700"
"North Central Institute","168 Jack Miller Blvd, Clarksville, Tennessee 37042","www.nci.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Midsize","No","136","136","44%","3%","Fall 2013","$17,934","Airframe Mechanics and Aircraft Maintenance Technology/Technician","418889","03079100"
"Northeast State Community College","2425 Hwy 75, Blountville, Tennessee 37617-0246","www.northeaststate.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","6124","6124","22%","6%","Fall 2013","$5,119","-","221908","00537800"
"Nossi College of Art","590 Cheron Rd, Madison, Tennessee 37115","www.nossi.edu","4-year, Private for-profit","Associate's degree|Bachelor's degree","City: Large","No","263","263","56%","3%","Fall 2010","$22,339","-","368452","02578200"
"O'More College of Design","423 S Margin St, Franklin, Tennessee 37064","www.omorecollege.edu","4-year, Private not-for-profit","Bachelor's degree","City: Small","No","170","170","39%","NA","Fall 2010","$21,288","-","221254","02106400"
"Oxford Graduate School","500 Oxford Drive, Dayton, Tennessee 37321-6736","www.ogs.edu/","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","Rural: Fringe","Yes","89","","NA","NA","Fall 2010","NA","-","461120","03840300"
"Paul Mitchell the School-Knoxville","8380 Kingston Pike, Knoxville, Tennessee 37919","knoxville.paulmitchell.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","174","174","69%","NA","2013-14","$15,937","Cosmetology/Cosmetologist, General","248660","02275500"
"Paul Mitchell the School-Memphis","8000 US Hwy 64 Ste 108, Bartlett, Tennessee 38133","memphis.paulmitchell.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","44","44","79%","NA","2013-14","$12,562","Cosmetology/Cosmetologist, General","456029","03253300"
"Paul Mitchell the School-Murfreesboro","1720 Old Fort Pkwy Ste L200, Murfreesboro, Tennessee 37129","www.paulmitchelltheschool.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","201","201","75%","NA","2013-14","$13,193","Cosmetology/Cosmetologist, General","220491","02153100"
"Pellissippi State Community College","10915 Hardin Valley Road, Knoxville, Tennessee 37933-0990","www.pstcc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","10244","10244","19%","6%","Fall 2013","$6,787","-","221643","01269300"
"Pentecostal Theological Seminary","900 Walker St NE, Cleveland, Tennessee 37320-3330","www.ptseminary.edu/","4-year, Private not-for-profit","Two but less than 4 years certificate|Master's degree|Doctor's degree","City: Small","Yes","400","127","NA","NA","Fall 2010","NA","-","219842","02188300"
"Queen City College","1594 Fort Campbell Blvd, Clarksville, Tennessee 37042","www.queencitycollege.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","116","116","50%","6%","2013-14","$8,610","Cosmetology/Cosmetologist, General","376677","02539800"
"Relay Graduate School of Education - Memphis","477 S. Main Street, Memphis, Tennessee 38103-4442","","4-year, Private not-for-profit","One but less than two years certificate|Master's degree","City: Large","","","","NA","NA","Fall 2010","NA","-","47503304","04208606"
"Relay Graduate School of Education - Nashville","123 Douglas Avenue, Nashville, Tennessee 37207-5155","","4-year, Private not-for-profit","Less than one year certificate|Master's degree","City: Large","","","","NA","NA","Fall 2010","NA","-","47503310","04208610"
"Remington College-Memphis Campus","2710 Nonconnah Blvd, Memphis, Tennessee 38132","www.remingtoncollege.edu/memphis-tennessee-career-colleges-overview","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","600","600","57%","NA","Fall 2010","$19,333","-","412599","03026517"
"Remington College-Nashville Campus","441 Donelson Pk Ste 150, Nashville, Tennessee 37214","www.remingtoncollege.edu/nashville-tennessee-career-colleges-overview","2-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","296","296","51%","NA","Fall 2013","$23,910","-","445249","03026519"
"Rhodes College","2000 North Parkway, Memphis, Tennessee 38112-1690","www.rhodes.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","2029","1999","79%","19%","Fall 2010","$29,839","-","221351","00351900"
"Richmont Graduate University","1815 McCallie Ave, Chattanooga, Tennessee 37404","www.richmont.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Midsize","No","280","","NA","NA","Fall 2010","NA","-","441104","03355400"
