"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Ellsworth Community College","1100 College Ave, Iowa Falls, Iowa 50126","https://ecc.iavalley.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","Yes","846","846","33%","36%","Fall 2013","$10,496","-","153296","00186200"
"Emmaus Bible College","2570 Asbury Rd, Dubuque, Iowa 52001-3096","www.emmaus.edu","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","Yes","256","256","69%","NA","Fall 2010","$12,937","-","153302","02328900"
"Faith Baptist Bible College and Theological Seminary","1900 NW 4th St, Ankeny, Iowa 50023-2152","https://www.faith.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","274","226","63%","14%","Fall 2010","$15,972","-","153320","00712100"
"Faust Institute of Cosmetology-Spirit Lake","1543 18th Street, Spirit Lake, Iowa 51360","www.faustinstitute.com","2-year, Private for-profit","Two but less than 4 years certificate","Town: Remote","No","11","11","63%","NA","Fall 2013","$10,573","Cosmetology/Cosmetologist, General","381486","02262501"
"Faust Institute of Cosmetology-Storm Lake","1290 N. Lake Avenue, Storm Lake, Iowa 50588","www.faustinstitute.com","2-year, Private for-profit","Two but less than 4 years certificate","Rural: Fringe","No","18","18","40%","NA","Fall 2013","$5,398","Cosmetology/Cosmetologist, General","153339","02262500"
"Graceland University-Lamoni","1 University Place, Lamoni, Iowa 50140","www.graceland.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree","Rural: Remote","Yes","2233","1449","43%","31%","Fall 2010","$16,547","-","153366","00186600"
"Grand View University","1200 Grandview Ave, Des Moines, Iowa 50316","www.grandview.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","1971","1910","48%","25%","Fall 2010","$19,312","-","153375","00186700"
"Grinnell College","1121 Park Street, Grinnell, Iowa 50112-1690","www.grinnell.edu","4-year, Private not-for-profit","Bachelor's degree","Town: Remote","Yes","1699","1699","86%","NA","Fall 2010","$30,010","-","153384","00186800"
"Hamilton Technical College","1011 E 53rd St, Davenport, Iowa 52807","www.hamiltontechcollege.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","163","163","70%","NA","Fall 2010","$16,635","-","153427","01206400"
"Hawkeye Community College","1501 E Orange Rd, Waterloo, Iowa 50701","www.hawkeyecollege.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","5532","5532","21%","9%","Fall 2013","$9,887","-","153445","00459500"
"Indian Hills Community College","525 Grandview Ave, Ottumwa, Iowa 52501","www.indianhills.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","Yes","4366","4366","33%","13%","Fall 2013","$8,762","-","153472","00840300"
"Iowa Central Community College","One Triton Circle, Fort Dodge, Iowa 50501","www.iowacentral.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","Yes","5712","5712","29%","NA","Fall 2013","$9,229","-","153524","00186500"
"Iowa Lakes Community College","19 S 7th St, Estherville, Iowa 51334-2295","www.iowalakes.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","Yes","2122","2122","48%","NA","Fall 2013","$8,537","-","153533","00186400"
"Iowa School of Beauty-Des Moines","3305 70th St, Des Moines, Iowa 50322-3203","iowaschoolofbeauty.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","87","87","67%","NA","Fall 2013","$9,375","Cosmetology/Cosmetologist, General","153597","00826000"
"Iowa School of Beauty-Marshalltown","112 Nicholas Dr, Marshalltown, Iowa 50158","iowaschoolofbeauty.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Town: Distant","No","6","6","29%","NA","Fall 2013","$11,020","Cosmetology and Related Personal Grooming Arts, Other","153171","02330900"
"Iowa School of Beauty-Ottumwa","609 W Second St, Ottumwa, Iowa 52501","iowaschoolofbeauty.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Town: Remote","No","57","57","60%","10%","Fall 2013","$9,939","Cosmetology and Related Personal Grooming Arts, Other","154165","02306900"
"Iowa School of Beauty-Sioux City","3320 Line Drive, Sioux City, Iowa 51106","iowaschoolofbeauty.com","2-year, Private for-profit","Less than one year certificate|Two but less than 4 years certificate","City: Small","No","24","24","78%","NA","Fall 2013","$10,892","Cosmetology and Related Personal Grooming Arts, Other","154457","03441300"
"Iowa State University","1750 Beardshear Hall, Ames, Iowa 50011-2103","www.iastate.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","36350","30671","74%","18%","Fall 2010","$13,623","-","153603","00186900"
"Iowa Wesleyan University","601 N Main Street, Mount Pleasant, Iowa 52641","https://www.iw.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate","Town: Remote","Yes","521","520","28%","54%","Fall 2010","$21,543","-","153621","00187100"
"Iowa Western Community College","2700 College Rd, Council Bluffs, Iowa 51503-1057","www.iwcc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","Yes","6081","6081","25%","28%","Fall 2013","$10,030","-","153630","00459800"
"Kaplan University-Cedar Falls Campus","7009 Nordic Drive, Cedar Falls, Iowa 50613","www.kaplanuniversity.edu/cedar-falls-iowa.aspx","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Small","No","277","245","31%","NA","Fall 2010","$21,960","-","260910","00458607"
"Kaplan University-Cedar Rapids Campus","3165 Edgewood Parkway SW, Cedar Rapids, Iowa 52404","www.kaplanuniversity.edu/cedar-rapids-iowa.aspx","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Midsize","No","489","425","29%","NA","Fall 2010","$16,482","-","153418","00458604"
"Kaplan University-Davenport Campus","1801 East Kimberly Road, Davenport, Iowa 52807-2095","www.kaplanuniversity.edu/home.aspx","4-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Midsize","No","37494","28995","35%","NA","Fall 2010","$18,462","-","260901","00458600"
"Kaplan University-Des Moines Campus","4655 121st Street, Urbandale, Iowa 50323","www.kaplanuniversity.edu/des-moines-iowa.aspx","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","Suburb: Large","No","837","729","41%","NA","Fall 2010","$18,965","-","367024","00458605"
"Kaplan University-Mason City Campus","2570 4th Street SW, Mason City, Iowa 50401","masoncity.kaplanuniversity.edu/Pages/Homepage.aspx","4-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","Town: Remote","No","212","181","56%","NA","Fall 2010","$17,482","-","153409","00458606"
"Kirkwood Community College","6301 Kirkwood Blvd SW, Cedar Rapids, Iowa 52406-2068","www.kirkwood.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","14233","14233","27%","8%","Fall 2013","$9,929","-","153737","00407600"
"La James College of Hairstyling and Cosmetology","24 Second St NE, Mason City, Iowa 50401-3308","www.lajames.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Town: Remote","Yes","79","79","56%","NA","Fall 2013","$9,603","Cosmetology/Cosmetologist, General","153773","00765900"
"La James International College-Cedar Falls","6322 University Ave, Cedar Falls, Iowa 50613","www.ljic.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","43","43","70%","NA","Fall 2013","$13,652","Cosmetology/Cosmetologist, General","153746","01300600"
"La James International College-Davenport","5205 North Brady Street, Davenport, Iowa 52806","www.ljic.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Midsize","No","86","86","43%","NA","Fall 2013","$10,551","Cosmetology/Cosmetologist, General","154332","02134500"
"La James International College-Ft Dodge","2419 5th Avenue South, Fort Dodge, Iowa 50501","www.ljic.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Town: Remote","No","51","51","50%","NA","Fall 2013","$11,012","Cosmetology/Cosmetologist, General","153782","00842400"
"La James International College-Iowa City","227 E Market-Brewery Sq, Iowa City, Iowa 52245","www.ljic.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","47","47","70%","NA","Fall 2013","$13,601","Cosmetology/Cosmetologist, General","154341","00959300"
"La James International College-Johnston","8805 Chambery Blvd, Johnston, Iowa 50131","www.ljic.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","94","94","61%","NA","Fall 2013","$10,571","Cosmetology/Cosmetologist, General","153764","02274100"
"Loras College","1450 Alta Vista, Dubuque, Iowa 52004-0178","www.loras.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","Yes","1524","1463","71%","NA","Fall 2010","$17,958","-","153825","00187300"
"Luther College","700 College Drive, Decorah, Iowa 52101-1045","www.luther.edu","4-year, Private not-for-profit","Bachelor's degree","Town: Remote","Yes","2169","2169","79%","NA","Fall 2010","$25,404","-","153834","00187400"
"Maharishi University of Management","1000 N 4th St, Fairfield, Iowa 52557","https://www.mum.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Town: Remote","Yes","1689","337","58%","NA","Fall 2010","$19,199","-","153861","01111300"
"Marshalltown Community College","3700 S Center St, Marshalltown, Iowa 50158","https://mcc.iavalley.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","Yes","2006","2006","35%","14%","Fall 2013","$8,625","-","153922","00187500"
"Mercy College of Health Sciences","928 Sixth Ave, Des Moines, Iowa 50309-1239","www.mchs.edu","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","771","771","28%","NA","Fall 2010","$20,585","-","153977","00627300"
"Mercy-St Luke's School of Radiologic Technology","1026 A Ave NE, Cedar Rapids, Iowa 52402","https://www.unitypoint.org/cedarrapids/school-of-radiologic-technology.aspx","2-year, Private not-for-profit","Two but less than 4 years certificate","City: Midsize","No","21","21","NA","NA","Fall 2013","NA","-","366571","00423300"
"Morningside College","1501 Morningside Ave, Sioux City, Iowa 51106-1751","https://www.morningside.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","Yes","2902","1321","54%","NA","Fall 2010","$21,304","-","154004","00187900"
"Mount Mercy University","1330 Elmhurst Dr NE, Cedar Rapids, Iowa 52402-4797","www.mtmercy.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Midsize","Yes","1886","1580","58%","NA","Fall 2010","$20,112","-","154013","00188000"
"North Iowa Area Community College","500 College Dr, Mason City, Iowa 50401","www.niacc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","Yes","3023","3023","43%","17%","Fall 2013","$8,957","-","154059","00187700"
"Northeast Iowa Community College","1625 Hwy 150, Calmar, Iowa 52132-0400","www.nicc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Distant","No","4786","4786","39%","13%","Fall 2013","$8,872","-","154110","00458700"
"Northwest Iowa Community College","603 W Park St, Sheldon, Iowa 51201","www.nwicc.edu","2-year, Public","One but less than two years certificate|Associate's degree","Rural: Fringe","Yes","1634","1634","57%","8%","Fall 2013","$10,089","-","154129","00460000"
"Northwestern College","101 Seventh St SW, Orange City, Iowa 51041","https://www.nwciowa.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Distant","Yes","1252","1091","64%","34%","Fall 2010","$22,627","-","154101","00188300"
"Palmer College of Chiropractic","1000 Brady St, Davenport, Iowa 52803-5287","www.palmer.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - professional practice","City: Midsize","Yes","2245","39","NA","NA","Fall 2010","$23,098","-","154174","01230000"
"PCI Academy-Ames","309 Kitty Hawk Dr., Ames, Iowa 50010","www.PCI-Academy.com","2-year, Private for-profit","Less than one year certificate|Two but less than 4 years certificate","City: Small","No","102","102","56%","2%","Fall 2013","$10,746","Cosmetology/Cosmetologist, General","154208","02160900"
"Ross College-Quad Cities","2119 Kimberly Rd., Bettendorf, Iowa 52722","www.rosseducation.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","158","158","41%","NA","Fall 2013","$19,556","-","373085","02339708"
"Saint Ambrose University","518 W Locust St, Davenport, Iowa 52803-2898","www.sau.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","3184","2404","63%","31%","Fall 2010","$24,054","-","154235","00188900"
"Shiloh University","100 Shiloh DR, Kalona, Iowa 52247","www.shilohuniversity.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Rural: Distant","No","59","23","NA","NA","Fall 2010","NA","-","480499",""
"Simpson College","701 North C St, Indianola, Iowa 50125","www.simpson.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Fringe","Yes","1608","1543","63%","NA","Fall 2010","$23,374","-","154350","00188700"
"Southeastern Community College","1500 West Agency Road, West Burlington, Iowa 52655-0180","www.scciowa.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","Yes","2844","2844","29%","17%","Fall 2013","$6,076","-","154378","00184800"
"Southwestern Community College","1501 West Townline Street, Creston, Iowa 50801","www.swcciowa.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","Yes","1646","1646","42%","18%","Fall 2013","$7,706","-","154396","00185700"
"St Luke's College","2720 Stone Park Blvd, Sioux City, Iowa 51104-0263","www.stlukescollege.edu","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","260","260","100%","NA","Fall 2010","$19,560","-","154262","00729100"
"The Salon Professional Academy","1550 South 1st Avenue, Iowa City, Iowa 52240-6083","tspaiowacity.com/","2-year, Private for-profit","Less than one year certificate|Two but less than 4 years certificate","City: Small","No","32","32","59%","NA","Fall 2013","$7,799","Cosmetology/Cosmetologist, General","461731","04177800"
"The Salon Professional Academy","1350 College Square Mall, Cedar Falls, Iowa 50613","tspacedarfalls.com","2-year, Private for-profit","Two but less than 4 years certificate","City: Small","No","23","23","59%","NA","Fall 2013","$9,977","Barbering/Barber","154545","00794100"
"Total Look School of Cosmetology & Massage Therapy","806 W Third St, Cresco, Iowa 52136","www.totallookschool.com/","2-year, Private for-profit","Less than one year certificate|Two but less than 4 years certificate","Rural: Fringe","No","8","8","50%","NA","Fall 2013","NA","Cosmetology/Cosmetologist, General","444909","03607400"
"UnityPoint Health-Des Moines School of Radiologic Technology","1200 Pleasant St, Des Moines, Iowa 50309-1453","www.unitypoint.org/desmoines/radtech","2-year, Private not-for-profit","Two but less than 4 years certificate","City: Midsize","No","18","18","NA","NA","Fall 2013","NA","-","153542","00626700"
"University of Dubuque","2000 University Ave, Dubuque, Iowa 52001","www.dbq.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - professional practice","City: Small","Yes","2294","1924","45%","26%","Fall 2010","$21,069","-","153278","00189100"
"University of Iowa","101 Jessup Hall, Iowa City, Iowa 52242-1316","www.uiowa.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","32011","24476","72%","21%","Fall 2010","$14,161","-","153658","00189200"
"University of Northern Iowa","1227 W 27th St, Cedar Falls, Iowa 50614-0005","www.uni.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree","City: Small","Yes","11905","10104","65%","14%","Fall 2010","$14,831","-","154095","00189000"
"University of Phoenix-Iowa","317 6th Ave, Des Moines, Iowa 50309-4109","www.phoenix.edu","4-year, Private for-profit","Bachelor's degree|Master's degree","City: Midsize","No","4","4","0%","NA","Fall 2010","NA","-","446729","72098885"
"Upper Iowa University","605 Washington St, Fayette, Iowa 52142-1857","www.uiu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","Rural: Remote","Yes","4758","3991","44%","22%","Fall 2010","$23,405","-","154493","00189300"
"Vatterott College-Des Moines","7000 Fleur Drive, Des Moines, Iowa 50321","www.vatterott.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","102","102","48%","NA","Fall 2013","$19,824","-","373058","02609200"
"Waldorf University","106 S Sixth St, Forest City, Iowa 50436-1713","www.waldorf.edu","4-year, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","Town: Remote","Yes","2227","1913","23%","27%","Fall 2010","$17,112","-","154518","00189500"
"Wartburg College","100 Wartburg Blvd., Waverly, Iowa 50677-0903","www.wartburg.edu","4-year, Private not-for-profit","Bachelor's degree","Town: Distant","Yes","1482","1482","69%","NA","Fall 2010","$22,416","-","154527","00189600"
"Wartburg Theological Seminary","333 Wartburg Pl, Dubuque, Iowa 52003-7769","https://www.wartburgseminary.edu","4-year, Private not-for-profit","Master's degree","City: Small","Yes","113","","NA","NA","Fall 2010","NA","-","154536","00189700"
"Western Iowa Tech Community College","4647 Stone Ave, Sioux City, Iowa 51102-5199","https://www.witcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","Yes","5660","5660","25%","17%","Fall 2013","$8,488","-","154572","00731600"
"William Penn University","201 Trueblood Ave, Oskaloosa, Iowa 52577","www.wmpenn.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Town: Remote","Yes","1487","1426","33%","NA","Fall 2010","$20,897","-","154590","00190000"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2015-2016 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
