"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Chemeketa Community College","4000 Lancaster Dr NE, Salem, Oregon 97305","www.chemeketa.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Midsize","No","10797","10797","16%","22%","Fall 2013","$5,750","-","208390","00321800"
"Clackamas Community College","19600 Molalla Ave, Oregon City, Oregon 97045-8980","www.clackamas.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","6777","6777","22%","26%","Fall 2013","$5,478","-","208406","00487800"
"Clatsop Community College","1651 Lexington Avenue, Astoria, Oregon 97103","www.clatsopcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","900","900","21%","15%","Fall 2013","$8,533","-","208415","00318900"
"College of Cosmetology","357 E Main St, Klamath Falls, Oregon 97601-3233","COLLEGEOFCOS.COM","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Town: Remote","No","47","47","61%","17%","Fall 2013","$8,309","Cosmetology/Cosmetologist, General","210340","02106100"
"College of Hair Design Careers","1684 Clay St NE, Salem, Oregon 97301-1952","www.collegeofhairdesigncareers.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Midsize","No","54","54","49%","2%","Fall 2013","$6,302","Cosmetology/Cosmetologist, General","208433","02337900"
"Columbia Gorge Community College","400 E Scenic Dr, The Dalles, Oregon 97058","www.cgcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","No","902","902","19%","35%","Fall 2013","$9,213","-","420556","04151900"
"Concorde Career College-Portland","1425 NE Irving Street, Bldg 300, Portland, Oregon 97232-4203","www.concorde.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","602","602","78%","NA","Fall 2013","$22,354","Medical/Clinical Assistant","208479","00888700"
"Concordia University-Portland","2811 NE Holman Street, Portland, Oregon 97211-6099","www.cu-portland.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","5455","1197","44%","NA","Fall 2010","$22,518","-","208488","00319100"
"Corban University","5000 Deer Park Dr SE, Salem, Oregon 97317-9392","www.corban.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree","City: Midsize","Yes","1193","1022","59%","32%","Fall 2010","$23,227","-","210331","00133900"
"East West College of the Healing Arts","525 NE Oregon St, Portland, Oregon 97232-0000","www.eastwestcollege.edu","< 2-year, Private for-profit","Less than one year certificate","City: Large","No","212","212","NA","NA","2013-14","NA","Massage Therapy/Therapeutic Massage","208637","03074500"
"Eastern Oregon University","One University Blvd, La Grande, Oregon 97850","www.eou.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Remote","Yes","3176","2873","31%","47%","Fall 2010","$14,973","-","208646","00319300"
"George Fox University","414 N Meridian St, Newberg, Oregon 97132","www.georgefox.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Fringe","Yes","4139","2707","64%","NA","Fall 2010","$27,935","-","208822","00319400"
"Institute of Technology","4700 Silverton Road NE, Salem, Oregon 97305","www.iot.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Midsize","No","311","311","66%","NA","2013-14","$24,405","Medical/Clinical Assistant","441663","03642300"
"Klamath Community College","7390 South Sixth Street, Klamath Falls, Oregon 97603-7121","https://www.klamathcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","No","1434","1434","21%","23%","Fall 2013","$6,837","-","428392","03428300"
"Lane Community College","4000 E 30th Ave, Eugene, Oregon 97405-0640","www.Lanecc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Rural: Fringe","Yes","9042","9042","11%","22%","Fall 2013","$8,099","-","209038","00319600"
"Le Cordon Bleu College of Culinary Arts-Portland","600 SW 10th Avenue, Suite 500, Portland, Oregon 97205-2793","www.chefs.edu/portland","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","121","121","47%","NA","Fall 2013","NA","-","375841","03022600"
"Lewis & Clark College","0615 S W Palatine Hill Rd, Portland, Oregon 97219-7899","www.lclark.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","3419","2134","79%","NA","Fall 2010","$35,849","-","209056","00319700"
"Linfield College-McMinnville Campus","900 SE Baker, McMinnville, Oregon 97128-6894","www.linfield.edu","4-year, Private not-for-profit","Bachelor's degree","Town: Distant","Yes","1632","1632","70%","NA","Fall 2010","$28,389","-","209065","00319800"
"Linfield College-Online and Continuing Education","900 SE Baker Street, McMinnville, Oregon 97128-6894","www.linfield.edu/dce.html","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate","Town: Distant","No","307","279","NA","NA","Fall 2010","NA","-","437325",""
"Linfield College-School of Nursing","2255 NW Northrup St, Portland, Oregon 97210-2932","www.linfield.edu/portland.html","4-year, Private not-for-profit","Bachelor's degree","City: Large","Yes","343","343","NA","NA","Fall 2010","NA","-","437316","00319801"
"Linn-Benton Community College","6500 Pacific Blvd SW, Albany, Oregon 97321","https://www.linnbenton.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","5775","5775","15%","17%","Fall 2013","$10,432","-","209074","00693800"
"Marylhurst University","17600 Pacific Hwy (Hwy 43), Marylhurst, Oregon 97036-0261","www.marylhurst.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Suburb: Large","No","808","398","22%","33%","Fall 2010","$22,854","-","209108","00319900"
"Mount Angel Seminary","1 Abbey Drive, Saint Benedict, Oregon 97373-0505","www.mountangelabbey.org/seminary","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree","Town: Fringe","Yes","190","59","60%","40%","Fall 2010","$31,935","-","209241","00320300"
"Mt Hood Community College","26000 SE Stark St, Gresham, Oregon 97030","www.mhcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","9170","9170","21%","21%","Fall 2013","$6,481","-","209250","00320400"
"Multnomah University","8435 NE Glisan St, Portland, Oregon 97220","https://www.multnomah.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree","City: Large","Yes","713","416","48%","26%","Fall 2010","$20,174","-","209287","00320600"
"National University of Natural Medicine","049 SW Porter Street, Portland, Oregon 97201-4848","www.nunm.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - professional practice","City: Large","No","624","29","NA","NA","Fall 2010","NA","-","209296","02534000"
"New Hope Christian College-Eugene","2155 Bailey Hill Rd, Eugene, Oregon 97405","www.newhope.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","City: Midsize","Yes","102","93","32%","32%","Fall 2010","$16,067","-","208725","02159700"
"Northwest Christian University","828 E. 11th Ave., Eugene, Oregon 97401-3745","www.nwcu.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","766","566","51%","32%","Fall 2010","$19,894","-","209409","00320800"
"Northwest College-Beaverton","4200 SW Watson Ave, Beaverton, Oregon 97005","www.nwcollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","86","86","82%","NA","Fall 2013","$14,842","Cosmetology/Cosmetologist, General","209083","02101002"
"Northwest College-Clackamas","8307 S.E. Monterey Ave, Happy Valley, Oregon 97086","www.nwcollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","72","72","69%","NA","Fall 2013","$10,355","Cosmetology/Cosmetologist, General","209205","02101000"
"Northwest College-Eugene","3150 Gateway Loop, Springfield, Oregon 97477","www.nwcollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Midsize","No","163","163","78%","NA","Fall 2013","$14,507","Cosmetology/Cosmetologist, General","468246","02101003"
"Northwest College-Hillsboro","1049 SW Baseline Rd, Suite 500, Building E, Hillsboro, Oregon 97123","www.nwcollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Midsize","No","76","76","79%","NA","Fall 2013","$14,439","Cosmetology/Cosmetologist, General","441168","02101001"
"Northwest College-Medford","2241 Tower East, Medford, Oregon 97504-9998","www.nwcollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","134","134","67%","2%","Fall 2013","$14,642","Cosmetology/Cosmetologist, General","484950","02101005"
"Northwest College-Tualatin","8345 SW Nyberg Street, Tualatin, Oregon 97062-9462","www.nwcollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","82","82","73%","NA","Fall 2013","$13,115","Cosmetology/Cosmetologist, General","468255","02101004"
"Oregon Coast Community College","400 SE College Way, Newport, Oregon 97366","www.oregoncoastcc.org","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","416","416","16%","39%","Fall 2013","$7,920","-","423652","00321320"
"Oregon College of Art and Craft","8245 SW Barnes Rd, Portland, Oregon 97225","www.ocac.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","163","123","50%","25%","Fall 2010","$28,578","-","209533","03007300"
"Oregon College of Oriental Medicine","75 NW Couch, Portland, Oregon 97209","ocom.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree","City: Large","No","272","","NA","NA","Fall 2010","NA","-","369659","02603700"
"Oregon Health & Science University","3181 SW Sam Jackson Park Rd, Portland, Oregon 97239-3098","www.ohsu.edu/xd","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","2899","777","NA","NA","Fall 2010","NA","-","209490","00488200"
"Oregon Institute of Technology","3201 Campus Drive, Klamath Falls, Oregon 97601-8801","www.oit.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Remote","Yes","5223","5145","47%","NA","Fall 2010","$16,425","-","209506","00321100"
"Oregon State University","1500 SW Jefferson Avenue, Corvallis, Oregon 97331","oregonstate.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","30354","25327","63%","24%","Fall 2010","$19,484","-","209542","00321000"
"Oregon State University-Cascades Campus","1500 SW Chandler Avenue, Bend, Oregon 97702","www.osucascades.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","No","1122","912","NA","NA","Fall 2010","$16,027","-","440828","00321001"
"Pacific Bible College","28 S Fir Street STE 212, Medford, Oregon 97501","pacificbible.com","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","City: Small","No","39","39","0%","NA","Fall 2013","NA","-","407610",""
"Pacific Northwest College of Art","511 NW Broadway, Portland, Oregon 97209-3404","pnca.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","478","403","32%","NA","Fall 2010","$35,840","-","209603","00320700"
"Pacific University","2043 College Way, Forest Grove, Oregon 97116","www.pacificu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","3909","1930","58%","NA","Fall 2010","$30,130","-","209612","00321200"
"Paul Mitchell the School-Portland","234 SW Broadway, Portland, Oregon 97205","paulmitchell.edu/portland","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","150","150","58%","6%","Fall 2013","$9,414","Cosmetology/Cosmetologist, General","208187","02311000"
"Phagans Beauty College","1565 SW 53rd Street, Corvallis, Oregon 97333","www.phagans-schools.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","65","65","69%","4%","Fall 2013","$7,985","Cosmetology/Cosmetologist, General","209667","01234800"
"Phagans Central Oregon Beauty College","1310 Cushing Drive, Bend, Oregon 97701","www.phagans-schools.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","107","107","72%","2%","Fall 2013","$8,840","Cosmetology/Cosmetologist, General","209676","01234700"
"Phagans Grants Pass College of Beauty","304 NE Agness Ave.  Suite F, Grants Pass, Oregon 97526","www.phagans-schools.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","37","37","86%","2%","Fall 2013","$9,710","Cosmetology/Cosmetologist, General","208859","03185300"
"Phagans Medford Beauty School","2320 Poplar Dr, Medford, Oregon 97504","www.phagans-schools.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","43","43","76%","4%","Fall 2013","$6,685","Cosmetology/Cosmetologist, General","209153","01012200"
"Phagans Newport Academy of Cosmetology Careers","158 E Olive Street, Newport, Oregon 97365","www.phagans-schools.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Town: Distant","No","21","21","78%","NA","Fall 2013","$8,781","Cosmetology/Cosmetologist, General","414452","03074400"
"Phagans School of Beauty","622 Lancaster Dr NE, Salem, Oregon 97301","www.phagans-schools.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Midsize","No","27","27","61%","15%","Fall 2013","$8,141","Cosmetology/Cosmetologist, General","209694","01235100"
"Phagans School of Hair Design","12000 SE 82nd Avenue Suite 4010, Happy Valley, Oregon 97086","www.phagans.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","161","161","72%","NA","Fall 2013","$9,343","Cosmetology/Cosmetologist, General","209700","01235000"
"Phagans School of Hair Design-Portland","1542 NE Weidler Ave, Portland, Oregon 97232","www.phagans.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Large","No","102","102","60%","NA","Fall 2013","$10,207","Cosmetology/Cosmetologist, General","208655","02201900"
"Pioneer Pacific College","27501 SW Parkway Ave, Wilsonville, Oregon 97070-9296","www.pioneerpacific.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","1078","1078","60%","NA","Fall 2010","$21,323","-","210076","02330100"
"Portland Actors Conservatory","1515 SW Morrison Street, Portland, Oregon 97205","pac.edu","2-year, Private not-for-profit","Two but less than 4 years certificate","City: Large","No","13","13","56%","NA","Fall 2013","$21,491","-","457925","04146500"
"Portland Community College","12000 SW 49th Avenue, Portland, Oregon 97219-7132","www.pcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Large","No","28494","28494","16%","17%","Fall 2013","$7,082","-","209746","00321300"
"Portland State University","724 SW Harrison, Portland, Oregon 97201","www.pdx.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","26627","21071","48%","1%","Fall 2010","$14,481","-","209807","00321600"
"Reed College","3203 SE Woodstock Blvd, Portland, Oregon 97202-8199","www.reed.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","1427","1410","78%","15%","Fall 2010","$27,805","-","209922","00321700"
"Rogue Community College","3345 Redwood Hwy, Grants Pass, Oregon 97527-9291","www.roguecc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","4901","4901","13%","13%","Fall 2013","$8,764","-","209940","01018200"
"Roseburg Beauty College","700 SE Stephens St, Roseburg, Oregon 97470","roseburgbeautycollege.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Town: Remote","No","30","30","61%","NA","Fall 2013","$10,408","Cosmetology/Cosmetologist, General","209986","02344100"
"Sage School of Massage & Esthetics","369 NE Revere Ave Suite 101, Bend, Oregon 97701","https://www.sageschoolofmassage.com/","< 2-year, Private for-profit","Less than one year certificate","City: Small","No","25","25","93%","NA","2013-14","$15,618","Massage Therapy/Therapeutic Massage","459499","04167400"
"Southern Oregon University","1250 Siskiyou Blvd, Ashland, Oregon 97520","www.sou.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Midsize","Yes","6243","5607","39%","NA","Fall 2010","$8,939","-","210146","00321900"
"Southwestern Oregon Community College","1988 Newmark Ave, Coos Bay, Oregon 97420-2193","www.socc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","Yes","2160","2160","39%","20%","Fall 2013","$9,657","-","210155","00322000"
"Springfield College of Beauty","307 Q Street, Springfield, Oregon 97477","springfieldcollegeofbeauty.com/index.html","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Midsize","No","43","43","70%","7%","Fall 2013","$8,520","Cosmetology/Cosmetologist, General","210100","00958100"
"Summit Salon Academy-Portland","8820 SW Center, Tigard, Oregon 97223","www.summitsalonacademyportland.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","30","30","90%","NA","Fall 2013","$13,014","Cosmetology/Cosmetologist, General","209719","01300800"
"Sumner College","15115 SW Sequoia Parkway #200, Portland, Oregon 97224","sumnercollege.edu/","2-year, Private for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Large","No","260","260","79%","NA","Fall 2013","$16,321","Licensed Practical/Vocational Nurse Training","208512","02104900"
"The Art Institute of Portland","1122 NW Davis St., Portland, Oregon 97209-2911","www.artinstitutes.edu/portland/","4-year, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree","City: Large","No","695","695","27%","2%","Fall 2010","$22,407","-","208239","00781900"
"Tillamook Bay Community College","4301 Third St., Tillamook, Oregon 97141","www.tbcc.cc.or.us/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","261","261","18%","24%","Fall 2013","$8,223","-","420723","04194900"
"Treasure Valley Community College","650 College Blvd, Ontario, Oregon 97914","www.tvcc.cc","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","Yes","2017","2017","19%","20%","Fall 2013","$11,974","-","210234","00322100"
"Umpqua Community College","1140 Umpqua College Rd., Roseburg, Oregon 97470-0226","www.umpqua.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","2209","2209","20%","NA","Fall 2013","$7,958","-","210270","00322200"
"University of Oregon","110 Johnson Hall, Eugene, Oregon 97403","www.uoregon.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","23546","20049","72%","20%","Fall 2010","$15,355","-","209551","00322300"
"University of Phoenix-Oregon","Triangle Corporate Park, 13221 SW 68th Pkwy, Tigard, Oregon 97223-8328","www.phoenix.edu","4-year, Private for-profit","Bachelor's degree|Master's degree","Suburb: Large","No","106","103","17%","NA","Fall 2010","NA","-","432241","42098847"
"University of Portland","5000 N Willamette Blvd, Portland, Oregon 97203-5798","https://www1.up.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","4383","3798","82%","NA","Fall 2010","$31,736","-","209825","00322400"
"University of Western States","2900 NE 132nd Ave, Portland, Oregon 97230-3099","https://www.uws.edu/","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","964","72","67%","NA","Fall 2010","NA","-","210438","01230900"
"Warner Pacific College","2219 SE 68th Ave, Portland, Oregon 97215","www.warnerpacific.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","Yes","483","480","41%","42%","Fall 2010","$22,786","-","210304","00322500"
"Warner Pacific College Adult Degree Program","2600 SE 98th Ave Ste 200, Portland, Oregon 97266","www.warnerpacific.edu/admissions/adult-degree-program","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","No","639","538","50%","7%","Fall 2010","$19,607","-","480198","00322500"
"Western Oregon University","345 North Monmouth Ave, Monmouth, Oregon 97361-1394","www.wou.edu","4-year, Public","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Fringe","Yes","5382","4833","39%","NA","Fall 2010","$16,486","-","210429","00320900"
"Western Seminary","5511 SE Hawthorne Blvd, Portland, Oregon 97215-3367","www.westernseminary.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","No","712","","NA","NA","Fall 2010","NA","-","210368","00717800"
"Willamette University","900 State St, Salem, Oregon 97301","www.willamette.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - professional practice","City: Midsize","Yes","2556","1997","78%","NA","Fall 2010","$32,628","-","210401","00322700"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2015-2016 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
