"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Arizona Christian University","2625 E Cactus Rd, Phoenix, Arizona 85032-7097","www.arizonachristian.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","Yes","820","820","36%","49%","Fall 2010","$22,491","-","105899","00711300"
"Arizona College-Glendale","4425 W Olive Avenue Suite 300, Glendale, Arizona 85302","www.arizonacollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","494","494","44%","NA","Fall 2013","$18,865","-","421708","03115000"
"Arizona College-Mesa","163 N Dobson Rd, Mesa, Arizona 85201","www.arizonacollege.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","438","438","NA","NA","Fall 2010","$20,711","-","482990","03115001"
"Arizona Culinary Institute","10585 N 114th St Ste 401, Scottsdale, Arizona 85259","www.azculinary.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","110","110","80%","NA","2013-14","$31,304","Culinary Arts/Chef Training","450951","04120900"
"Arizona School of Acupuncture and Oriental Medicine","2856 E Fort Lowell Rd, Tucson, Arizona 85716-1518","www.asaom.edu","4-year, Private for-profit","Master's degree","City: Large","No","30","","NA","NA","Fall 2010","NA","-","446039","03695500"
"Arizona School of Integrative Studies","639 N 6th ave, Tucson, Arizona 85705","asismassage.edu/","< 2-year, Private for-profit","Less than one year certificate","City: Large","No","178","178","NA","NA","2013-14","$11,994","Massage Therapy/Therapeutic Massage","484163","04233100"
"Arizona State University-Downtown Phoenix","411 N Central Ave, Phoenix, Arizona 85004","www.asu.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","11737","9238","67%","NA","Fall 2010","$12,876","-","448886","00108103"
"Arizona State University-Polytechnic","7001 E Williams Field Road, Mesa, Arizona 85212","www.asu.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","4380","3869","61%","NA","Fall 2010","$12,370","-","420574","00108102"
"Arizona State University-Skysong","1475 N Scottsdale Rd, Scottsdale, Arizona 85257","www.asu.edu/","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Midsize","Yes","26200","20594","20%","NA","Fall 2010","$12,981","-","483124","00108159"
"Arizona State University-Tempe","University Drive and Mill Avenue, Tempe, Arizona 85287","www.asu.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Midsize","Yes","51869","42477","67%","NA","Fall 2010","$13,007","-","104151","00108100"
"Arizona State University-West","4701 W Thunderbird Road, Glendale, Arizona 85306","www.asu.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","3663","3264","65%","NA","Fall 2010","$8,692","-","407009","00108101"
"Arizona Summit Law School","One North Central Avenue, Phoenix, Arizona 85004","www.azsummitlaw.edu","4-year, Private for-profit","Doctor's degree - professional practice","City: Large","No","386","","NA","NA","Fall 2010","NA","-","450942","04131400"
"Arizona Western College","2020 S. Avenue 8E, Yuma, Arizona 85365-8834","www.azwestern.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","Yes","7569","7569","17%","16%","Fall 2013","$9,240","-","104160","00107100"
"Avalon School of Cosmetology-Mesa","2111 S Alma School Rd Ste 21, Mesa, Arizona 85210","avalon.edu/locations/mesa-az/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","286","286","85%","NA","2013-14","$12,975","Cosmetology/Cosmetologist, General","104568","01085800"
"Avalon School of Cosmetology-Phoenix","410 E Bell Road, Suite G100, Phoenix, Arizona 85022","avalon.edu/locations/phoenix-az/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","278","278","66%","NA","2013-14","$12,707","Cosmetology/Cosmetologist, General","474915","01085801"
"Aveda Institute-Phoenix","8475 S Emerald Drive, Tempe, Arizona 85284","avedainstitutephoenix.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","164","164","77%","NA","2013-14","$13,592","Cosmetology/Cosmetologist, General","484899","04194501"
"Aveda Institute-Tucson","845 North Park Avenue, Tucson, Arizona 85719-4876","www.avedainstitutetucson.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","175","175","79%","NA","2013-14","$17,505","Cosmetology/Cosmetologist, General","476753","04194500"
"Brookline College-Phoenix","2445 W. Dunlap Ave., Ste. 100, Phoenix, Arizona 85021","www.brooklinecollege.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","No","1218","1101","39%","NA","Fall 2010","$26,629","Registered Nursing/Registered Nurse","104090","02218800"
"Brookline College-Tempe","1140-1150 S. Priest Drive, Tempe, Arizona 85281","brooklinecollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","432","432","55%","NA","Fall 2013","$21,576","Medical/Clinical Assistant","404055","02218804"
"Brookline College-Tucson","5441 E. 22nd St, Ste.125, Tucson, Arizona 85711","www.brooklinecollege.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree","City: Large","No","379","379","57%","NA","Fall 2010","$22,178","Medical/Clinical Assistant","438179","02218805"
"Brown Mackie College-Phoenix","13430 N Black Canyon Ste. 190, Phoenix, Arizona 85029","www.brownmackie.edu/locations/phoenix","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","242","242","24%","NA","Fall 2010","NA","-","456612","04051327"
"Brown Mackie College-Tucson","4585 E Speedway Blvd., Tucson, Arizona 85712","www.brownmackie.edu/locations/tucson","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","171","171","26%","NA","Fall 2010","NA","-","104364","04051325"
"Bryan University","350 W Washington St, Tempe, Arizona 85281","bryanuniversity.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","No","1489","1489","18%","2%","Fall 2010","$18,826","-","110219","00716400"
"Bryan University - Tempe","350 West Washington Street, Tempe, Arizona 85281-1495","bryanuniversity.edu","4-year, Private for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","No","","","NA","NA","Fall 2010","NA","-","11021901","00716401"
"Carrington College-Mesa","1001 W. Southern Ave., Ste. 130, Mesa, Arizona 85210","www.carrington.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","599","599","73%","2%","Fall 2013","$18,026","Medical/Clinical Assistant","103909","02100611"
"Carrington College-Phoenix East","2149 W. Dunlap Ave., Phoenix, Arizona 85021","www.carrington.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","261","261","51%","11%","Fall 2013","$25,240","Registered Nursing/Registered Nurse","250601","02100608"
"Carrington College-Phoenix North","8503 N. 27th Ave., Phoenix, Arizona 85051-4063","www.carrington.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","653","653","67%","5%","Fall 2013","$19,411","Medical/Clinical Assistant","103893","02100600"
"Carrington College-Tucson","201 N. Bonita Ave., Ste. 101, Tucson, Arizona 85745","www.carrington.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","308","308","73%","2%","2013-14","$17,385","Medical/Clinical Assistant","103927","02100607"
"Carsten Institute of Cosmetology","4415 E Indian School Road, Phoenix, Arizona 85018","carsten.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","12","12","80%","NA","2013-14","$9,061","Cosmetology/Cosmetologist, General","419156","03097800"
"Central Arizona College","8470 N Overfield Rd, Coolidge, Arizona 85128-9030","www.centralaz.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","Yes","5585","5585","20%","8%","Fall 2013","$5,090","-","104346","00728300"
"Chamberlain University-Arizona","2149 W. Dunlap Avenue, Phoenix, Arizona 85021","www.chamberlain.edu","4-year, Private for-profit","Bachelor's degree","City: Large","No","674","674","100%","NA","Fall 2010","$30,873","-","454245","00638503"
"Chandler-Gilbert Community College","2626 E Pecos Rd, Chandler, Arizona 85225-2499","www.cgc.maricopa.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Large","Yes","14630","14630","25%","33%","Fall 2013","$7,822","-","364025","03072200"
"Charles of Italy Beauty College","1987 McCulloch Blvd, Suite 205, Lake Havasu City, Arizona 86403","www.charlesofitaly.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","60","60","71%","NA","2013-14","$9,912","Cosmetology/Cosmetologist, General","104391","02280500"
"Cochise County Community College District","901 N Colombo Ave, Sierra Vista, Arizona 85635-2317","https://www.cochise.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Distant","Yes","4213","4213","23%","21%","Fall 2013","$5,160","-","104425","00107200"
"Coconino Community College","2800 S. Lone Tree Rd., Flagstaff, Arizona 86005-2701","www.coconino.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","3608","3608","16%","29%","Fall 2013","$10,037","-","404426","03100400"
"CollegeAmerica-Flagstaff","399 Malpais, Flagstaff, Arizona 86001","www.collegeamerica.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Small","No","101","101","30%","4%","Fall 2010","$28,034","-","103945","03120300"
"CollegeAmerica-Phoenix","9801 N. Metro Parkway East, Phoenix, Arizona 85051","www.collegeamerica.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","No","580","580","40%","NA","Fall 2010","$24,322","-","474890","03120301"
"Conservatory of Recording Arts and Sciences","2300 E Broadway Rd, Tempe, Arizona 85282-1707","www.cras.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","612","612","73%","NA","2013-14","$22,678","Recording Arts Technology/Technician","262341","03034400"
"Cortiva Institute-Scottsdale","8010 East McDowell Road #214, Scottsdale, Arizona 85257","www.cortiva.com/","< 2-year, Private for-profit","Less than one year certificate","City: Midsize","No","89","89","80%","NA","2013-14","$17,129","Massage Therapy/Therapeutic Massage","105482","02623800"
"Cortiva Institute-Tucson","6390 E. Broadway, Suite 100, Tucson, Arizona 85710","www.cortiva.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","89","89","81%","NA","2013-14","$18,895","Massage Therapy/Therapeutic Massage","104504","02582700"
"DeVry University-Arizona","2149 W. Dunlap Ave., Phoenix, Arizona 85021","https://www.devry.edu","4-year, Private for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","973","724","27%","28%","Fall 2010","$29,039","-","482422","01072702"
"Dine College","Route 12, One Circle Drive, Tsaile, Arizona 86556","www.dinecollege.edu","4-year, primarily associate's, Public","One but less than two years certificate|Associate's degree|Bachelor's degree","Rural: Remote","Yes","1396","1396","30%","43%","Fall 2010","$10,065","-","105297","00824600"
"East Valley Institute of Technology","1601 W Main St, Mesa, Arizona 85201","www.evit.com","< 2-year, Public","Less than one year certificate|One but less than two years certificate","City: Large","No","192","192","94%","6%","2013-14","$6,909","Cosmetology/Cosmetologist, General","441210","03572300"
"Eastern Arizona College","615 N. Stadium Ave., Thatcher, Arizona 85552-0769","www.eac.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Remote","Yes","6423","6423","30%","5%","Fall 2013","$8,000","-","104577","00107300"
"Embry-Riddle Aeronautical University-Prescott","3700 Willow Creek Road, Prescott, Arizona 86301-3720","prescott.erau.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Rural: Fringe","Yes","2439","2377","63%","NA","Fall 2010","$32,681","-","104586","00147902"
"Empire Beauty School-Avondale","9945 W McDowell Road #112, Avondale, Arizona 85323","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Midsize","No","198","198","47%","NA","2013-14","$11,769","Cosmetology/Cosmetologist, General","447148","01260606"
"Empire Beauty School-Chandler","2978 N Alma School Rd #1-3, Chandler, Arizona 85224","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","62","62","38%","NA","2013-14","$11,789","Cosmetology/Cosmetologist, General","104443","01054208"
"Empire Beauty School-Flagstaff","1790 E Rte 66, Flagstaff, Arizona 86004","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","35","35","67%","NA","2013-14","$12,245","Cosmetology/Cosmetologist, General","104434","01054207"
"Empire Beauty School-NW Phoenix","2727 W. Glendale Ave. #200, Phoenix, Arizona 85051","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","95","95","31%","NA","2013-14","$13,355","Cosmetology/Cosmetologist, General","106111","00945915"
"Empire Beauty School-Tucson","3030 E Speedway Blvd, Tucson, Arizona 85716","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","104","104","39%","NA","2013-14","$12,461","Cosmetology/Cosmetologist, General","103741","00966403"
"Estrella Mountain Community College","3000 N Dysart Rd, Avondale, Arizona 85392-1000","www.estrellamountain.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Midsize","No","9344","9344","18%","30%","Fall 2013","$6,976","-","384333","03156300"
"Florida Career College-UEI College-Phoenix","9215 N. Black Canyon Highway, Phoenix, Arizona 85021-2718","www.uei.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","274","274","44%","NA","Fall 2013","$33,659","Medical/Clinical Assistant","487481","02305812"
"Fortis College-Phoenix","555 N 18 St Ste 110, Phoenix, Arizona 85006","fortiscollege.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Large","No","260","260","79%","NA","Fall 2013","$24,019","-","456180","02190702"
"GateWay Community College","108 N. 40th Street, Phoenix, Arizona 85034","www.gatewaycc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Large","No","5058","5058","13%","34%","Fall 2013","$7,616","-","105145","00830300"
"GateWay Community College-Central City","1245 E Buckeye, Phoenix, Arizona 85034-4101","www.maricopaskillcenter.com/","< 2-year, Public","Less than one year certificate|One but less than two years certificate","City: Large","No","625","625","40%","NA","2013-14","$11,896","Cosmetology/Cosmetologist, General","246895","00830302"
"Glendale Community College","6000 W Olive Ave, Glendale, Arizona 85302","www.gccaz.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","19000","19000","17%","28%","Fall 2013","$7,065","-","104708","00107600"
"Golf Academy of America-Phoenix","2031 N. Arizona Ave., Suite 2, Chandler, Arizona 85225","www.golfacademy.edu","2-year, Private for-profit","Associate's degree","Suburb: Large","No","99","99","87%","NA","Fall 2013","$22,786","-","430166","03010613"
"Grand Canyon University","3300 W Camelback Rd, Phoenix, Arizona 85017","www.gcu.edu","4-year, Private for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","Yes","75834","46297","43%","NA","Fall 2010","$21,168","-","104717","00107400"
"Hair Academy of Safford","1550 West Thatcher Blvd, Safford, Arizona 85546","hairacademysafford.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Rural: Fringe","No","57","57","50%","NA","2013-14","$5,244","Cosmetology/Cosmetologist, General","105701","03005000"
"HDS Truck Driving Institute","6251 S. Wilmot Road, Tucson, Arizona 85706","www.hdstruckdrivinginstitute.com","< 2-year, Private for-profit","Less than one year certificate","Rural: Fringe","No","95","95","88%","NA","2013-14","$16,789","Truck and Bus Driver/Commercial Vehicle Operator and Instructor","439668","03445300"
"International Academy of Hair Design","4812 S Mill Ave, Tempe, Arizona 85282-6730","www.internationalacademyofhairdesign.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","55","55","40%","3%","2013-14","$13,279","Cosmetology/Cosmetologist, General","104911","01300519"
"International Baptist College and Seminary","2211 W Germann Road, Chandler, Arizona 85286","www.ibcs.edu/ibc/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree|Doctor's degree","Suburb: Large","Yes","90","66","43%","50%","Fall 2010","$13,582","-","436614","03347300"
"International School of Cosmetology-Toni & Guy Hairdressing Academy","8939 E Indian Bean Rd Ste B-2, Scottsdale, Arizona 85250","https://www.toniguy.edu/","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","66","66","78%","NA","2013-14","$14,190","Cosmetology/Cosmetologist, General","480347","02255402"
"Le Cordon Bleu College of Culinary Arts-Scottsdale","8100 E Camelback Rd, Suite 1001, Scottsdale, Arizona 85251-2729","www.chefs.edu/scottsdale","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","601","601","47%","NA","Fall 2010","NA","-","262332","02616700"
"Mesa Community College","1833 W Southern Ave, Mesa, Arizona 85202","www.mesacc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","20508","20508","15%","28%","Fall 2013","$7,661","-","105154","00107700"
"Midwestern University-Glendale","19555 N 59th Ave, Glendale, Arizona 85308","www.midwestern.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","3552","","NA","NA","Fall 2010","NA","-","423643","00165701"
"Mohave Community College","1971 Jagerson Ave, Kingman, Arizona 86409-1238","https://www.mohave.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","4230","4230","16%","7%","Fall 2013","$7,111","-","105206","01186400"
"National Paralegal College","717 E Maryland Ave, Phoenix, Arizona 85014-1561","nationalparalegal.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","No","868","776","43%","NA","Fall 2010","$15,043","-","461023","04157400"
"Northern Arizona University","1900 S. Knoles Dr., Babbitt Administrative Center, Room 200, Flagstaff, Arizona 86011-4092","https://nau.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","30361","26500","53%","NA","Fall 2010","$14,678","-","105330","00108200"
"Northland Pioneer College","2251 E. Navajo Blvd., Holbrook, Arizona 86025-0610","www.npc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","3044","3044","9%","17%","Fall 2013","$6,236","-","105349","01186200"
"Ottawa University-Phoenix","9414 North 25th Avenue, Phoenix, Arizona 85021","www.ottawa.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate","City: Large","No","577","300","NA","NA","Fall 2010","NA","-","105367","00193701"
"Paradise Valley Community College","18401 N 32nd St, Phoenix, Arizona 85032","www.pvc.maricopa.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","8393","8393","22%","38%","Fall 2013","$7,605","-","364016","02623600"
"Paul Mitchell the School-Phoenix","3423 W Bethany Home Road, Phoenix, Arizona 85017","paulmitchell.edu/phoenix","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","119","119","64%","NA","2013-14","$17,957","Cosmetology/Cosmetologist, General","459116","04174100"
"Penrose Academy","13402 North Scottsdale Road; Suite B160, Scottsdale, Arizona 85254-4065","penrose.edu/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","204","204","91%","NA","2013-14","$20,071","Cosmetology/Cosmetologist, General","460914","04175300"
"Phoenix College","1202 W Thomas Rd, Phoenix, Arizona 85013","www.phoenixcollege.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","11508","11508","15%","28%","Fall 2013","$7,039","-","105428","00107800"
"Phoenix Institute of Herbal Medicine & Acupuncture","301 E Bethany Home Rd Ste A100, Phoenix, Arizona 85012","www.pihma.edu","4-year, Private for-profit","Master's degree","City: Large","No","110","","NA","NA","Fall 2010","NA","-","447698","03617500"
"Phoenix Seminary","7901 E. Shea Blvd., Scottsdale, Arizona 85260","www.ps.edu/","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","No","192","","NA","NA","Fall 2010","NA","-","381459","03478400"
"Pima Community College","4905C East  Broadway Blvd., Tucson, Arizona 85709-1275","www.pima.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","24956","24956","13%","18%","Fall 2013","$3,970","-","105525","00726600"
"Pima Medical Institute-East Valley","2160 S Power Rd, Mesa, Arizona 85209","pmi.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","445","445","81%","1%","Fall 2013","$18,478","Medical/Clinical Assistant","456038","02217111"
"Pima Medical Institute-Mesa","957 S. Dobson Road, Mesa, Arizona 85202","pmi.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","1037","1037","77%","NA","Fall 2013","$19,040","Medical/Clinical Assistant","260691","02217101"
"Pima Medical Institute-Phoenix","13610 N. Black Canyon Highway, Phoenix, Arizona 85029-4929","www.pmi.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","431","431","NA","NA","Fall 2013","$20,624","Medical/Clinical Assistant","486822","04177101"
"Pima Medical Institute-Tucson","3350 East Grant Road, Suite 200, Tucson, Arizona 85716","pmi.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","2109","2109","78%","NA","Fall 2010","$20,478","Medical/Clinical Assistant","105534","02217100"
"Prescott College","220 Grove Ave, Prescott, Arizona 86301","www.prescott.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Small","Yes","702","355","31%","NA","Fall 2010","$25,280","-","105589","02065300"
"Pure Aesthetics","2850 East Speedway Boulevard, Tucson, Arizona 85716-3823","www.pureaesthetics.edu","< 2-year, Private for-profit","Less than one year certificate","City: Large","No","36","36","75%","NA","2013-14","$9,160","Aesthetician/Esthetician and Skin Care Specialist","461713","04177500"
"Refrigeration School Inc","4210 E Washington Street, Phoenix, Arizona 85034-1816","https://www.refrigerationschool.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","657","657","71%","NA","Fall 2013","$21,887","Electromechanical Technology/Electromechanical Engineering Technology","105659","01168900"
"Regional Center for Border Health","3850 West 16th Street, Yuma, Arizona 85364-4106","www.rcbh.edu/index.html","< 2-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","57","57","NA","NA","2013-14","$4,545","Medical Office Assistant/Specialist","487889","04237700"
"Rio Salado College","2323 W 14th St, Tempe, Arizona 85281","www.rio.maricopa.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","18636","18636","5%","30%","Fall 2013","$6,995","-","105668","02177500"
"Roberto-Venn School of Luthiery","1012 NW Grand Ave, Phoenix, Arizona 85007","www.roberto-venn.com","< 2-year, Private for-profit","Less than one year certificate","City: Large","No","40","40","74%","NA","2013-14","$19,800","Musical Instrument Fabrication and Repair","105677","02113800"
"School of Architecture at Taliesin","12621 N. Frank Lloyd Wright Blvd, Scottsdale, Arizona 85259","www.taliesin.edu","4-year, Private not-for-profit","Master's degree","Rural: Fringe","Yes","18","","NA","NA","Fall 2010","NA","-","104665","02533200"
"Scottsdale Community College","9000 E Chaparral Rd, Scottsdale, Arizona 85256","www.scottsdalecc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","9551","9551","24%","38%","Fall 2013","$8,007","-","105747","00830400"
"Sessions College for Professional Design","51 West 3rd St, Suite E-301, Tempe, Arizona 85281","https://www.sessions.edu","2-year, Private for-profit","Less than one year certificate|Associate's degree","City: Midsize","No","114","114","38%","6%","Fall 2013","$13,399","-","475839","04217600"
