"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"ABC Beauty College Inc","203 S 26th Street, Arkadelphia, Arkansas 71923","www.abc-beautycollege.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Distant","No","","","NA","NA","2013-14","NA","Cosmetology/Cosmetologist, General","106281",""
"Academy of Professional Cosmetology","2600 West Hudson Road Suite A, Rogers, Arkansas 72756-2028","www.apcschools.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","65","65","NA","NA","2013-14","$6,674","Cosmetology/Cosmetologist, General","486619","04241800"
"Academy of Salon and Spa","311 S 16th St, Fort Smith, Arkansas 72901","www.academysalonspa.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","73","73","68%","NA","2013-14","$9,834","Cosmetology/Cosmetologist, General","107293","01074100"
"Arkansas Baptist College","1621 Dr. Martin Luther King Drive, Little Rock, Arkansas 72202-6068","www.arkansasbaptist.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Midsize","Yes","878","878","10%","29%","Fall 2010","$15,890","-","106306","00108700"
"Arkansas Beauty College","109 N Commerce St, Russellville, Arkansas 72801","www.arkansasbeautycollegersvlar.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Remote","No","17","17","64%","NA","2013-14","$8,471","Cosmetology/Cosmetologist, General","106324","03997300"
"Arkansas Beauty School-Little Rock","8521 Geyer Springs Road Unit 30, Little Rock, Arkansas 72209","arkbeautyschool.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","89","89","57%","10%","2013-14","$18,688","Cosmetology/Cosmetologist, General","106315","03005100"
"Arkansas College of Barbering & Hair Design -  SWLR Campus","8521 Geyer Springs Road, Unit 30, Little Rock, Arkansas 72209-4949","","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","","","NA","NA","2013-14","NA","Barbering/Barber","10635102",""
"Arkansas College of Barbering and Hair Design","200 E Washington Ave, North Little Rock, Arkansas 72114","www.arkansascollegeofbarbering.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","131","131","69%","NA","2013-14","$17,121","Barbering/Barber","106351","03023400"
"Arkansas College of Barbering and Hair Design","9100 Rodney Parham  Suite 101, Little Rock, Arkansas 72205-4949","www.arkansascollegeofbarbering.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","","","NA","NA","2013-14","NA","Barbering/Barber","10635101","03023401"
"Arkansas Colleges of Health Education","7000 Chad Colley Blvd., Fort Smith, Arkansas 72916-0366","acheedu.org","4-year, Private not-for-profit","Doctor's degree - professional practice","Rural: Fringe","No","","","NA","NA","Fall 2010","NA","-","488527",""
