"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Alamance Community College","1247 Jimmie Kerr Road, Graham, North Carolina 27253-8000","www.alamancecc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","4336","4336","29%","26%","Fall 2013","$9,612","-","199786","00546300"
"Alexander Paul Institute of Hair Design","1011 Charles Blvd Ste A, Greenville, North Carolina 27858-3344","www.alexanderpaul.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","35","35","40%","NA","2013-14","$11,867","Cosmetology/Cosmetologist, General","483425","04219100"
"Anson College of Cosmetology","1217 East Caswell Street, Wadesboro, North Carolina 28170-2147","ansoncollegeofcosmetology.com","< 2-year, Private for-profit","One but less than two years certificate","Town: Distant","No","2","2","60%","NA","2013-14","NA","Cosmetology/Cosmetologist, General","434292","03237300"
"Apex School of Theology","1701 T.W. Alexander Drive, Durham, North Carolina 27703","www.apexsot.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Large","No","976","755","98%","2%","Fall 2010","$9,727","-","441511","03513400"
"Appalachian State University","287 Rivers St, Boone, North Carolina 28608","www.appstate.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Town: Distant","Yes","18295","16595","72%","13%","Fall 2010","$10,167","-","197869","00290600"
"Asheville-Buncombe Technical Community College","340 Victoria Rd, Asheville, North Carolina 28801-4897","www.abtech.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","7226","7226","26%","16%","Fall 2013","$8,356","-","197887","00403300"
"Aveda Institute-Chapel Hill","201 S. Estes Drive, Space 200, Chapel Hill, North Carolina 27514-7001","nurturavedainstitutes.com/chapel-hill/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","240","240","74%","NA","2013-14","$16,168","Cosmetology/Cosmetologist, General","455141","04140700"
"Barton College","200 E. ACC Drive, Wilson, North Carolina 27893-7000","https://www.barton.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Fringe","Yes","1051","988","52%","NA","Fall 2010","$21,293","-","197911","00290800"
"Beaufort County Community College","5337 US Highway 264 East, Washington, North Carolina 27889","www.beaufortccc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","1522","1522","16%","35%","Fall 2013","$10,203","-","197966","00855800"
"Belmont Abbey College","100 Belmont-Mt Holly Road, Belmont, North Carolina 28012-1802","www.belmontabbeycollege.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Midsize","Yes","1523","1523","44%","NA","Fall 2010","$23,247","-","197984","00291000"
