"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Bismarck State College","1500 Edwards Ave., Bismarck, North Dakota 58506-5587","https://bismarckstate.edu/","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","City: Small","Yes","3976","3976","45%","18%","Fall 2010","$9,258","-","200022","00298800"
"Cankdeska Cikana Community College","214 1st Ave, Fort Totten, North Dakota 58335","www.littlehoop.edu","2-year, Public","One but less than two years certificate|Associate's degree","Rural: Distant","No","178","178","3%","NA","Fall 2013","$8,088","-","200208","02236500"
"Dakota College at Bottineau","105 Simrall Blvd, Bottineau, North Dakota 58318-1198","www.dakotacollege.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Remote","Yes","811","811","32%","24%","Fall 2013","$10,013","-","200314","00299500"
"Dickinson State University","291 Campus Drive, Dickinson, North Dakota 58601-4896","www.dickinsonstate.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Town: Remote","Yes","1386","1381","34%","28%","Fall 2010","$11,286","-","200059","00298900"
"Headquarters Academy of Hair Design Inc","108 S Main St, Minot, North Dakota 58701-3914","www.hqacademyofhair.com/","2-year, Private for-profit","Two but less than 4 years certificate","Town: Remote","No","42","42","36%","4%","Fall 2013","$11,489","Cosmetology/Cosmetologist, General","200129","02298200"
"Josef's School of Hair Design Inc-Fargo Downtown","627 NP Avenue, Fargo, North Dakota 58102","jsohd.com","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","City: Midsize","No","44","44","40%","NA","Fall 2013","$12,783","Cosmetology/Cosmetologist, General","200165","00775600"
"Josef's School of Hair Design Inc-Grand Forks","2011 South Washington ST, Grand Forks, North Dakota 58201","jsohd.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","57","57","62%","NA","Fall 2013","$13,252","Cosmetology/Cosmetologist, General","200110","01040600"
"Josef's West Academy","4501 15 Ave SW, Fargo, North Dakota 58103","jsohd.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Midsize","No","47","47","71%","NA","Fall 2013","$12,756","Cosmetology/Cosmetologist, General","456551","01040602"
"JZ Trend Academy Paul Mitchell Partner School","1320 Tacoma Avenue, Bismarck, North Dakota 58504","paulmitchell.edu/bismarck/","2-year, Private for-profit","Less than one year certificate|Two but less than 4 years certificate","City: Small","No","33","33","71%","NA","Fall 2013","$17,932","Cosmetology/Cosmetologist, General","200387","01229500"
"Lake Region State College","1801 College Dr N, Devils Lake, North Dakota 58301-1598","www.lrsc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Town: Remote","Yes","1947","1947","47%","NA","Fall 2013","$9,584","-","200192","00299100"
