"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Academy for Five Element Acupuncture","305 SE 2nd Ave, Gainesville, Florida 32601","www.acupuncturist.edu","4-year, Private not-for-profit","Master's degree","City: Midsize","No","72","","NA","NA","Fall 2010","NA","-","451079","04133500"
"Academy for Nursing and Health Occupations","5154 Okeechobee Blvd Ste 201, West Palm Beach, Florida 33417","www.ANHO.edu","2-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","251","251","79%","NA","Fall 2013","NA","Registered Nursing/Registered Nurse","412173","03346300"
"Academy of Career Training","3501 W Vine St Ste 111, Kissimmee, Florida 34741","academyofcareertraining.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","130","130","79%","NA","2013-14","$6,753","Cosmetology/Cosmetologist, General","451097","04126900"
"Academy of Cosmetology","2088 N. Courtenay Parkway, Merritt Island, Florida 32953","FLORIDACOSMETOLOGYSCHOOLS.COM","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","119","119","60%","NA","2013-14","$13,433","Cosmetology/Cosmetologist, General","372462","02499000"
"Acupuncture and Massage College","10506 N Kendall Drive, Miami, Florida 33176","WWW.AMCOLLEGE.edu","4-year, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","City: Small","No","154","31","78%","NA","Fall 2010","$16,156","-","439969","03414500"
"Advance Science College","3750 W 12 Ave, Hialeah, Florida 33012","www.asimedschool.com/","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","22","22","61%","NA","Fall 2013","$14,683","Medical Office Assistant/Specialist","444334","03757300"
"Advanced Technical Centers","5600  NW 36 Street, Suite 561, Miami, Florida 33122","www.advancedtechnicalcenters.com","< 2-year, Private not-for-profit","Less than one year certificate","Suburb: Large","No","42","42","89%","NA","2013-14","$881","Data Entry/Microcomputer Applications, Other","383172","02293600"
"Adventist University of Health Sciences","671 Winyah Drive, Orlando, Florida 32803","www.adu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice","City: Large","Yes","1912","1659","33%","41%","Fall 2010","$18,603","-","133872","03115500"
"AI Miami International University of Art and Design","1501 Biscayne Boulevard, Miami, Florida 33132-1418","www.artinstitutes.edu/miami/","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","Yes","1924","1864","32%","NA","Fall 2010","$21,849","-","134811","00887800"
"Altierus Career College-Orange Park","805 Wells Rd, Orange Park, Florida 32073-2301","https://www.altierus.org/campus/orange-park","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","354","354","58%","NA","Fall 2010","$20,672","-","445434","00149906"
"Altierus Career College-Tampa","3319 W Hillsborough Ave, Tampa, Florida 33614-5801","https://www.altierus.org/campus/tampa","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","No","1375","1329","60%","NA","Fall 2010","$18,699","-","137801","00149904"
"Ambiance Beauty & Barber Academy Inc","682 Wickham Road, Melbourne, Florida 32935-8771","www.ambiancebeautyandbarberacademy.com","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","40","40","67%","NA","2013-14","$18,561","Barbering/Barber","476771","04195100"
"American Academy of Cosmetology","1330 Blanding Blvd Ste 125, Orange Park, Florida 32065","www.aacschool.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","73","73","74%","NA","2013-14","$15,674","Cosmetology/Cosmetologist, General","457396","04151500"
"American Academy of Cosmetology-Delray Beach","14610 South Military Trail, Ste. G4, Delray Beach, Florida 33484-0000","www.aacschool.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","25","25","NA","NA","2013-14","$15,235","Cosmetology/Cosmetologist, General","487630","04151501"
"American Advanced Technicians Institute","6801 W 20th St, Hialeah, Florida 33014","www.aati.edu","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","67","67","85%","NA","2013-14","$22,837","Automobile/Automotive Mechanics Technology/Technician","444370","03491400"
"American College for Medical Careers","5959 Lake Ellenor Lake, Orlando, Florida 32809","www.acmc.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","535","535","NA","NA","Fall 2010","$18,109","Health Information/Medical Records Technology/Technician","461005","00466610"
"American Institute of Beauty","3665 East Bay Drive Suite 164, Largo, Florida 33771","www.aibschool.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","74","74","45%","NA","2013-14","$12,586","Cosmetology/Cosmetologist, General","447883","04016500"
"American Institute-Margate","5000 C Coconut Creek Parkway, Margate, Florida 33063","www.americaninstitute.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","267","267","50%","NA","2013-14","$14,151","Cosmetology/Cosmetologist, General","443234","03706300"
"American Medical Academy","12215 SW 112 Street, Miami, Florida 33186-4830","WWW.AMA.EDU","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","246","246","73%","NA","Fall 2013","NA","Emergency Medical Technology/Technician (EMT Paramedic)","475714","04192100"
"Aparicio-Levy Technical College","10119 East Ellicott Street, Tampa, Florida 33610","www.aparicio-levy.edu","< 2-year, Public","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","28","28","NA","NA","2013-14","$7,416","Veterinary/Animal Health Technology/Technician and Veterinary Assistant","485342","04194200"
"Argosy University-Sarasota","5250 17th Street, Sarasota, Florida 34235","www.argosy.edu/sarasota/","4-year, Private for-profit","Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","No","463","123","0%","NA","Fall 2010","$15,919","-","137148","02179918"
"Argosy University-Tampa","1403 N. Howard Avenue, Tampa, Florida 33607","www.argosy.edu/tampa","4-year, Private for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","495","130","0%","NA","Fall 2010","NA","-","428268","02179909"
"Artistic Nails and Beauty Academy-Lakeland","985 E Memorial Blvd, Lakeland, Florida 33801","www.artisticbeautyschool.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","130","130","47%","NA","2013-14","$11,846","Cosmetology/Cosmetologist, General","460701","03816301"
"Artistic Nails and Beauty Academy-Tampa","4951-A Adamo Drive, Tampa, Florida 33605","www.artisticbeautyschool.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","139","139","100%","NA","2013-14","$11,070","Barbering/Barber","378886","03816300"
"ASM Beauty World Academy","6423 Stirling Road, Davie, Florida 33314","www.asm.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","108","108","0%","NA","2013-14","NA","Cosmetology/Cosmetologist, General","391546","03012300"
"ATA Career Education","7351 Spring Hill Drive, Suite 11, Spring Hill, Florida 34606","www.atafl.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Midsize","No","241","241","60%","NA","Fall 2013","$19,726","-","446127","04038302"
"Atlantic Institute of Oriental Medicine","100 E Broward Blvd, Suite 100, Fort Lauderdale, Florida 33301-3510","www.atom.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree","City: Midsize","No","144","39","NA","NA","Fall 2010","NA","-","439446","03429600"
"Atlantic Technical College","4700 Coconut Creek Parkway, Coconut Creek, Florida 33063-3902","www.atlantictechnicalcollege.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Large","No","2737","2737","56%","NA","Fall 2013","$18,663","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","132374","01226300"
"Atlantis University","1442 Biscayne Boulevard, Miami, Florida 33132","www.atlantisuniversity.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","No","207","149","NA","NA","Fall 2010","$11,986","-","485768","04233900"
"Ave Maria School of Law","1025 Commons Circle, Naples, Florida 34119","www.avemarialaw.edu","4-year, Private not-for-profit","Doctor's degree - professional practice","Suburb: Large","Yes","248","","NA","NA","Fall 2010","NA","-","442295","03691400"
"Ave Maria University","5050 Ave Maria Blvd, Ave Maria, Florida 34142-9505","www.avemaria.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree","Rural: Distant","Yes","1100","1056","65%","NA","Fall 2010","$19,088","-","446048","03941300"
"Aveda Institute-South Florida","4186 S. University Drive, Davie, Florida 33328","https://avedainstitutessouth.edu/","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","471","471","71%","NA","2013-14","$15,316","Cosmetology/Cosmetologist, General","451149","04119400"
"Aveda Institute-Tallahassee","2020 W. Pensacola St., Tallahassee, Florida 32304","www.aisouth.com","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","496","496","69%","NA","2013-14","$14,652","Cosmetology/Cosmetologist, General","451158","04134800"
"Aviation Institute of Maintenance-Orlando","2725 South US Highway 17/92, Casselberry, Florida 32707","www.aviationmaintenance.edu","2-year, Private for-profit","Less than one year certificate|Two but less than 4 years certificate","Suburb: Large","No","268","268","73%","NA","Fall 2013","$20,975","-","457411","04156400"
"Aviator College of Aeronautical Science and Technology","3800 St Lucie Blvd, Fort Pierce, Florida 34946","www.aviator.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","Yes","173","173","80%","NA","Fall 2013","$87,814","-","447847","03986300"
"Barry University","11300 NE 2nd Ave, Miami, Florida 33161-6695","www.barry.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","Suburb: Large","Yes","7404","3541","31%","49%","Fall 2010","$21,489","-","132471","00146600"
"Barry University Law School","6441 East Colonial Drive, Orlando, Florida 32807-3673","www.barry.edu/law/","4-year, Private not-for-profit","Doctor's degree - professional practice","Suburb: Large","","","","NA","NA","Fall 2010","NA","-","13247101","00146601"
"Beacon College","105 E Main St, Leesburg, Florida 34748","www.beaconcollege.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Suburb: Midsize","Yes","314","314","54%","14%","Fall 2010","$39,972","-","384254","03373300"
