"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Calumet College of Saint Joseph","2400 New York Ave, Whiting, Indiana 46394","www.ccsj.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","1035","784","25%","NA","Fall 2010","$11,346","-","150172","00183400"
"Chamberlain University-Indiana","9100 Keystone Crossing, Suite 600, Indianapolis, Indiana 46240","www.chamberlain.edu","4-year, Private for-profit","Bachelor's degree","City: Large","No","265","265","NA","NA","Fall 2010","$30,393","-","475741","00638510"
"Christian Theological Seminary","1000 W 42nd St, Indianapolis, Indiana 46208-3301","www.cts.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree","City: Large","Yes","145","","NA","NA","Fall 2010","NA","-","150215","00178900"
"College of Court Reporting Inc","455 West Lincolnway, Valparaiso, Indiana 46385","www.ccr.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","189","189","15%","NA","Fall 2013","$26,640","-","150251","02615800"
"Concordia Theological Seminary","6600 N Clinton St, Fort Wayne, Indiana 46825-4996","www.ctsfw.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","298","","NA","NA","Fall 2010","NA","-","150288","02087600"
"Crossroads Bible College","601 N Shortridge Rd, Indianapolis, Indiana 46219-4912","www.crossroads.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","270","270","14%","9%","Fall 2010","$9,406","-","439613","03456700"
"Denmark College","8101 Polo Club Dr, Merrillville, Indiana 46410","www.successbarberschool.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","110","110","85%","NA","2013-14","$12,824","Barbering/Barber","449603","04100300"
"DePauw University","313 S Locust St, Greencastle, Indiana 46135-1772","www.depauw.edu","4-year, Private not-for-profit","Bachelor's degree","Town: Distant","Yes","2225","2225","85%","13%","Fall 2010","$30,863","-","150400","00179200"
"DeVry University-Indiana","1000 E. 80th Pl., Ste. 222 Mall, Merrillville, Indiana 46410","https://www.devry.edu","4-year, Private for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","No","111","71","16%","32%","Fall 2010","$30,382","-","482486","01072733"
"Don Roberts Beauty School","1354 West Lincolnway, Valparaiso, Indiana 46385","www.donrobertsbeautyschool.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","52","52","55%","3%","2013-14","$10,725","Cosmetology/Cosmetologist, General","150437","02158800"
"Don Roberts School of Hair Design","152 East US Route 30, Schererville, Indiana 46375","www.donrobertsspaschool.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","40","40","79%","NA","2013-14","$15,505","Cosmetology/Cosmetologist, General","150428","02164300"
"Earlham College","801 National Rd West, Richmond, Indiana 47374-4095","www.earlham.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Distant","Yes","1102","1031","71%","NA","Fall 2010","$22,567","-","150455","00179300"
"Empire Beauty School-Indianapolis","3810 E Southport Rd., Indianapolis, Indiana 46237-3249","www.empire.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Large","No","186","186","60%","NA","2013-14","$13,769","Cosmetology/Cosmetologist, General","151652","00757311"
"Empire Beauty School-Speedway","5750 A Crawfordsville Rd, Speedway, Indiana 46224","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","180","180","25%","NA","2013-14","$14,394","Cosmetology/Cosmetologist, General","458858","02079411"
"Fortis College-Indianapolis","9001 N Wesleyan Rd Ste 101, Indianapolis, Indiana 46268","www.fortiscollege.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Large","No","280","280","43%","NA","Fall 2013","$20,872","-","458681","02190705"
"Franklin College","101 Branigin Blvd, Franklin, Indiana 46131-2623","www.franklincollege.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Large","Yes","1023","1015","66%","NA","Fall 2010","$22,031","-","150604","00179800"
"Goshen College","1700 S Main St, Goshen, Indiana 46526-4794","www.goshen.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Small","Yes","870","800","68%","NA","Fall 2010","$17,398","-","150668","00179900"
"Grace College and Theological Seminary","200 Seminary Dr, Winona Lake, Indiana 46590-1274","www.grace.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree","Town: Distant","Yes","2300","1901","61%","NA","Fall 2010","$18,070","-","150677","00180000"
"Hair Fashions By Kaye Beauty College-Noblesville","1111 S 10th St, Noblesville, Indiana 46060-0000","www.kayesbeautycollege.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","54","54","73%","NA","2013-14","$10,697","Cosmetology/Cosmetologist, General","150695","02490800"
"Hanover College","517 Ball Drive, Hanover, Indiana 47243","www.hanover.edu","4-year, Private not-for-profit","Bachelor's degree","Town: Distant","Yes","1090","1090","71%","NA","Fall 2010","$22,938","-","150756","00180100"
"Harrison College-Anderson","140 E 53rd St, Anderson, Indiana 46013-1843","harrison.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","","","NA","NA","Fall 2010","NA","-","15116601","02158407"
"Harrison College-Columbus","2222 Poshard Dr, Columbus, Indiana 47203-1843","harrison.edu","4-year, Private for-profit","Associate's degree|Bachelor's degree","City: Small","No","","","NA","NA","Fall 2010","NA","-","15116602","02158401"
"Harrison College-Elkhart","881 Parkway Avenue, Elkhart, Indiana 46516-4911","harrison.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Rural: Fringe","No","","","NA","NA","Fall 2010","NA","-","15116610","02158416"
"Harrison College-Evansville","4601 Theatre Dr, Evansville, Indiana 47715-4601","harrison.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","","","NA","NA","Fall 2010","NA","-","15116607","02158409"
"Harrison College-Fort Wayne","6413 N Clinton St, Fort Wayne, Indiana 46825-4911","harrison.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","","","NA","NA","Fall 2010","NA","-","15116608","02158412"
"Harrison College-Indianapolis","550 East Washington Street, Indianapolis, Indiana 46204-2611","harrison.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","2730","2730","23%","NA","Fall 2010","$21,711","-","151166","02158400"
"Harrison College-Indianapolis East","8150 Brookville Road, Indianapolis, Indiana 46239-1843","harrison.edu","4-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","","","NA","NA","Fall 2010","NA","-","15116606","02158410"
"Harrison College-Lafayette","323 Columbia St., Lafayette, Indiana 47901","harrison.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","","","NA","NA","Fall 2010","NA","-","15116605","02158402"
"Harrison College-Northwest","6300 Technology Center Drive, Indianapolis, Indiana 46278-4911","harrison.edu","2-year, Private for-profit","Associate's degree","Suburb: Large","No","","","NA","NA","Fall 2013","NA","-","15116609","02158413"
"Harrison College-Terre Haute","1378 South SR 46, Terre Haute, Indiana 47803-1843","www.harrison.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Rural: Fringe","No","","","NA","NA","Fall 2010","NA","-","15116604","02158405"
"Holy Cross College","54515 State Road 933 North, Notre Dame, Indiana 46556-0308","www.hcc-nd.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Suburb: Large","Yes","618","618","41%","48%","Fall 2010","$22,159","-","150774","00726300"
"Horizon University","7700 Indian Lake Road, Indianapolis, Indiana 46236-2622","www.horizonuniversity.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","No","23","23","NA","NA","Fall 2010","NA","-","457226","04140500"
"Huntington University","2303 College Ave, Huntington, Indiana 46750","www.huntington.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - professional practice","Town: Distant","Yes","1295","996","65%","15%","Fall 2010","$21,533","-","150941","00180300"
"Ideal Beauty Academy","1401 Youngstown Dr, Jeffersonville, Indiana 47130","idealbeautyacademy.net","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","10","10","22%","NA","2013-14","$11,687","Cosmetology/Cosmetologist, General","449597","04038700"
"Indiana Institute of Technology","1600 E Washington Blvd, Fort Wayne, Indiana 46803-1228","www.indianatech.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","8113","7249","33%","2%","Fall 2010","$19,861","-","151290","00180500"
"Indiana Massage College","10585 N. Meridian Street, Suite 102, Indianapolis, Indiana 46290","https://www.indianamassagecollege.com","< 2-year, Private for-profit","Less than one year certificate","City: Small","No","84","84","NA","NA","2013-14","NA","Massage Therapy/Therapeutic Massage","488420","04256100"
"Indiana State University","210 N 7th St, Terre Haute, Indiana 47809","www.indstate.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","13565","11202","37%","NA","Fall 2010","$10,681","-","151324","00180700"
"Indiana University-Bloomington","107 South Indiana Ave., Bloomington, Indiana 47405-7000","www.iub.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","49695","39184","76%","12%","Fall 2010","$12,621","-","151351","00180900"
"Indiana University-East","2325 Chester Blvd, Richmond, Indiana 47374-1289","www.iue.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Rural: Fringe","No","4479","4287","33%","35%","Fall 2010","$8,548","-","151388","00181100"
"Indiana University-Kokomo","2300 S Washington St, Kokomo, Indiana 46904-9003","www.iuk.edu","4-year, Public","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","No","4106","3977","39%","28%","Fall 2010","$8,718","-","151333","00181400"
"Indiana University-Northwest","3400 Broadway, Gary, Indiana 46408-1197","www.iun.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","No","5591","5244","24%","32%","Fall 2010","$7,374","-","151360","00181500"
"Indiana University-Purdue University-Fort Wayne","2101 E Coliseum Blvd, Fort Wayne, Indiana 46805-1499","www.ipfw.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice","City: Large","Yes","12010","11453","22%","NA","Fall 2010","$7,270","-","151102","00182800"
"Indiana University-Purdue University-Indianapolis","425 University Blvd, Indianapolis, Indiana 46202-5143","www.iupui.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","29804","21748","46%","25%","Fall 2010","$10,538","-","151111","00181300"
"Indiana University-South Bend","1700 Mishawaka Ave, South Bend, Indiana 46634-7111","https://iusb.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","7185","6653","30%","26%","Fall 2010","$9,734","-","151342","00181600"
"Indiana University-Southeast","4201 Grant Line Rd, New Albany, Indiana 47150","https://ius.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","5874","5486","32%","30%","Fall 2010","$10,198","-","151379","00181700"
"Indiana Wesleyan University-Marion","4201 South Washington Street, Marion, Indiana 46953-4974","https://www.indwes.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Town: Distant","Yes","3040","2782","65%","NA","Fall 2010","$19,519","-","151801","00182200"
"Indiana Wesleyan University-National & Global","1900 West 50th Street, Marion, Indiana 46953","https://www.indwes.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Rural: Fringe","Yes","11062","6970","49%","NA","Fall 2010","$20,960","-","488679","30182251"
"International Business College-Fort Wayne","5699 Coventry Lane, Fort Wayne, Indiana 46804-7145","www.ibcfortwayne.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","Yes","314","314","73%","NA","Fall 2010","$16,180","-","151458","00457900"
"International Business College-Indianapolis","7205 Shadeland Station, Indianapolis, Indiana 46256-3954","www.ibcindianapolis.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","Yes","296","296","76%","NA","Fall 2013","$15,115","-","151467","00457901"
"Ivy Tech Community College","50 W. Fall Creek Parkway N. Drive, Indianapolis, Indiana 46208-5752","www.ivytech.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","78910","78910","14%","18%","Fall 2013","$6,094","-","150987","00991700"
"Ivy Tech Community College-Bloomington","200 Daniels Way, Bloomington, Indiana 47404-9272","www.ivytech.edu/bloomington/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","","","NA","NA","Fall 2013","NA","-","15098713","00991750"
"Ivy Tech Community College-Central Indiana","50 W Fall Creek Parkway N Dr, Indianapolis, Indiana 46208-9272","www.ivytech.edu/indianapolis/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","","","NA","NA","Fall 2013","NA","-","15098714","00991700"
"Ivy Tech Community College-Columbus","4475 Central Ave, Columbus, Indiana 47203-1868","www.ivytech.edu/columbus/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","","","NA","NA","Fall 2013","NA","-","15098702","00991736"
"Ivy Tech Community College-East Central","4301 S Cowan Rd, Muncie, Indiana 47302-9448","www.ivytech.edu/muncie/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","","","NA","NA","Fall 2013","NA","-","15098703","00991713"
"Ivy Tech Community College-Kokomo","1815 E Morgan St, Kokomo, Indiana 46901-1373","www.ivytech.edu/kokomo/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","","","NA","NA","Fall 2013","NA","-","15098704","00991735"
"Ivy Tech Community College-Lafayette","3101 South Creasy Ln, Lafayette, Indiana 47905-1373","www.ivytech.edu/lafayette/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","","","NA","NA","Fall 2013","NA","-","15098705","00991715"
"Ivy Tech Community College-Northcentral","220 Dean Johnson Blvd, South Bend, Indiana 46601-3415","www.ivytech.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","","","NA","NA","Fall 2013","NA","-","15098701","00991707"
"Ivy Tech Community College-Northeast","3800 N Anthony Blvd, Fort Wayne, Indiana 46805-1489","www.ivytech.edu/fortwayne/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","","","NA","NA","Fall 2013","NA","-","15098706","00991720"
"Ivy Tech Community College-Northwest","1440 E 35th Ave, Gary, Indiana 46409-1499","www.ivytech.edu/northwest/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","","","NA","NA","Fall 2013","NA","-","15098711","00991731"
"Ivy Tech Community College-Richmond","2357 Chester Blvd, Richmond, Indiana 47374-1298","www.ivytech.edu/richmond/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","","","NA","NA","Fall 2013","NA","-","15098710","00991725"
"Ivy Tech Community College-South Central","8204 Hwy 311, Sellersburg, Indiana 47172-1897","www.ivytech.edu/sellersburg/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","","","NA","NA","Fall 2013","NA","-","15098707","00991745"
"Ivy Tech Community College-Southeast","590 Ivy Tech Dr, Madison, Indiana 47250-1881","www.ivytech.edu/madison/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","No","","","NA","NA","Fall 2013","NA","-","15098712","00991752"
"Ivy Tech Community College-Southwest","3501 First Ave, Evansville, Indiana 47710-3398","www.ivytech.edu/evansville/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","","","NA","NA","Fall 2013","NA","-","15098708","00991747"
"Ivy Tech Community College-Wabash Valley","8000 South Education Drive, Terre Haute, Indiana 47802-4898","www.ivytech.edu/wabashvalley","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Small","No","","","NA","NA","Fall 2013","NA","-","15098709","00991744"
"J Michael Harrold Beauty Academy","2232 Wabash Ave, Terre Haute, Indiana 47807","harroldbeautyacademy.com","< 2-year, Private for-profit","One but less than two years certificate","City: Small","No","60","60","63%","NA","2013-14","$13,699","Cosmetology/Cosmetologist, General","150765","00951500"
"Kaplan University-Indianapolis","9000 Keystone Crossing, Suite 120, Indianapolis, Indiana 46240-0000","www.kaplanuniversity.edu","4-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","No","535","473","NA","NA","Fall 2010","NA","-","489779","00458618"
"Kenny's Academy of Barbering","2150 Lafayette Road, Indianapolis, Indiana 46222-2327","kennysacademy.com","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","36","36","80%","NA","2013-14","NA","Barbering/Barber","488439","04256200"
"Knox Beauty College","320 E Culver Rd, Knox, Indiana 46534","www.kbc.edu","< 2-year, Private for-profit","One but less than two years certificate","Town: Distant","No","55","55","50%","NA","2013-14","$2,757","Cosmetology/Cosmetologist, General","151564","02351300"
"Lil Lou's Beauty and Barber College LLC","4853  Broadway, Gary, Indiana 46409-2645","www.lillousbarbercollege.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Small","No","89","89","33%","NA","2013-14","$17,351","Barbering/Barber","475574","04205500"
"Lil Lou's Beauty and Barber College-Portage","5015 US Highway 6, Portage, Indiana 46368-4740","www.lillousbarbercollege.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","18","18","NA","NA","2013-14","$12,290","Barbering/Barber","489043","04205501"
"Lincoln College of Technology-Indianapolis","7225 Winton Drive - Building 128, Indianapolis, Indiana 46268","www.lincolnedu.com/campus/indianapolis-in","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","930","930","51%","NA","Fall 2013","$19,484","Medium/Heavy Vehicle and Truck Technology/Technician","151661","00793800"
"Manchester University","604 E. College Ave, North Manchester, Indiana 46962","www.manchester.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - professional practice","Town: Distant","Yes","1598","1272","57%","NA","Fall 2010","$20,687","-","151777","00182000"
"Marian University","8435 Keystone Crossing Blvd Ste 108, Indianapolis, Indiana 46240-4373","www.marian.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","","","","NA","NA","Fall 2010","NA","-","15178601","00182101"
"Marian University","3200 Cold Spring Rd, Indianapolis, Indiana 46222-1997","www.marian.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - professional practice","City: Large","Yes","3165","2147","56%","32%","Fall 2010","$21,063","-","151786","00182100"
"Martin University","2186 North Sherman Drive, Indianapolis, Indiana 46218-0567","www.martin.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","No","352","279","5%","44%","Fall 2010","$17,630","-","151810","02140800"
"Mid-America College of Funeral Service","3111 Hamburg Pke, Jeffersonville, Indiana 47130","www.mid-america.edu","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","78","78","97%","NA","Fall 2010","$21,281","-","151962","01061800"
"Midwest Technical Institute","554 Pitt Road, Brownsburg, Indiana 46112","www.midwesttech.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Rural: Fringe","No","129","129","73%","NA","2013-14","$25,098","Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician","483629","03368306"
"MyComputerCareer.edu-Indianapolis","8909 Purdue Rd, Suite 100, Indianapolis, Indiana 46278","www.MyComputerCareer.edu","< 2-year, Private for-profit","Less than one year certificate","City: Large","No","221","221","44%","NA","2013-14","$28,970","Computer Systems Networking and Telecommunications","451228","04121000"
"National American University-Indianapolis","3600 Woodview Trace, Indianapolis, Indiana 46268-3167","www.national.edu/locations/campuses/indianapolis/","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","113","113","NA","NA","Fall 2010","NA","-","482370","00405737"
"Oakland City University","138 N Lucretia St, Oakland City, Indiana 47660-1099","www.oak.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Distant","Yes","1469","1269","34%","23%","Fall 2010","$18,537","-","152099","00182400"
"Ottawa University-Jeffersonville","3310 E. 10th Street, Jeffersonville, Indiana 47130","www.ottawa.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Large","No","62","56","NA","NA","Fall 2010","NA","-","442897","00193712"
"Paul Mitchell the School-Indianapolis","8751 US 31 Highway South, Indianapolis, Indiana 46227-6252","paulmitchell.edu/indianapolis/","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","161","161","58%","1%","2013-14","$17,412","Cosmetology/Cosmetologist, General","461917","04184000"
"Paul Mitchell the School-Merrillville","7990 Broadway, Merrillville, Indiana 46410-5540","paulmitchell.edu/merrillville","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","68","68","NA","NA","2013-14","$12,047","Cosmetology/Cosmetologist, General","484109","04230300"
