"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"New Saint Andrews College","405 S. Main Street, Moscow, Idaho 83843-1525","nsa.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Distant","No","","","63%","37%","Fall 2010","$12,997","-","440396","04150200"
"Nicholas Jay Salon & Spa Academy","120 Holly Street, Nampa, Idaho 83686-5104","www.tspanampa.com","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Suburb: Midsize","No","72","72","73%","NA","Fall 2013","$12,764","Cosmetology/Cosmetologist, General","247047","02559500"
"North Idaho College","1000 West Garden Avenue, Coeur d'Alene, Idaho 83814-2199","www.nic.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","Yes","5344","5344","25%","16%","Fall 2013","$7,268","-","142443","00162300"
"Northwest Nazarene University","623 S. University Blvd., Nampa, Idaho 83686-5897","www.nnu.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree","Suburb: Midsize","Yes","2157","1450","49%","NA","Fall 2010","$18,176","-","142461","00162400"
"Oliver Finley Academy of Cosmetology","6843 N Strawberry Glen Rd. #140, Boise, Idaho 83714","oliverfinley.com","2-year, Private for-profit","Less than one year certificate|Two but less than 4 years certificate","Suburb: Large","No","197","197","85%","NA","Fall 2013","$14,973","Cosmetology/Cosmetologist, General","455859","04155200"
"Paul Mitchell the School-Boise","1270 S Vinnell Way, Boise, Idaho 83709","paulmitchell.edu/boise/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","City: Midsize","No","184","184","60%","3%","Fall 2013","$13,607","Cosmetology/Cosmetologist, General","260929","02607100"
"Paul Mitchell the School-Nampa","16803 North Marketplace Boulevard, Nampa, Idaho 83687-0000","paulmitchell.edu/nampa/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate","Rural: Fringe","No","83","83","NA","NA","Fall 2013","$13,973","Cosmetology/Cosmetologist, General","488998","02607101"
"Paul Mitchell the School-Rexburg","557 Mariah Ave, Rexburg, Idaho 83440","paulmitchell.edu/rexburg","2-year, Private for-profit","Two but less than 4 years certificate","Town: Distant","No","137","137","74%","NA","Fall 2013","$16,318","Cosmetology/Cosmetologist, General","454944","04144500"
"Stevens-Henager College","901 Pier View Drive Suite 105, Idaho Falls, Idaho 83402","www.stevenshenager.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","Rural: Fringe","No","123","123","NA","NA","Fall 2010","$22,466","-","474906","03120302"
"Stevens-Henager College","1444 Entertainment Avenue, Boise, Idaho 83709-6733","www.stevenshenager.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Midsize","No","282","282","42%","2%","Fall 2010","$23,736","-","460899","00367406"
"The College of Idaho","2112 Cleveland Blvd, Caldwell, Idaho 83605-4432","www.collegeofidaho.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Midsize","Yes","971","953","57%","NA","Fall 2010","$24,747","-","142294","00161700"
"University of Idaho","875 Perimeter Drive MS 2282, Moscow, Idaho 83844-2282","www.uidaho.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Rural: Fringe","Yes","11780","9586","56%","25%","Fall 2010","$14,787","-","142285","00162600"
"University of Phoenix-Idaho","999 West Main Street, Boise, Idaho 83642-5114","www.phoenix.edu","4-year, Private for-profit","Less than one year certificate|Bachelor's degree|Master's degree","Suburb: Large","No","39","39","6%","NA","Fall 2010","NA","-","440466","62098899"
"","* Cohort Year represents the year for which students began their studies and applies to Graduation and Transfer Out Rates.","","","","","","","","","","","","","",""
"","** Net Price is Average Net Price for 2015-2016 generated for full-time beginning undergraduate students who were awarded grant or scholarship aid from federal, state or local governments, or the institution. For public institutions only students paying the in-state or in-district rate are included.  For institutions that charge students by program, net price is generated for the institution’s largest program.","","","","","","","","","","","","","",""
"","NA (Not applicable) - Graduation rate, transfer-out rate and the net price are not applicable to institutions that do not have full-time, first-time degree-seeking undergraduate students in the applicable cohort year or the financial aid year.","","","","","","","","","","","","","",""
