"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Antioch University-New England","40 Avon St, Keene, New Hampshire 03431","www.antiochne.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Distant","No","759","","NA","NA","Fall 2010","NA","-","245865","00301004"
"Colby-Sawyer College","541 Main St, New London, New Hampshire 03257-7835","www.colby-sawyer.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","Rural: Distant","Yes","1111","1095","59%","NA","Fall 2010","$26,321","-","182634","00257200"
"Continental Academie of Hair Design-Hudson","102 Derry St, Hudson, New Hampshire 03051","continentalacademie.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Midsize","No","37","37","77%","NA","2013-14","$13,921","Cosmetology/Cosmetologist, General","182652","01318900"
"Dartmouth College","207 Parkhurst Hall, Hanover, New Hampshire 03755-3529","www.dartmouth.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Remote","Yes","6409","4310","97%","NA","Fall 2010","$21,177","-","182670","00257300"
"Empire Beauty School-Hooksett","1328 Hooksett Rd, Hooksett, New Hampshire 03106","www.empirebeautyschools.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Midsize","No","169","169","68%","4%","2013-14","$11,887","Cosmetology/Cosmetologist, General","450641","00864501"
"Empire Beauty School-Laconia","556 Main St, Laconia, New Hampshire 03246","www.empirebeautyschools.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Distant","No","94","94","77%","NA","2013-14","$12,506","Cosmetology/Cosmetologist, General","182704","00864500"
"Empire Beauty School-Portsmouth","2545 Lafayette Rd, Portsmouth, New Hampshire 03801","www.empirebeautyschools.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Small","No","116","116","53%","NA","2013-14","$9,730","Cosmetology/Cosmetologist, General","450757","02179601"
"Empire Beauty School-Somersworth","456 High Street, Somersworth, New Hampshire 03878","www.empirebeautyschools.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Small","No","130","130","64%","NA","2013-14","$10,452","Cosmetology/Cosmetologist, General","182722","02179600"
"Franklin Pierce University","40 University Drive, Rindge, New Hampshire 03461-0060","www.franklinpierce.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice|Doctor's degree - other","Rural: Fringe","Yes","2392","1763","43%","NA","Fall 2010","$29,136","-","182795","00257500"
"Granite State College","25 Hall Street, Concord, New Hampshire 03301-3471","www.granite.edu","4-year, Public","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Fringe","No","2141","1854","14%","16%","Fall 2010","$13,922","-","183257","03101300"
