"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"A T Still University of Health Sciences","800 W Jefferson, Kirksville, Missouri 63501","WWW.ATSU.EDU","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Remote","Yes","3569","","NA","NA","Fall 2010","NA","-","177834","00247700"
"Academy of Cosmetology and Esthetics","1419 West Austin Boulevard, Nevada, Missouri 64772-2805","acosmetology.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Remote","No","28","28","0%","NA","2013-14","$6,575","Cosmetology/Cosmetologist, General","488165","04247100"
"Academy of Hair Design-Springfield","1834 S Glenstone, Springfield, Missouri 65804","aohd.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","177","177","77%","NA","2013-14","$10,597","Cosmetology/Cosmetologist, General","451334","04037500"
"Academy of Salon Professionals","2414 S. Limit Ave, Sedalia, Missouri 65301","www.academyofsalonprofessionals.com/","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Remote","No","38","38","86%","NA","2013-14","$7,527","Cosmetology/Cosmetologist, General","480879","04212100"
"American Business and Technology University","1018 W St Maartens Dr, St Joseph, Missouri 64506","abtu.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Small","No","328","313","56%","6%","Fall 2010","$22,573","Business Administration and Management, General","457688","04118700"
"American College of Hair Design Inc","125 Winchester Drive, Sedalia, Missouri 65301","www.americancollegeofhairdesign.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Town: Remote","No","26","26","48%","NA","2013-14","$10,104","Cosmetology/Cosmetologist, General","179229","02309100"
"American Trade School","3925 Industrial Drive, Saint Ann, Missouri 63074-1807","www.americantradeschool.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","84","84","62%","NA","Fall 2013","$13,305","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","461573","04174800"
"Applied Technology Services","12721 West Watson Road, Sunset Hills, Missouri 63127","www.appliedtech-stl.com","< 2-year, Public","One but less than two years certificate","Suburb: Large","No","168","168","100%","NA","2013-14","$19,525","Licensed Practical/Vocational Nurse Training","417716","03068600"
"Aquinas Institute of Theology","23 S. Spring Ave., Saint Louis, Missouri 63108-3323","www.ai.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","No","144","","NA","NA","Fall 2010","NA","-","176600","00163200"
"Assemblies of God Theological Seminary","1435 N Glenstone Ave, Springfield, Missouri 65802-2131","www.agts.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","No","322","","NA","NA","Fall 2010","NA","-","176619","00246302"
"Aviation Institute of Maintenance-Kansas City","4100 Raytown Road, Kansas City, Missouri 64129","www.aviationmaintenance.edu/campuses/kansas-city-mo/index.html","2-year, Private for-profit","Two but less than 4 years certificate","City: Large","No","161","161","NA","NA","Fall 2013","$24,367","-","441496","03616300"
"Avila University","11901 Wornall Rd, Kansas City, Missouri 64145-1698","https://www.Avila.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","Yes","1758","1333","45%","41%","Fall 2010","$19,871","-","176628","00244900"
"Baptist Bible College","628 E Kearney, Springfield, Missouri 65803-3498","www.gobbc.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","351","320","27%","17%","Fall 2010","$13,894","-","176664","01320800"
"Barnes-Jewish College Goldfarb School of Nursing","4483 Duncan Avenue, Mailstop 90-36-697, Saint Louis, Missouri 63110","www.barnesjewishcollege.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree","City: Large","No","619","547","NA","NA","Fall 2010","NA","-","177719","00638900"
"Beyond The Basics School of Cosmetology","1031 Schoolview Drive, Suites A,B,C, Marshfield, Missouri 65706-0003","www.beyondthebasicsschoolofcosmetology.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Rural: Fringe","No","22","22","45%","NA","2013-14","$8,933","Cosmetology/Cosmetologist, General","487870","04236300"
"Brown Mackie College-St Louis","2 Soccer Park Rd, Fenton, Missouri 63026","www.brownmackie.edu/locations/st-louis","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","150","150","36%","NA","Fall 2010","NA","-","460048","04051329"
