"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Centra College of Nursing","905 Lakeside Dr., Suite A, Lynchburg, Virginia 24501","centracon.edu","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","City: Small","No","173","173","NA","NA","Fall 2013","NA","-","232618","02175800"
"Central School of Practical Nursing","1330 N Millitary Hwy, Norfolk, Virginia 23502","https://www.npsk12.com/domain/980","< 2-year, Public","One but less than two years certificate","City: Midsize","No","33","33","100%","NA","2013-14","$2,325","Practical Nursing, Vocational Nursing and Nursing Assistants, Other","231688","02128700"
"Central Virginia Community College","3506 Wards Rd, Lynchburg, Virginia 24502-2498","www.cvcc.vccs.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Small","No","4125","4125","30%","11%","Fall 2013","$4,877","-","231697","00498800"
"Centura College-Chesapeake","932 B Ventures Way, Chesapeake, Virginia 23320","www.centuracollege.edu","2-year, Private for-profit","Associate's degree","Suburb: Large","No","214","214","45%","NA","Fall 2013","$26,162","-","420024","02334403"
"Centura College-Newport News","616 Denbigh Blvd, Newport News, Virginia 23608","www.centuracollege.edu","2-year, Private for-profit","Less than one year certificate|Associate's degree","City: Midsize","No","169","169","80%","NA","Fall 2013","$23,870","-","377449","02334402"
"Centura College-Norfolk","7020 North Military Highway, Norfolk, Virginia 23518-4833","www.centuracollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","154","154","84%","NA","Fall 2013","$27,059","-","377458","02334401"
"Centura College-Richmond Main","7914 Midlothian Turnpike, Richmond, Virginia 23235-5250","www.centuracollege.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","152","152","93%","NA","Fall 2013","$23,241","-","427982","03126400"
"Centura College-Virginia Beach","2697 Dean Dr Ste 100, Virginia Beach, Virginia 23452-7431","www.centuracollege.edu","4-year, primarily associate's, Private for-profit","Associate's degree|Bachelor's degree","City: Large","No","129","129","33%","NA","Fall 2010","$25,537","-","232016","02334400"
"CET-Alexandria","6295 Edsall Rd, Plaza 500, Ste. 220, Alexandria, Virginia 22312","https://cetweb.edu","< 2-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","150","150","32%","NA","2013-14","NA","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","427894","02332840"
"Chamberlain University-Virginia","2450 Crystal Drive, Arlington, Virginia 22202","www.chamberlain.edu","4-year, Private for-profit","Bachelor's degree","City: Midsize","No","544","544","NA","NA","Fall 2010","$32,885","-","460871","00638506"
"Chester Career College","751 WEST HUNDRED ROAD, CHESTER, Virginia 23836","chestercareercollege.edu/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","162","162","46%","NA","Fall 2013","$16,499","Practical Nursing, Vocational Nursing and Nursing Assistants, Other","437769","03409500"
"Christopher Newport University","1 Avenue of the Arts, Newport News, Virginia 23606-3072","cnu.edu/","4-year, Public","Bachelor's degree|Master's degree","City: Midsize","Yes","5042","4930","75%","NA","Fall 2010","$22,637","-","231712","00370600"
"College of William and Mary","200 Richmond Road, Williamsburg, Virginia 23187-8795","www.wm.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Small","Yes","8617","6276","91%","7%","Fall 2010","$16,734","-","231624","00370500"
"Columbia College","5940 Centreville Crest Lane, Centreville, Virginia 20121","www.ccdc.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","162","162","65%","3%","Fall 2013","$9,901","English Language and Literature, General","479248","04127301"
"Columbia College","8620 Westwood Center Drive, Vienna, Virginia 22182","www.ccdc.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","388","388","64%","4%","Fall 2013","$10,111","English Language and Literature, General","455983","04127300"
"Cosmopolitan Beauty and Tech School","4201 John Marr Drive, Suite 206, Annandale, Virginia 22003-3204","www.cosmopolitan.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","107","107","86%","NA","2013-14","$6,528","Cosmetology, Barber/Styling, and Nail Instructor","461449","04171500"
"Culpeper Cosmetology Training Center","311 South East Street #120, Culpeper, Virginia 22701-1055","www.culpepercosmetology.com","< 2-year, Public","One but less than two years certificate","Town: Distant","No","57","57","59%","6%","2013-14","$9,426","Cosmetology/Cosmetologist, General","446206","03876300"
"Dabney S Lancaster Community College","1000 Dabney Drive, Clifton Forge, Virginia 24422-1000","www.dslcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Rural: Fringe","No","1373","1373","28%","14%","Fall 2013","$6,512","-","231873","00499600"
"Danville Community College","1008 S Main St, Danville, Virginia 24541-4004","www.dcc.vccs.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Town: Distant","No","3405","3405","31%","10%","Fall 2013","$6,808","-","231882","00375800"
"Danville Regional Medical Center School of Health Professions","142 S Main St, Danville, Virginia 24541","danvilleregional.com/for-healthcare-professionals/radiologic-technology-program","2-year, Private for-profit","Associate's degree","Town: Distant","No","9","9","NA","NA","Fall 2013","NA","-","232724","02111600"
"Dermal Science International Aesthetics and Nail Academy","11301 Sunset Hills Rd Suite A-5, Reston, Virginia 20190","estheticstraining.com","< 2-year, Private for-profit","Less than one year certificate","City: Small","No","130","130","90%","NA","2013-14","$9,169","Aesthetician/Esthetician and Skin Care Specialist","484923","04238700"
"DeVry University-Virginia","2450 Crystal Dr., Arlington, Virginia 22202","https://www.devry.edu","4-year, Private for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","No","687","370","27%","37%","Fall 2010","$20,004","-","482653","01072725"
"Divine Mercy University","2001 Jefferson Davis Highway, Suite 511, Arlington, Virginia 22202","www.divinemercy.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Midsize","No","204","","NA","NA","Fall 2010","NA","-","445869","03872400"
"Dominion School of Hair Design","1755 George Washington Memorial Highway, Gloucester Point, Virginia 23062","www.dominionschoolofhairdesign.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","41","41","44%","NA","2013-14","$14,298","Cosmetology/Cosmetologist, General","451617","04124000"
"Eastern Mennonite University","1200 Park Rd, Harrisonburg, Virginia 22802-2462","www.emu.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","Yes","1745","1259","62%","NA","Fall 2010","$23,452","-","232043","00370800"
"Eastern Shore Community College","29300 Lankford Hwy, Melfa, Virginia 23410","www.es.vccs.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Remote","No","705","705","19%","12%","Fall 2013","$5,609","-","232052","00374800"
"Eastern Virginia Career College","10304 Spotsylvania Ave, Suite 400, Fredericksburg, Virginia 22408","www.evcc.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Midsize","No","219","219","86%","NA","Fall 2013","$18,135","Registered Nursing/Registered Nurse","441858","03654300"
"Eastern Virginia Medical School","700w. Olney, Norfolk, Virginia 23507","www.evms.edu","4-year, Public","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","1130","","NA","NA","Fall 2010","NA","-","231970","01033800"
"ECPI University","5555 Greenwich Rd, Virginia Beach, Virginia 23462","www.ecpi.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","No","12068","11831","47%","7%","Fall 2010","$18,989","-","248934","01019800"
"ECPI University - Roanoke","5234 Airport Rd NW, Roanoke, Virginia 24012-1603","www.ecpi.edu","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Small","No","","","NA","NA","Fall 2013","NA","-","24893415","01019818"
"ECPI University-Culinary Institute of Virginia","2428 Alameda Ave Ste 106, Norfolk, Virginia 23513-1603","www.ecpi.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","","","NA","NA","Fall 2010","NA","-","24893410","01019813"
"ECPI University-Innsbrook","4305 Cox Rd Ste 100, Glen Allen, Virginia 23060-1603","www.ecpi.edu","4-year, Private for-profit","Associate's degree|Bachelor's degree","Suburb: Large","No","","","NA","NA","Fall 2010","NA","-","24893413","01019816"
"ECPI University-Manassas","10021 Balls Ford Rd Ste 100, Manassas, Virginia 20109-1603","www.ecpi.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","","","NA","NA","Fall 2010","NA","-","24893405","01019807"
"ECPI University-Newport News","1001 Omni Blvd Ste 100, Newport News, Virginia 23606","www.ecpi.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","","","NA","NA","Fall 2010","NA","-","24893401","01019802"
"ECPI University-Richmond South","800 Moorefield Park Dr Ste 100, Richmond, Virginia 23236-1603","www.ecpi.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","","","NA","NA","Fall 2010","NA","-","24893412","01019815"
"ECPI University-Richmond West","2809 Emerywood Pkwy Ste 300, Richmond, Virginia 23294-1603","www.ecpi.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","","","NA","NA","Fall 2010","NA","-","24893414","01019817"
"ECPI University-Virginia Beach Health Sciences","5501 Greenwich Rd Ste 100, Virginia Beach, Virginia 23462-1603","www.ecpi.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","No","","","NA","NA","Fall 2010","NA","-","24893411","01019814"
"Edward Via College of Osteopathic Medicine","2265 Kraft Dr, Blacksburg, Virginia 24060","www.vcom.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Doctor's degree - professional practice","City: Small","No","1810","","NA","NA","Fall 2010","NA","-","442806","03709300"
"Emory & Henry College","30461 Garnand Drive, Emory, Virginia 24327-0947","www.ehc.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - professional practice","Rural: Fringe","Yes","1167","1024","51%","NA","Fall 2010","$21,160","-","232025","00370900"
"Empire Beauty School-Midlothian","10807 Hull Street Rd, Midlothian, Virginia 23112","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","67","67","55%","NA","2013-14","$13,862","Cosmetology/Cosmetologist, General","444282","01054204"
"Empire Beauty School-Richmond","9049 West Broad St. #3, Richmond, Virginia 23294","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Large","No","85","85","44%","NA","2013-14","$14,537","Cosmetology/Cosmetologist, General","450599","01054206"
"Empire Beauty School-Virginia Beach","116 South Independence Boulevard, Virginia Beach, Virginia 23462-6779","www.empire.edu","< 2-year, Private for-profit","One but less than two years certificate","City: Large","No","157","157","35%","NA","2013-14","$13,943","Cosmetology/Cosmetologist, General","476179","02079404"
"Everest College-Newport News","803 Diligence Drive, Newport News, Virginia 23606","www.everest.edu/campus/newport_news","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","City: Midsize","No","10","10","34%","NA","Fall 2013","$17,153","-","232502","00926700"
"Ferrum College","215 Ferrum Mountain Road, Ferrum, Virginia 24088-9000","www.ferrum.edu","4-year, Private not-for-profit","Bachelor's degree","Rural: Distant","Yes","1294","1294","30%","53%","Fall 2010","$17,670","-","232089","00371100"
"Fortis College-Norfolk","6300 Center Dr Bldg 22, Norfolk, Virginia 23502-4101","www.fortisedu.info/cig-vabeach.php","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Midsize","No","298","298","47%","NA","Fall 2013","$27,304","-","233329","02342700"
"Fortis College-Richmond","2000 Westmoreland Street, Suite A, Richmond, Virginia 23230","www.fortis.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","398","398","55%","NA","Fall 2013","$23,411","-","382957","02342701"
"George Mason University","4400 University Dr, Fairfax, Virginia 22030-4444","https://www2.gmu.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","34909","23817","70%","18%","Fall 2010","$18,032","-","232186","00374900"
"Germanna Community College","2130 Germanna Hwy, Locust Grove, Virginia 22508-2102","www.germanna.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","6701","6701","31%","10%","Fall 2013","$6,881","-","232195","00866000"
"Global Health College","6101 Stevenson Avenue, Alexandria, Virginia 22304","www.global.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","333","333","52%","NA","Fall 2010","$16,230","-","455390","04140000"
"Graham Webb International Academy of Hair","1621 N. Kent St, Suite 1617 Ll Rosslyn Plaza, Arlington, Virginia 22209-2131","www.grahamwebbacademy.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","94","94","54%","NA","2013-14","$11,926","Cosmetology/Cosmetologist, General","406495","03002400"
"Hampden-Sydney College","College Road, Hampden-Sydney, Virginia 23943-0128","www.hsc.edu","4-year, Private not-for-profit","Bachelor's degree","Rural: Distant","Yes","1027","1027","66%","13%","Fall 2010","$33,210","-","232256","00371300"
"Hampton University","100 E. Queen Street, Hampton, Virginia 23668-0099","www.hamptonu.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","4646","3836","55%","12%","Fall 2010","$24,377","-","232265","00371400"
"Henrico County-Saint Marys Hospital School of Practical Nursing","7850 Carousel Lane, Henrico, Virginia 23294","blogs.henrico.k12.va.us/adulteducation/licensed-practical-nursing/","< 2-year, Public","One but less than two years certificate","Suburb: Large","No","83","83","NA","NA","2013-14","NA","-","431266","02242400"
"Hollins University","7916 Williamson Rd NW, Roanoke, Virginia 24020","www.hollins.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate","Suburb: Midsize","Yes","837","664","53%","NA","Fall 2010","$19,628","-","232308","00371500"
"IGlobal University","8133 Leesburg Pike #230, Vienna, Virginia 22182-2734","www.igu.edu","4-year, Private for-profit","One but less than two years certificate|Bachelor's degree|Master's degree","Suburb: Large","No","365","199","NA","NA","Fall 2010","NA","-","483780","04219000"
"Institute of Advanced Medical Esthetics","3108 N. Parham rd Suite 500, Henrico, Virginia 23294-4701","www.theinstituteofadvancedmedicalesthetics.com","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","24","24","NA","NA","2013-14","$14,309","Aesthetician/Esthetician and Skin Care Specialist","458122","04156200"
"J Sargeant Reynolds Community College","1651 East Parham Road, Richmond, Virginia 23228-2327","www.reynolds.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","10375","10375","16%","13%","Fall 2013","$6,853","-","232414","00375900"
"James Madison University","800 South Main Street, Harrisonburg, Virginia 22807","www.jmu.edu/","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","21270","19548","82%","NA","Fall 2010","$16,252","-","232423","00372100"
"Jefferson College of Health Sciences","101 Elm Avenue SE, Roanoke, Virginia 24013","www.jchs.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree","City: Small","Yes","1081","759","43%","5%","Fall 2010","$23,949","-","231837","00662200"
"John Tyler Community College","13101 Jefferson Davis Hwy, Chester, Virginia 23831-5316","https://jtcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","10021","10021","20%","14%","Fall 2013","$6,401","-","232450","00400400"
"Liberty University","1971 University Blvd, Lynchburg, Virginia 24515","www.liberty.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","75756","47050","51%","21%","Fall 2010","$24,794","-","232557","02053000"
"Life Pacific College-Ignite","900 Life Drive, Christianburg, Virginia 24073","lifepacific.edu/academics/undergraduate/#ignite-academy","2-year, Private not-for-profit","Associate's degree","City: Small","No","","","NA","NA","Fall 2013","NA","-","11710401","02270602"
"Longwood University","201 High St, Farmville, Virginia 23909","www.longwood.edu","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate","Town: Remote","Yes","4884","4520","65%","26%","Fall 2010","$18,835","-","232566","00371900"
"Lord Fairfax Community College","173 Skirmisher Lane, Middletown, Virginia 22645","https://www.lfcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","6868","6868","36%","11%","Fall 2013","$6,764","-","232575","00865900"
"Luckes Beauty Academy LLC","888 J. Clyde Morris Boulevard, Newport  News, Virginia 23601-1303","www.luckesbeautyacademy.com","< 2-year, Private for-profit","One but less than two years certificate","City: Midsize","No","38","38","NA","NA","2013-14","$13,123","Cosmetology/Cosmetologist, General","483726","04214700"
"Lynchburg College","1501 Lakeside Dr, Lynchburg, Virginia 24501-3113","www.lynchburg.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","2720","2079","56%","17%","Fall 2010","$23,692","-","232609","00372000"
"Mary Baldwin University","318 Prospect Street, Staunton, Virginia 24401","www.marybaldwin.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice","City: Small","Yes","1748","1310","46%","NA","Fall 2010","$18,543","-","232672","00372300"
"Marymount University","2807 N Glebe Rd, Arlington, Virginia 22207-4299","https://www.marymount.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - other","City: Midsize","Yes","3369","2323","52%","NA","Fall 2010","$24,719","-","232706","00372400"
"Miller-Motte Technical College-Lynchburg","1011 Creekside Lane, Lynchburg, Virginia 24502","www.miller-motte.edu/","2-year, Private for-profit","One but less than two years certificate|Associate's degree","City: Small","No","340","340","39%","NA","Fall 2013","$18,501","-","233091","00499200"
"Miller-Motte Technical College-Roanoke","4444 Electric Rd SW, Roanoke, Virginia 24018","www.miller-motte.edu","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Midsize","No","256","256","55%","NA","Fall 2013","$20,124","-","475194","00499206"
"Mountain Empire Community College","3441 Mountain Empire Road, Big Stone Gap, Virginia 24219","www.mecc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","No","2737","2737","37%","6%","Fall 2013","$6,460","-","232788","00962900"
"National Personal Training Institute","8500 Leesburg Pike  Suite #308, Vienna, Virginia 22182-2412","www.nptivirginia.edu","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","61","61","82%","NA","2013-14","$13,571","Health and Physical Education/Fitness, Other","483805","04220100"
"New River Community College","5251 College Drive, Dublin, Virginia 24084-1127","www.nr.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Town: Fringe","No","4456","4456","29%","10%","Fall 2013","$7,132","-","232867","00522300"
"Norfolk State University","700 Park Avenue, Norfolk, Virginia 23504-8000","www.nsu.edu","4-year, Public","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","5421","4739","35%","37%","Fall 2010","$15,103","-","232937","00376500"
"Northern Virginia Community College","4001 Wakefield Chapel Rd, Annandale, Virginia 22003-3796","www.nvcc.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","50835","50835","24%","16%","Fall 2013","$9,685","-","232946","00372700"
"Northern Virginia School of Therapeutic Massage","6402 Arlington Blvd, Suite 840, Falls Church, Virginia 22042-4302","www.nvschoolofmassage.com/","< 2-year, Private for-profit","Less than one year certificate","Suburb: Large","No","153","153","NA","NA","2013-14","NA","Massage Therapy/Therapeutic Massage","461412","04169400"
"Old Dominion University","5115 Hampton Blvd, Norfolk, Virginia 23529","www.odu.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","24322","19793","51%","29%","Fall 2010","$15,218","-","232982","00372800"
