"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Academy Di Capelli-School of Cosmetology","950 Yale Ave Unit 20, Wallingford, Connecticut 06492","www.academydicapelli.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","34","34","72%","7%","2013-14","$12,443","Cosmetology/Cosmetologist, General","449463","04104300"
"Ace Cosmetology and Barber Training Center","625 Wolcott Street  Suite 7, Waterbury, Connecticut 06705","acecosmetologybarbertraining.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Midsize","No","36","36","100%","NA","2013-14","$11,735","Cosmetology/Cosmetologist, General","480736","04219200"
"Albert I Prince Technical High School","401 Flatbush Avenue, Hartford, Connecticut 06106","www.cttech.org/prince/","< 2-year, Public","One but less than two years certificate","City: Midsize","No","38","38","82%","NA","2013-14","NA","Licensed Practical/Vocational Nurse Training","417178","00982200"
"Albertus Magnus College","700 Prospect St, New Haven, Connecticut 06511-1189","www.albertus.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","1555","1220","53%","NA","Fall 2010","$25,375","-","128498","00137400"
"American Institute-West Hartford","99 South Street, West Hartford, Connecticut 06110-1922","americaninstitute.com","2-year, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate","City: Small","No","415","415","45%","NA","Fall 2013","$13,133","Medical/Clinical Assistant","129482","02106600"
"Asnuntuck Community College","170 Elm St, Enfield, Connecticut 06082","www.Asnuntuck.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","1945","1945","42%","20%","Fall 2013","$7,690","-","128577","01115000"
"Belle Academy of Cosmetology","27A South Commons Road, Waterbury, Connecticut 06704-1035","www.belleacademy.com","< 2-year, Private for-profit","One but less than two years certificate","Suburb: Midsize","No","11","11","100%","NA","2013-14","$14,520","Cosmetology/Cosmetologist, General","481571","04224200"
"Branford Academy of Hair and Cosmetology","251 West Main St, Branford, Connecticut 06405","www.branfordacademy.com","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","34","34","96%","NA","2013-14","$13,319","Cosmetology/Cosmetologist, General","451042","04128800"
"Branford Hall Career Institute-Branford Campus","One Summit Place, Branford, Connecticut 06405","www.schooliya.com/peg/Branford/index.html","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","374","374","62%","NA","2013-14","$18,340","Medical/Clinical Assistant","128674","02074000"
"Branford Hall Career Institute-Southington Campus","35 N Main St, Southington, Connecticut 06489","www.branfordhall.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","364","364","74%","NA","2013-14","$19,216","Medical/Clinical Assistant","434520","02074002"
"Branford Hall Career Institute-Windsor Campus","995 Day Hill Rd, Windsor, Connecticut 06095","www.branfordhall.edu","< 2-year, Private for-profit","Less than one year certificate|One but less than two years certificate","Suburb: Large","No","220","220","57%","NA","2013-14","$20,449","Medical/Clinical Assistant","430096","02074001"
"Bridgeport Hospital School of Nursing","200 Mill Hill Ave, Bridgeport, Connecticut 06610","www.bridgeporthospital.org/bhsn/","< 2-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate","City: Midsize","No","158","158","86%","NA","2013-14","$27,961","-","128726","00618100"
"Bristol Technical Education Center","431 Minor Street, Bristol, Connecticut 06010","www.cttech.org/bristol/index.htm","< 2-year, Public","One but less than two years certificate","Suburb: Large","No","74","74","98%","NA","2013-14","$6,284","Automobile/Automotive Mechanics Technology/Technician","431187","00927700"
"Bullard-Havens Technical High School","500 Palisade Avenue, Bridgeport, Connecticut 06610","www.cttech.org/bullard-havens/index.htm","< 2-year, Public","One but less than two years certificate","City: Midsize","No","21","21","100%","NA","2013-14","NA","Licensed Practical/Vocational Nurse Training","417187","01149600"
"Capital Community College","950 Main Street, Hartford, Connecticut 06103","www.ccc.commnet.edu","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","3302","3302","6%","23%","Fall 2013","$6,591","-","129367","00763500"
"Central Connecticut State University","1615 Stanley St, New Britain, Connecticut 06050","www.ccsu.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","11784","9538","54%","NA","Fall 2010","$14,852","-","128771","00137800"
"Charter Oak State College","55 Paul Manafort Drive, New Britain, Connecticut 06053","www.charteroak.edu","4-year, Public","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","1583","1533","NA","NA","Fall 2010","NA","-","128780","03234300"
"Connecticut Aero Tech  School","500 Lindbergh Dr, Hartford, Connecticut 06114","www.cttech.org/cats/","2-year, Public","Two but less than 4 years certificate","City: Midsize","No","","","NA","NA","Fall 2013","NA","Aircraft Powerplant Technology/Technician","41724801","02245303"
